,zip,toyota,honda,ford,chevrolet,nissan,bmw,hyundai,lexus,mercedes_benz,kia,total
716,93238,68,0,0,0,0,0,0,0,0,0,87
717,93240,289,99,254,67,80,0,50,0,0,35,897
718,93241,780,389,213,621,570,0,60,0,0,23,2965
719,93242,98,24,59,103,47,0,0,0,0,0,342
720,93243,14,0,11,0,0,0,22,0,0,0,47
721,93245,2370,1323,1677,2358,1028,156,800,144,134,560,13772
722,93246,49,17,0,0,0,0,0,0,0,0,66
723,93247,751,635,525,1209,583,0,139,0,0,159,4728
724,93249,56,24,41,97,23,0,11,0,0,0,252
725,93250,787,485,491,1106,554,0,116,0,0,66,4299
726,93251,0,0,99,0,0,0,0,0,0,0,99
727,93256,250,103,11,366,183,0,0,0,0,0,989
728,93257,3777,2772,2857,5402,2347,275,756,232,267,809,26566
729,93258,57,11,0,100,43,0,0,0,0,0,211
730,93261,30,16,0,94,0,0,0,0,0,0,140
731,93263,1274,786,927,1810,727,42,317,95,12,193,8054
732,93265,236,66,182,154,49,0,0,0,0,0,777
733,93266,0,0,0,23,0,0,0,0,0,0,23
734,93267,241,166,108,397,146,0,0,0,0,0,1171
735,93268,787,358,686,831,481,11,237,0,0,216,4616
736,93270,223,175,122,359,186,0,11,0,0,0,1150
737,93271,129,12,12,0,23,0,0,0,0,0,219
738,93272,100,28,108,254,60,0,0,0,0,0,615
739,93274,3613,2920,3430,5747,3014,425,907,292,302,1268,29557
740,93275,0,0,0,12,0,0,0,0,0,0,24
741,93276,0,0,0,0,0,0,0,0,0,0,46
742,93277,3345,2453,2035,2917,1948,360,863,292,268,1016,19882
743,93279,0,0,0,0,56,0,0,0,0,0,56
744,93280,1190,756,627,1697,804,39,255,11,0,221,6929
745,93283,23,0,0,0,0,0,0,0,0,0,23
746,93285,60,0,14,0,0,0,0,0,0,0,89
747,93286,486,367,261,572,378,0,45,0,0,76,2425
748,93290,57,0,0,0,0,0,0,0,0,0,57
749,93291,4314,3109,2664,3563,2172,603,835,505,418,961,25126
750,93292,2977,2076,2309,2705,1700,282,620,208,156,749,17385
751,93301,850,337,2099,841,436,57,276,63,81,146,6079
752,93303,0,0,56,0,0,0,0,0,0,0,56
753,93304,2617,1336,962,1897,1821,175,753,189,183,681,14036
754,93305,1534,750,743,1206,1035,81,432,51,25,319,7869
755,93306,5263,2383,2225,3127,2409,412,1180,684,477,961,26605
756,93307,5128,2712,2148,4301,3395,405,1162,319,326,952,29832
757,93308,3605,1207,4993,3440,1382,275,887,415,235,901,25339
758,93309,4143,1922,2599,2555,2048,495,1194,649,400,994,23275
759,93311,5021,2574,2161,2217,1505,1034,917,1457,951,714,26409
760,93312,5715,2523,2884,2897,1375,770,1015,1246,686,1022,28854
761,93313,5088,2785,1796,2885,2401,710,1039,818,628,883,28792
762,93314,3008,1309,2365,1971,618,477,430,723,420,472,17758
763,93380,0,0,111,252,0,0,0,0,0,0,456
764,93384,0,17,0,13,0,0,0,0,0,0,30
765,93388,0,0,13,0,0,0,0,0,0,0,13
766,93389,45,0,0,0,0,0,0,0,0,0,80
767,93390,22,0,0,0,0,0,0,0,0,0,22
768,93401,2501,1933,1649,716,615,494,344,249,398,177,12687
769,93402,1392,1032,537,189,315,71,164,22,11,113,4917
770,93405,1124,905,614,296,319,250,139,44,159,63,5083
771,93408,0,0,12,23,0,0,0,0,0,0,35
772,93420,2635,1921,2056,1307,638,519,436,353,296,226,13622
773,93422,2589,1990,2125,1124,690,308,368,168,216,742,13735
774,93424,0,25,0,0,0,0,0,0,0,0,25
775,93426,0,0,28,0,0,0,0,0,0,0,28
776,93427,432,396,391,372,104,0,16,0,0,0,1830
777,93428,516,404,178,36,66,57,17,24,11,0,1583
778,93430,247,121,41,0,0,0,0,0,0,0,437
779,93432,0,0,23,0,0,0,0,0,0,0,23
780,93433,913,730,573,396,411,137,148,24,0,75,4049
781,93434,394,465,131,374,329,0,53,0,0,0,1808
782,93436,3765,3686,1716,2915,1377,350,570,258,175,312,18857
783,93437,73,99,24,24,0,0,0,0,0,0,220
784,93440,13,56,0,13,0,0,0,0,0,0,82
785,93441,0,0,12,22,0,0,0,0,0,0,34
786,93442,950,710,398,183,272,73,108,35,28,88,3599
787,93444,1804,1414,1252,1056,681,353,345,262,236,143,9555
788,93445,388,321,234,163,201,11,77,0,0,11,1472
789,93446,2736,2288,3661,2150,1118,541,440,266,407,1299,20964
790,93447,12,0,83,36,0,0,0,0,0,13,206
791,93449,690,547,355,158,75,241,37,103,197,23,3005
792,93451,225,173,177,146,147,0,0,0,0,49,953
793,93452,0,0,0,0,0,0,0,0,0,0,16
794,93453,40,108,107,11,0,0,0,0,0,0,279
795,93454,2430,2204,1477,2097,1446,304,531,92,138,224,13715
796,93455,3711,3211,2475,2692,1245,630,805,367,284,280,20631
797,93456,87,41,38,119,15,15,0,0,0,0,315
798,93457,0,0,0,0,0,0,0,0,0,0,39
799,93458,3158,3030,1497,2906,2263,359,675,105,197,250,18229
800,93460,322,241,371,370,22,69,0,11,85,0,1751
801,93463,557,369,418,363,84,141,0,65,81,0,2532
802,93465,728,514,641,382,170,157,37,16,86,244,3857
803,93501,169,129,275,80,151,0,0,0,0,23,827
804,93505,525,483,489,347,380,0,171,0,0,185,2815
805,93510,563,421,428,260,152,11,74,13,0,71,2548
806,93513,164,64,19,0,0,0,0,0,0,0,247
807,93514,1696,869,929,316,120,0,80,0,0,29,4995
808,93515,0,0,0,0,0,0,0,0,0,0,29
809,93516,24,11,0,34,0,0,0,0,0,0,69
810,93517,0,0,0,0,0,0,0,0,0,0,14
811,93523,54,23,11,24,12,0,0,0,0,0,124
812,93526,23,0,18,0,0,0,0,0,0,0,41
813,93527,186,0,79,0,0,0,0,0,0,0,265
814,93532,133,106,14,11,11,0,0,0,0,0,302
815,93534,2261,2218,1170,1334,1487,199,708,143,216,725,13173
816,93535,4842,4704,2071,2719,3225,432,1207,309,473,1387,27184
817,93536,5108,5547,2933,2517,2250,654,1329,736,689,1316,31316
818,93539,0,24,0,0,0,0,0,0,0,0,24
819,93543,914,820,379,435,542,0,128,0,0,159,3717
820,93545,74,0,11,0,0,0,0,0,0,0,85
821,93546,847,272,356,149,34,0,0,0,0,0,2664
822,93550,5615,5326,1870,2477,3760,446,1227,321,410,1384,28398
823,93551,4477,4731,2165,1896,1951,756,1021,749,852,1069,26405
824,93552,3571,3557,922,1342,1973,289,644,167,306,715,16346
825,93553,35,35,0,0,23,0,0,0,0,0,104
826,93555,3607,1028,2481,826,693,86,420,102,82,399,11953
827,93560,1258,1294,802,747,742,58,383,24,14,413,7278
828,93561,2339,1305,1802,1077,736,131,573,184,80,516,12985
829,93562,0,0,18,0,0,0,0,0,0,0,18
830,93581,13,0,11,0,0,0,0,0,0,0,37
831,93591,375,391,121,174,294,0,33,0,0,65,1477
832,93601,49,0,24,0,0,0,0,0,0,0,102
833,93602,231,36,59,98,12,0,0,0,0,0,563
834,93606,23,0,0,0,0,0,0,0,0,0,23
835,93609,245,177,293,336,200,0,51,0,0,22,1358
836,93610,840,612,861,1414,555,11,241,0,42,214,5509
837,93611,4277,2980,2511,2486,1504,427,910,684,470,760,22229
838,93612,2147,1562,1403,1460,1294,43,714,128,99,675,11661
839,93613,0,0,0,11,0,0,0,0,0,0,11
840,93614,855,504,630,424,354,0,235,29,0,147,4071
841,93615,220,223,0,260,182,0,0,0,0,0,907
842,93616,90,40,0,89,40,0,0,0,0,0,259
843,93618,1659,1499,691,2087,1163,55,367,90,54,456,10020
844,93619,4387,3345,2420,2325,1173,673,731,1143,713,617,24485
845,93620,435,394,496,658,347,0,110,0,0,36,2784
846,93622,430,442,488,752,351,0,120,0,0,38,2853
847,93625,543,457,205,548,294,0,107,0,0,129,2741
848,93626,65,25,43,25,0,0,0,0,0,0,158
849,93630,876,1065,646,1751,733,40,223,0,49,200,6731
850,93631,987,835,800,1377,477,49,294,96,45,300,6644
851,93635,3032,2488,2518,2365,1784,227,866,161,247,484,18135
852,93636,1068,650,863,871,390,25,277,106,64,164,5554
853,93637,2849,1683,1899,2602,1250,194,587,253,293,445,15579
854,93638,2874,1712,1362,2644,1496,136,626,56,132,446,14441
855,93640,481,597,261,745,391,0,89,0,0,47,3022
856,93643,131,39,55,44,11,0,0,0,0,0,437
857,93644,503,255,400,244,177,0,98,0,0,56,2419
858,93646,514,577,148,660,385,0,24,0,0,66,2578
859,93647,552,511,129,676,440,0,49,0,0,81,2656
860,93648,685,797,367,1039,641,0,171,0,0,128,4314
861,93650,151,81,12,110,110,36,31,0,97,0,671
862,93651,27,0,14,13,0,0,11,0,0,0,87
863,93654,1625,1483,803,2391,961,81,383,132,28,385,10111
864,93656,261,176,343,445,184,0,66,0,0,25,1642
865,93657,2202,1921,1247,2435,1306,91,581,184,107,542,13581
866,93660,88,100,12,276,142,0,11,0,0,0,641
867,93662,1703,1548,1019,1828,1296,87,468,120,101,475,10573
868,93664,0,0,0,0,0,0,0,0,0,0,11
869,93667,77,13,0,11,0,0,0,0,0,0,123
870,93668,0,0,0,61,0,0,0,0,0,0,61
871,93675,190,12,75,67,30,0,0,0,0,0,374
872,93701,299,279,155,319,315,12,94,0,0,55,1750
873,93702,2114,1572,1237,1808,1564,68,593,37,30,446,11159
874,93703,1712,1279,789,1394,1114,47,484,46,41,400,8513
875,93704,1869,1231,915,1001,932,153,567,316,224,368,9485
876,93705,1804,1369,905,1498,1423,76,746,62,34,467,10027
877,93706,1781,1173,2085,1911,1308,57,572,68,143,389,12093
878,93710,1924,1468,892,979,1041,118,598,216,125,412,9313
879,93711,3022,2147,1782,1722,1113,589,789,993,962,471,19087
880,93720,4353,3212,1867,1762,1427,688,931,1121,847,707,22547
881,93721,141,59,555,232,194,0,28,0,107,0,1396
882,93722,6219,4960,3286,4144,3312,705,1801,774,836,1331,37978
883,93723,788,749,328,717,411,101,163,135,146,114,4920
884,93725,1712,1184,1313,1776,991,38,368,64,141,286,10596
885,93726,2473,1766,1008,1620,1469,81,800,119,56,589,11858
886,93727,6741,4829,2867,3576,2735,440,1292,654,537,1114,32061
887,93728,710,533,467,641,563,0,254,0,0,188,3790
888,93730,962,771,481,385,257,336,158,537,491,110,6124
889,93737,535,388,137,251,183,0,29,14,46,47,1782
890,93744,0,0,12,0,0,0,0,0,0,0,12
891,93745,0,0,0,0,0,0,0,0,0,0,12
892,93755,0,0,0,32,0,0,0,0,0,0,32
893,93776,0,0,0,20,0,0,0,0,0,0,20
894,93777,0,0,0,0,0,0,0,0,0,0,14
895,93794,0,0,0,0,0,0,0,0,0,0,25
896,93901,1672,1453,1349,1524,936,261,283,225,191,220,10832
897,93902,0,0,11,237,0,0,0,0,0,0,248
898,93905,3142,3623,1688,2782,2727,291,241,161,245,358,20591
899,93906,3687,3948,1455,2603,2652,451,489,410,447,524,23176
900,93907,1668,1269,999,1122,817,192,252,146,172,164,9152
901,93908,998,603,587,916,236,288,110,261,303,11,6154
902,93912,0,71,11,246,24,0,0,0,0,0,365
903,93915,0,0,0,0,15,0,0,0,0,0,15
904,93920,63,0,0,0,0,0,0,0,0,0,74
905,93921,85,64,0,0,0,97,0,22,116,0,497
906,93923,1013,462,238,40,58,547,54,368,461,0,4717
907,93924,678,259,169,44,60,109,0,52,136,0,2034
908,93925,0,11,0,41,47,0,0,0,0,0,99
909,93926,351,486,221,617,415,0,28,0,0,0,2576
910,93927,689,1177,371,928,764,0,87,0,0,50,5000
911,93930,571,776,362,1202,602,0,43,0,0,45,4767
912,93933,2254,1729,782,585,898,278,399,264,283,224,9648
913,93940,2538,1546,1235,526,674,576,445,476,553,159,12214
914,93942,15,0,16,38,0,0,0,0,0,0,69
915,93944,0,13,0,0,12,0,0,0,0,0,25
916,93950,1375,846,395,125,228,256,173,145,183,24,4971
917,93953,244,114,57,0,0,216,0,148,312,0,1381
918,93955,2334,1590,965,739,1228,318,425,192,251,138,10866
919,93960,734,1301,497,1270,827,27,104,38,29,123,6217
920,94002,2471,1854,784,352,534,726,302,654,768,76,12824
921,94005,452,252,104,24,14,38,12,0,70,0,1244
922,94010,4187,2297,4106,1291,1241,1715,376,1394,1867,51,28030
923,94014,5783,3871,909,453,1030,544,459,927,574,156,17996
924,94015,7977,5455,1322,569,1242,914,813,1538,998,189,26275
925,94018,244,95,71,0,0,22,0,0,0,0,619
926,94019,1372,799,865,323,306,295,83,164,218,12,6216
927,94020,46,0,0,0,0,0,0,0,0,0,60
928,94022,1683,953,357,173,190,986,76,874,893,0,10541
929,94024,2024,1317,430,239,251,1105,144,938,812,11,11990
930,94025,3246,2345,1216,604,690,1477,314,920,1067,95,19816
931,94027,283,102,36,0,0,340,0,253,525,0,2900
932,94028,532,229,71,37,0,273,0,143,237,0,2682
933,94030,2508,1660,498,221,393,620,248,802,691,25,10201
934,94037,191,101,37,0,0,0,0,0,0,0,459
935,94038,199,120,28,0,0,0,0,0,0,0,445
936,94040,3089,2368,584,366,726,1073,440,692,526,124,14672
937,94041,1252,944,239,83,308,325,152,113,170,0,5143
938,94043,2870,2328,807,532,719,821,505,473,442,137,14177
939,94044,3946,2770,1898,874,888,545,579,669,482,225,17927
940,94060,11,0,0,0,0,0,0,0,0,0,11
941,94061,2977,2339,1248,735,917,670,360,600,545,128,15330
942,94062,2085,1339,911,552,394,858,199,706,760,23,13249
943,94063,2913,2229,1812,766,1125,412,326,355,417,127,13690
944,94065,870,767,197,46,193,545,73,390,573,0,5529
945,94066,4641,3550,1478,833,1057,717,596,952,751,183,19282
946,94070,2738,1987,1390,634,554,1043,289,799,810,115,16935
947,94080,13014,5342,6107,8393,9434,1407,1726,1489,1353,4210,66399
948,94085,2198,1913,722,293,693,587,257,323,452,95,10029
949,94086,4598,3828,951,539,1274,1141,700,781,799,228,20896
950,94087,5867,4616,1115,698,1325,1464,648,1367,946,200,25854
951,94089,2412,1704,720,260,611,509,381,401,393,151,9702
952,94102,1116,637,129,0,197,319,103,86,169,0,3721
953,94103,1267,892,441,114,268,603,71,69,385,0,6003
954,94104,0,0,0,48,0,0,0,0,0,0,59
955,94105,294,221,4393,1131,0,480,11,67,418,0,11176
956,94107,1551,1118,573,177,303,863,194,300,414,45,9293
957,94108,453,255,0,0,12,95,0,39,103,0,1085
958,94109,2092,1273,363,99,376,1029,255,516,643,30,11074
959,94110,4028,2798,809,453,889,909,401,419,414,219,17668
960,94111,11,47,43,16,0,117,0,0,53,0,336
961,94112,8734,5228,1118,600,1345,953,665,1680,916,241,27114
962,94114,1714,1142,275,103,247,990,166,254,437,45,10223
963,94115,1630,1129,241,111,299,961,240,398,634,75,9673
964,94116,4814,2599,523,215,500,798,390,1182,748,67,16111
965,94117,1814,1204,313,78,299,668,223,262,327,47,9734
966,94118,2746,1495,297,133,290,860,248,618,648,26,12026
967,94121,3818,1877,367,122,403,765,312,782,631,112,13307
968,94122,5366,3252,602,220,553,800,472,1242,724,162,19102
969,94123,949,605,245,70,138,1096,152,362,608,30,8376
970,94124,4309,2407,4335,982,960,422,381,681,448,147,18407
971,94127,1625,892,271,131,165,587,75,572,513,12,7430
972,94128,0,0,109,0,0,0,0,0,0,0,122
973,94129,69,59,31,0,0,11,0,0,13,0,385
974,94130,11,51,0,0,0,0,0,0,0,0,62
975,94131,2015,1354,332,145,301,757,182,434,410,77,9958
976,94132,2314,1320,286,82,353,426,210,662,490,52,7946
977,94133,1377,698,149,0,160,373,43,247,302,0,5018
978,94134,5020,2732,435,256,712,545,341,1053,583,71,14254
979,94142,0,0,277,0,0,0,0,0,0,0,277
980,94158,273,213,11,0,24,221,0,40,114,0,1544
981,94208,0,0,0,0,0,0,0,0,0,0,11
982,94244,0,0,106,0,0,0,0,0,0,0,208
983,94296,0,0,0,18,0,0,0,0,0,0,18
984,94301,1239,755,128,150,94,600,26,352,435,0,6591
985,94303,4185,3304,1238,990,1442,848,459,692,713,229,19409
986,94304,183,162,0,0,0,0,0,23,69,0,781
987,94305,500,363,79,0,0,53,26,0,37,0,1515
988,94306,2642,1786,324,210,374,793,236,714,530,45,11522
989,94401,3057,2243,882,592,906,592,354,521,467,97,12944
990,94402,2254,1576,644,406,390,990,248,836,708,36,12394
991,94403,4001,3150,1291,789,885,1127,541,991,942,157,20192
992,94404,3458,2860,800,314,747,1299,458,1282,1217,127,18007
993,94501,6275,4193,1620,818,1246,778,647,959,792,476,24558
994,94502,1569,1215,340,12,161,266,64,402,361,47,5720
995,94503,2407,1828,611,512,889,213,267,215,377,187,8929
996,94505,1028,747,1162,639,384,184,321,218,309,158,6760
997,94506,1874,1515,773,205,291,1219,279,1171,1565,53,14111
998,94507,1070,698,658,158,118,687,93,662,977,0,8549
999,94508,130,144,74,0,0,0,0,0,0,0,410
1000,94509,4978,3912,3062,2258,2861,409,1437,427,554,583,25859
1001,94510,3073,2191,2007,1055,799,345,529,374,375,240,14571
1002,94511,0,12,26,0,0,0,0,0,0,0,38
1003,94513,5856,4893,4831,2417,1932,934,1494,1107,1113,642,34034
1004,94514,25,0,13,0,0,0,0,0,0,0,38
1005,94515,497,319,264,46,204,25,18,0,57,0,1675
1006,94517,1221,867,656,237,238,255,202,266,254,48,5528
1007,94518,2625,1982,991,442,833,326,441,359,320,205,10865
1008,94519,1688,1281,782,406,568,125,325,114,139,100,6792
1009,94520,3365,2301,2590,1114,1914,437,559,303,263,285,16292
1010,94521,4222,3315,1592,877,1159,557,771,642,581,318,18625
1011,94523,3491,2584,1424,649,807,618,560,630,549,236,15860
1012,94524,0,0,11,0,0,0,0,0,0,0,24
1013,94525,166,155,35,0,24,0,32,0,0,0,438
1014,94526,2712,2106,1442,683,433,1182,453,1175,1131,149,18356
1015,94528,0,0,0,0,0,0,0,0,0,0,48
1016,94530,2860,2175,388,198,510,287,289,299,285,175,9782
1017,94531,4328,3489,1582,1248,1812,551,1005,657,798,454,20095
1018,94533,5881,5098,3328,2504,3263,551,1401,549,965,934,31592
1019,94534,4062,3651,2345,1330,1303,669,700,677,1130,428,21800
1020,94535,104,120,90,50,43,0,23,0,0,0,453
1021,94536,6993,5952,1604,1379,1901,1272,926,1380,1189,396,31319
1022,94538,6933,5466,2664,1417,1996,1179,943,1214,1247,350,31753
1023,94539,5990,4585,980,792,1148,1606,552,2319,1816,133,27325
1024,94541,5946,4255,1747,1628,2393,623,893,661,688,447,25113
1025,94542,1223,866,230,174,370,316,167,320,390,35,5312
1026,94544,7917,5698,2303,1912,3193,792,1055,929,931,537,32395
1027,94545,4072,2707,1803,866,1410,447,411,573,597,198,16702
1028,94546,4949,3536,1288,974,1110,530,722,849,557,329,19733
1029,94547,3100,2497,550,331,814,497,409,544,634,264,11763
1030,94549,2605,1686,862,452,335,1030,207,797,903,110,14619
1031,94550,4516,3366,3792,1698,934,762,861,916,773,390,26050
1032,94551,3978,2953,3395,1459,1118,477,801,589,529,331,21555
1033,94552,1656,1331,275,159,237,353,160,535,396,0,6787
1034,94553,4779,3530,3911,1684,1450,504,902,664,520,498,24679
1035,94555,3809,3480,390,543,945,783,423,910,719,137,16034
1036,94556,1365,1018,341,101,144,478,93,484,464,11,6881
1037,94558,5846,4352,3854,2304,2388,935,602,855,1122,476,31572
1038,94559,2441,1607,1300,861,1053,347,229,228,308,153,11238
1039,94560,4665,3675,1280,1175,1581,840,645,940,946,337,21819
1040,94561,3571,2973,2614,1881,1607,357,970,402,408,452,19555
1041,94563,1670,1073,613,295,174,854,76,603,714,16,10064
1042,94564,2079,1574,542,329,645,175,353,245,247,217,7623
1043,94565,8985,6998,3586,2704,4257,831,1828,963,1079,804,40463
1044,94566,4066,3305,1738,952,832,1200,696,1421,1288,229,23487
1045,94568,6110,5762,1778,1260,1572,1828,1075,1786,1827,411,33477
1046,94571,851,611,653,644,332,33,180,53,86,94,4202
1047,94572,782,533,359,142,335,40,100,14,24,42,2469
1048,94574,623,362,724,118,175,192,0,59,181,0,3177
1049,94577,5249,3839,2796,1197,1485,534,650,868,594,362,22915
1050,94578,3982,2775,831,793,1286,413,596,584,466,302,14630
1051,94579,2882,1943,399,323,624,243,272,552,352,87,8914
1052,94580,3317,2395,760,739,955,248,357,387,323,177,11693
1053,94582,4167,4006,617,498,821,1784,628,1684,1763,165,23320
1054,94583,4142,3368,1645,913,888,868,722,1002,914,229,20284
1055,94585,2434,2211,1030,892,1309,162,547,222,341,373,12007
1056,94587,7758,6051,1603,1273,2234,1184,879,1533,1387,426,31948
1057,94588,3359,3067,1304,779,763,945,553,1153,988,141,17990
1058,94589,2972,2108,659,757,1580,148,406,194,286,322,11120
1059,94590,2759,1891,1242,960,1725,224,582,152,293,445,12647
1060,94591,5785,4389,1511,1492,2422,659,913,803,950,596,24882
1061,94592,0,11,13,0,0,0,0,0,0,0,24
1062,94595,1875,1347,497,77,306,329,248,559,452,52,7718
1063,94596,2072,1496,927,181,434,598,313,481,697,79,10555
1064,94597,2154,1560,693,199,466,458,361,381,459,94,9776
1065,94598,2687,2066,805,244,483,670,306,815,685,68,12924
1066,94599,69,71,51,0,0,0,0,0,11,0,202
1067,94601,4857,2544,962,811,1491,251,434,329,309,230,14765
1068,94602,3071,2029,438,342,603,395,324,368,303,178,11166
1069,94603,2961,1663,720,909,1287,213,403,159,260,224,10558
1070,94605,3298,2246,915,897,1336,513,630,491,758,362,15190
1071,94606,3894,2142,1022,297,720,225,334,434,303,167,11551
1072,94607,1874,1074,730,293,483,266,249,168,251,107,7118
1073,94608,2268,1517,603,298,622,458,336,215,368,192,9610
1074,94609,1825,1090,164,42,395,176,184,38,90,48,5721
1075,94610,2632,1855,344,225,439,542,275,384,403,154,11177
1076,94611,3504,2393,580,472,533,1018,321,730,987,228,17654
1077,94612,1098,631,966,166,265,149,106,0,124,19,4852
1078,94618,1369,928,157,103,121,427,40,192,233,23,6072
1079,94619,2519,1666,363,286,586,333,244,328,387,172,8967
1080,94621,2906,1399,1551,793,1247,107,334,157,222,181,10556
1081,94623,0,0,0,0,0,0,0,0,0,0,87
1082,94701,84,0,0,0,0,0,0,0,0,0,84
1083,94702,1357,942,179,87,262,94,105,30,24,26,4207
1084,94703,1548,1039,84,37,243,119,127,35,0,38,4519
1085,94704,810,557,115,0,76,79,79,0,26,0,2177
1086,94705,1140,712,60,70,70,281,27,40,196,0,4139
1087,94706,1969,1322,168,72,210,177,96,58,60,37,5718
1088,94707,1319,832,52,106,72,275,29,83,96,13,4441
1089,94708,1088,659,11,105,35,311,0,84,90,0,3814
1090,94709,671,501,0,0,0,22,22,0,0,0,1762
1091,94710,635,421,241,33,112,130,15,0,0,0,1937
1092,94801,2797,1519,1119,639,1227,198,299,109,137,218,9862
1093,94802,0,0,125,0,12,0,0,0,0,0,137
1094,94803,2793,1939,760,375,807,311,400,331,420,240,10231
1095,94804,4219,2814,1380,833,1538,317,646,269,369,402,15630
1096,94805,1470,966,237,130,432,69,164,30,23,70,4271
1097,94806,6779,4016,1921,1041,2594,499,947,537,764,561,23817
1098,94901,4584,2193,1326,693,812,954,270,774,899,227,18224
1099,94903,3355,2016,990,527,610,631,280,641,532,211,13577
1100,94904,1016,563,160,58,89,528,0,338,460,11,5379
1101,94912,13,0,0,0,0,0,0,0,0,0,13
1102,94913,0,0,24,0,0,0,0,0,0,0,24
1103,94920,733,378,165,25,0,743,0,339,752,0,5874
1104,94923,25,15,0,0,0,0,0,0,0,0,51
1105,94924,25,0,0,0,0,0,0,0,0,0,25
1106,94925,847,505,150,38,75,322,15,121,242,0,3944
1107,94928,3585,3092,3012,2149,1531,359,895,369,380,518,19790
1108,94930,937,479,61,13,53,98,14,0,46,0,2519
1109,94931,750,563,430,295,261,22,177,13,13,22,2988
1110,94933,12,0,0,0,0,0,0,0,0,0,12
1111,94937,12,0,0,0,0,0,0,0,0,0,26
1112,94939,533,332,92,0,11,287,11,105,183,0,2597
1113,94941,2662,1472,484,217,289,1328,108,695,919,124,15224
1114,94945,2021,996,751,471,378,298,196,285,336,148,7457
1115,94946,0,0,0,0,0,0,0,0,0,0,14
1116,94947,2902,1510,925,541,627,387,274,406,384,193,10630
1117,94949,1955,1048,690,235,416,392,192,396,444,152,7638
1118,94951,274,251,147,57,66,0,0,0,0,0,952
1119,94952,3279,1976,1908,1068,1010,415,503,360,393,219,15431
1120,94954,3859,3007,2170,1383,1278,497,670,477,429,282,18283
1121,94955,0,0,0,17,0,0,0,0,0,0,17
1122,94956,33,33,0,0,0,0,0,0,0,0,77
1123,94957,15,0,0,0,0,91,0,0,93,0,368
1124,94960,1427,767,234,77,128,410,45,179,296,16,6237
1125,94965,819,489,154,11,97,460,26,126,347,14,4231
1126,94973,40,0,0,0,0,0,0,0,0,0,51
1127,95001,0,13,0,0,0,0,0,0,0,0,13
1128,95002,47,57,69,0,0,0,0,0,0,0,173
1129,95003,2807,1699,915,421,319,491,129,370,388,97,10901
1130,95004,303,218,127,63,39,0,12,0,0,0,867
1131,95005,679,337,147,0,38,0,23,0,0,0,1639
1132,95006,868,440,244,115,75,11,11,0,0,0,2543
1133,95008,4332,2988,2501,1061,1176,952,841,930,768,308,22860
1134,95010,1084,668,219,40,154,98,44,41,25,0,3115
1135,95012,615,629,239,513,499,28,34,11,0,26,3113
1136,95014,6272,4882,876,623,1079,2063,693,2270,1604,183,29081
1137,95018,837,451,244,12,77,0,35,0,11,11,2211
1138,95019,453,463,142,217,246,13,0,0,0,0,1677
1139,95020,5337,4052,4268,2789,1921,785,1396,867,773,432,30931
1140,95023,3681,3524,3995,3990,1619,430,972,381,461,388,26080
1141,95024,0,0,0,13,0,0,0,0,0,0,13
1142,95030,874,429,386,122,52,573,80,502,570,0,6457
1143,95031,86,0,0,0,0,0,0,0,0,0,86
1144,95032,2139,1397,878,459,392,977,311,804,873,132,13689
1145,95033,842,387,305,77,48,111,37,49,106,0,3316
1146,95035,9006,7328,2131,1117,2035,1735,1089,2259,1578,307,37782
1147,95037,4102,3751,4634,1755,1179,825,970,1017,830,364,27102
1148,95039,13,0,0,11,13,0,0,0,0,0,37
1149,95045,207,220,116,136,56,0,22,0,0,0,780
1150,95046,371,310,464,186,110,0,41,0,16,0,1668
1151,95050,3453,2460,1927,793,995,614,624,560,489,245,16172
1152,95051,5914,4848,1718,950,1581,1596,991,1175,1130,356,27929
1153,95054,2319,1883,1048,365,590,707,330,476,608,105,11859
1154,95060,4340,2474,1581,610,707,520,240,351,395,166,16025
1155,95062,3815,2357,1055,444,535,436,263,226,285,178,13255
1156,95064,0,11,0,0,0,0,0,0,0,0,11
1157,95065,806,578,157,11,73,64,11,0,23,0,2242
1158,95066,1592,987,709,105,193,258,109,75,171,50,6038
1159,95070,3007,1829,598,410,424,1437,304,1720,1487,38,17360
1160,95073,1271,837,403,53,115,95,13,34,26,22,3696
1161,95076,5929,5380,3114,3199,2424,677,572,493,624,403,32018
1162,95077,0,13,0,11,24,0,0,0,0,0,95
1163,95105,0,0,18,0,0,0,0,0,0,0,18
1164,95106,0,0,0,0,0,0,0,0,0,0,305
1165,95110,1457,977,844,365,566,303,249,141,211,105,6673
1166,95111,6384,4525,1494,1247,1988,548,873,1216,620,378,23892
1167,95112,4573,2902,4251,1422,1536,624,762,657,583,358,23308
1168,95113,60,14,0,0,0,0,0,0,38,0,189
1169,95116,4462,2999,1117,1099,1735,354,614,590,390,257,16727
1170,95117,2656,1831,759,514,861,420,483,621,365,182,11267
1171,95118,2791,2184,1243,868,849,502,659,526,410,292,14036
1172,95119,934,694,400,128,236,58,203,140,90,41,3634
1173,95120,3525,2623,1206,984,687,1309,591,1583,1151,235,20473
1174,95121,4595,3317,658,576,971,510,532,1339,693,172,16386
1175,95122,5612,3749,1332,1342,2024,402,663,935,482,335,20352
1176,95123,6244,5123,2649,1707,1931,967,1535,1296,932,592,31380
1177,95124,4155,3382,1870,1141,1148,997,819,1104,747,342,23285
1178,95125,4290,2981,2204,1185,1161,1238,831,1183,1036,428,25263
