date, pm25, pm10, o3, no2, so2, co
2021/11/16, 94, 69, 10, 16, 1, 7
2021/11/17, 135, 73, 16, 16, 1, 8
2021/11/18, 147, 63, 26, 16, 2, 5
2021/11/19, 113, 30, 23, 7, 1, 4
2021/11/20, 51, 60, 5, 17, , 7
2021/11/21, 122, 88, 22, 6, , 5
2021/11/22, 79, 19, 24, , , 1
2021/11/23, 16, 30, 22, 7, 1, 2
2021/11/24, 46, 58, 25, 8, 1, 4
2021/11/25, 77, 59, 23, 12, 1, 4
2021/11/26, 97, 41, 22, 13, , 4
2021/11/27, 70, 46, 10, 17, , 6
2021/11/28, 110, , 13, 19, 1, 8
2021/11/29, 172, 23, 11, 11, , 7
2021/11/30, 124, 13, 23, 2, , 1
2021/12/1, 16, 21, 21, 7, 1, 1
2021/12/2, 36, 31, 29, 4, 1, 2
2021/12/3, 40, 28, 27, 5, 1, 2
2021/12/4, 33, 45, 15, 15, 1, 6
2021/12/5, 77, 57, 6, 18, 1, 7
2021/12/6, 114, 46, 21, 10, , 3
2021/12/7, 58, 43, 14, 14, , 5
2021/12/8, 79, 47, 9, 17, , 5
2021/12/9, 87, 43, 7, 26, , 8
2021/12/10, 162, 47, 13, 15, , 7
2021/12/11, 126, 31, 26, 7, , 5
2021/12/12, 57, 12, 22, 2, , 1
2021/12/13, 17, 33, 15, 13, 1, 4
2021/12/14, 56, 50, 21, 15, 1, 5
2021/12/15, 94, 57, 13, 16, 1, 5
2021/12/16, 100, 36, 27, 4, , 3
2021/12/17, 44, 17, 24, 3, 2, 3
2021/12/18, 29, 30, 29, 2, , 1
2021/12/19, 34, 55, 27, 9, 1, 2
2021/12/20, 63, 63, 25, 12, , 4
2021/12/21, 81, 57, 13, 16, 1, 6
2021/12/22, 105, 56, 11, 17, , 5
2021/12/23, 114, 54, 24, 19, 1, 6
2021/12/24, 133, 13, 24, 1, , 1
2021/12/25, 13, 14, 23, 1, , 2
2021/12/26, 19, 26, 24, 2, 1, 1
2021/12/27, 31, 37, 20, 9, 2, 2
2021/12/28, 62, 44, 14, 15, 3, 8
2021/12/29, 101, 32, 30, 2, , 1
2021/12/30, 24, 21, 29, 1, , 1
2021/12/31, 25, 35, 14, 15, 2, 4
2022/1/1, 67, 42, 26, 10, 1, 6
2022/1/2, 73, 27, 18, 10, , 3
2022/1/3, 60, 37, 20, 12, , 5
2021/7/2, 38, 23, 78, 3, , 3
2021/7/3, 42, 18, 60, 2, , 2
2021/7/4, 25, 21, 43, 5, , 2
2021/7/5, 36, 24, 53, 4, , 4
2021/7/6, 26, 25, 81, 3, , 4
2021/7/7, 44, 18, 61, 4, , 3
2021/7/8, 48, 15, 45, 5, , 2
2021/7/9, 26, 21, 79, 5, , 3
2021/7/10, 46, 52, 86, 4, , 6
2021/7/11, 98, 50, 77, 4, 1, 6
2021/7/12, 96, 5, 25, 1, 1, 2
2021/7/13, 13, 11, 36, 3, 1, 3
2021/7/14, 26, 26, 75, 4, 1, 5
2021/7/15, 58, 33, 76, 4, 1, 6
2021/7/16, 83, 24, 52, 3, , 6
2021/7/17, 60, 12, 34, 1, , 3
2021/7/18, 36, 12, 34, 2, 1, 3
2021/7/19, 31, 23, 53, 2, 1, 4
2021/7/20, 57, 30, 58, 3, 1, 3
2021/7/21, 73, 24, 43, 3, , 3
2021/7/22, 55, 17, 27, 3, , 4
2021/7/23, 44, 20, 52, 3, 1, 2
2021/7/24, 41, 36, 59, 3, , 3
2021/7/25, 68, 44, 64, 3, , 4
2021/7/26, 84, 48, 44, 4, 1, 5
2021/7/27, 88, 28, 43, 4, , 4
2021/7/28, 60, 14, 33, 3, 6, 3
2021/7/29, 36, 13, 28, 2, , 3
2021/7/30, 44, 16, 37, 4, 1, 4
2021/7/31, 38, 23, 69, 4, 1, 3
2021/8/1, 36, 11, 33, 2, 1, 2
2021/8/2, 17, 15, 44, 5, , 2
2021/8/3, 20, 29, 66, 2, , 4
2021/8/4, 52, 39, 83, 4, , 5
2021/8/5, 74, 35, 62, 4, , 4
2021/8/6, 73, 37, 60, 6, , 5
2021/8/7, 82, 57, 83, 7, , 6
2021/8/8, 123, 59, 77, 4, 1, 6
2021/8/9, 111, 26, 64, 3, , 4
2021/8/10, 59, 29, 47, 6, , 4
2021/8/11, 65, 52, 52, 9, 1, 6
2021/8/12, 100, 45, 75, 4, 1, 7
2021/8/13, 85, 41, 74, 4, 1, 5
2021/8/14, 83, 33, 56, 3, , 5
2021/8/15, 75, 30, 45, 3, 1, 4
2021/8/16, 69, 37, 53, 2, 1, 4
2021/8/17, 77, 16, 44, 2, 1, 3
2021/8/18, 30, 25, 52, 3, 1, 3
2021/8/19, 53, 18, 36, 3, , 4
2021/8/20, 38, 21, 45, 5, , 4
2021/8/21, 38, 19, 47, 4, 1, 3
2021/8/22, 31, 51, 75, 3, 1, 6
2021/8/23, 91, 46, 63, 2, 1, 5
2021/8/24, 88, 20, 37, 3, , 2
2021/8/25, 30, 15, 32, 5, , 2
2021/8/26, 24, 14, 30, 3, 1, 2
2021/8/27, 18, 19, 33, 4, 1, 2
2021/8/28, 33, 26, 22, 7, , 3
2021/8/29, 43, 28, 68, 3, 1, 3
2021/8/30, 49, 42, 74, 3, 1, 5
2021/8/31, 80, 36, 72, 4, 1, 4
2021/9/1, 71, 29, 72, 8, , 2
2021/9/2, 54, 33, 71, 5, 1, 4
2021/9/3, 68, 40, 70, 8, , 4
2021/9/4, 75, 22, 41, 3, 1, 5
2021/9/5, 47, 17, 42, 2, , 3
2021/9/6, 43, 18, 30, 5, , 3
2021/9/7, 25, 22, 47, 5, , 2
2021/9/8, 37, 33, 71, 4, , 3
2021/9/9, 61, 40, 61, 5, , 6
2021/9/10, 98, 41, 85, 6, , 5
2021/9/11, 74, 51, 68, 8, 1, 5
2021/9/12, 97, 48, 34, 5, , 6
2021/9/13, 87, 32, 41, 3, 1, 4
2021/9/14, 65, 30, 28, 4, 1, 5
2021/9/15, 65, 37, 31, 6, , 5
2021/9/16, 68, 25, 22, 6, , 4
2021/9/17, 49, 23, 35, 4, , 2
2021/9/18, 29, 28, 39, 3, , 3
2021/9/19, 58, 30, 23, 3, , 4
2021/9/20, 63, 16, 29, 3, 1, 3
2021/9/21, 24, 15, 35, 5, , 3
2021/9/22, 25, 24, 41, 6, , 3
2021/9/23, 36, 27, 71, 5, 1, 4
2021/9/24, 67, 16, 32, 5, , 6
2021/9/25, 36, 15, 37, 3, , 3
2021/9/26, 45, 14, 24, 4, , 4
2021/9/27, 37, 25, 42, 4, , 3
2021/9/28, 51, 38, 35, 6, , 3
2021/9/29, 72, 32, 38, 9, , 3
2021/9/30, 51, 48, 47, 7, , 7
2021/10/1, 92, 24, 29, 5, 1, 1
2021/4/2, 126, 50, 38, 11, 1, 3
2021/4/3, 127, 14, 38, 2, , 1
2021/4/4, 12, 30, 39, 7, 1, 2
2021/4/5, 33, 48, 43, 11, 1, 3
2021/4/6, 72, 47, 47, 11, , 3
2021/4/7, 92, 51, 43, 15, 1, 3
2021/4/8, 97, 54, 48, 9, 1, 2
2021/4/9, 90, 61, 45, 10, 2, 5
2021/4/10, 120, 69, 49, 12, 2, 6
2021/4/11, 152, 68, 48, 12, 1, 4
2021/4/12, 150, 45, 33, 7, , 4
2021/4/13, 113, 23, 37, 2, , 1
2021/4/14, 19, 61, 39, 8, , 1
2021/4/15, 61, 196, 35, 9, 2, 2
2021/4/16, 121, 107, 35, 3, , 1
2021/4/17, 70, 26, 38, 5, 1, 1
2021/4/18, 29, 53, 46, 13, 1, 2
2021/4/19, 68, 75, 67, 18, 1, 3
2021/4/20, 116, 78, 77, 8, 1, 3
2021/4/21, 141, 58, 56, 8, , 3
2021/4/22, 107, 54, 44, 9, , 5
2021/4/23, 119, 39, 50, 9, 1, 4
2021/4/24, 88, 35, 49, 5, , 2
2021/4/25, 60, 46, 52, 7, , 3
2021/4/26, 97, 56, 61, 8, , 4
2021/4/27, 123, 135, 38, 2, , 1
2021/4/28, 69, 54, 42, 3, , 1
2021/4/29, 55, 40, 41, 5, , 1
2021/4/30, 65, 18, 36, 4, 1, 1
2021/5/1, 36, 19, 32, 5, , 1
2021/5/2, 33, 36, 45, 7, , 1
2021/5/3, 45, 60, 57, 8, 1, 3
2021/5/4, 97, 52, 40, 1, , 1
2021/5/5, 40, 69, 43, 3, , 1
2021/5/6, 68, 318, 40, 5, , 1
2021/5/7, 146, 124, 41, 2, 1, 1
2021/5/8, 88, 43, 38, 3, 1, 1
2021/5/9, 31, 40, 60, 8, 1, 3
2021/5/10, 54, 51, 63, 13, , 3
2021/5/11, 61, 45, 76, 7, , 3
2021/5/12, 71, 39, 40, 10, , 2
2021/5/13, 53, 46, 51, 8, 1, 5
2021/5/14, 82, 64, 72, 7, , 8
2021/5/15, 114, 20, 31, 4, , 2
2021/5/16, 31, 16, 39, 7, , 1
2021/5/17, 22, 34, 44, 11, 1, 1
2021/5/18, 40, 42, 55, 10, 1, 1
2021/5/19, 55, 57, 116, 14, 1, 4
2021/5/20, 94, 48, 86, 10, , 4
2021/5/21, 86, 37, 91, 8, , 3
2021/5/22, 64, 57, 103, 10, , 3
2021/5/23, 86, 145, 34, 2, , 1
2021/5/24, 115, 48, 35, 4, , 1
2021/5/25, 49, 65, 61, 6, , 2
2021/5/26, 63, 45, 41, 10, , 2
2021/5/27, 54, 25, 37, 6, , 2
2021/5/28, 33, 12, 39, 2, , 1
2021/5/29, 15, 20, 61, 3, , 1
2021/5/30, 25, 37, 90, 6, , 2
2021/5/31, 61, 31, 41, 6, , 4
2021/6/1, 65, 32, 50, 8, , 3
2021/6/2, 56, 30, 37, 8, 1, 3
2021/6/3, 42, 14, 35, 4, , 1
2021/6/4, 14, 22, 37, 5, , 3
2021/6/5, 21, 25, 41, 7, , 1
2021/6/6, 31, 33, 58, 10, , 1
2021/6/7, 42, 40, 84, 6, , 4
2021/6/8, 60, 35, 78, 3, , 3
2021/6/9, 65, 40, 29, 7, , 3
2021/6/10, 65, 25, 46, 6, , 3
2021/6/11, 50, 40, 72, 13, 1, 2
2021/6/12, 52, 46, 119, 11, , 3
2021/6/13, 68, 66, 96, 7, , 7
2021/6/14, 120, 26, 47, 4, , 6
2021/6/15, 60, 26, 92, 4, , 6
2021/6/16, 47, 23, 36, 5, , 4
2021/6/17, 47, 15, 42, 4, , 2
2021/6/18, 31, 27, 37, 5, , 1
2021/6/19, 21, 32, 38, 6, 1, 1
2021/6/20, 33, 32, 41, 10, , 1
2021/6/21, 41, 39, 99, 11, , 2
2021/6/22, 48, 39, 85, 4, , 2
2021/6/23, 53, 33, 52, 5, , 2
2021/6/24, 61, 33, 49, 7, , 4
2021/6/25, 66, 33, 58, 6, , 5
2021/6/26, 72, 33, 60, 3, 1, 4
2021/6/27, 68, 36, 67, 5, , 4
2021/6/28, 65, 44, 97, 3, , 5
2021/6/29, 82, 46, 51, 3, 1, 5
2021/6/30, 89, 25, 54, 2, 1, 2
2021/7/1, 37, 23, 62, 2, , 2
2021/1/5, 58, 26, 26, 4, 2, 2
2021/1/6, 50, 35, 26, , , 1
2021/1/7, 35, 23, 27, , 1, 1
2021/1/8, 43, 18, 28, , 1, 1
2021/1/9, 24, 31, 30, 2, 2, 2
2021/1/10, 33, 17, 29, 1, 1, 1
2021/1/11, 26, 48, 28, 2, 1, 2
2021/1/12, 59, 180, 23, 9, 1, 4
2021/1/13, 126, 243, 31, 5, 1, 3
2021/1/14, 142, 104, 19, 12, 1, 7
2021/1/15, 151, 91, 30, 4, , 3
2021/1/16, 107, 30, 30, 4, , 2
2021/1/17, 47, 50, 31, 1, 1, 2
2021/1/18, 50, 47, 30, 4, , 1
2021/1/19, 50, 39, 25, 8, , 6
2021/1/20, 104, 54, 20, 12, 3, 9
2021/1/21, 130, 88, 11, 21, 6, 15
2021/1/22, 175, 76, 20, 20, 3, 13
2021/1/23, 155, 88, 18, 22, 1, 14
2021/1/24, 180, 111, 16, 23, 4, 14
2021/1/25, 193, 134, 16, 22, 3, 15
2021/1/26, 212, 43, 31, 10, 1, 9
2021/1/27, 112, 46, 31, 10, 2, 4
2021/1/28, 58, 37, 31, 2, 1, 1
2021/1/29, 28, 45, 30, 6, 2, 4
2021/1/30, 52, 55, 24, 12, 2, 4
2021/1/31, 76, 63, 20, 12, 1, 7
2021/2/1, 149, 39, 30, 2, , 2
2021/2/2, 36, 29, 29, 3, 1, 2
2021/2/3, 43, 41, 33, 6, 1, 5
2021/2/4, 50, 36, 30, 7, 2, 3
2021/2/5, 53, 57, 36, 7, 2, 5
2021/2/6, 87, 73, 34, 8, 3, 6
2021/2/7, 92, 20, 30, 3, 1, 2
2021/2/8, 45, 29, 27, 8, 1, 5
2021/2/9, 70, 50, 28, 14, 5, 8
2021/2/10, 142, 60, 37, 13, 4, 10
2021/2/11, 152, 79, 54, 11, 3, 12
2021/2/12, 191, 101, 44, 12, 4, 14
2021/2/13, 221, 100, 38, 10, 3, 12
2021/2/14, 213, 58, 32, 6, 1, 12
2021/2/15, 165, 56, 32, 1, 1, 1
2021/2/16, 21, 16, 32, , , 1
2021/2/17, 14, 14, 29, 2, , 1
2021/2/18, 36, 26, 26, 5, 3, 4
2021/2/19, 63, 60, 37, 6, 1, 5
2021/2/20, 81, 76, 34, 9, 2, 4
2021/2/21, 105, 162, 34, 6, 2, 4
2021/2/22, 142, 30, 37, 1, , 1
2021/2/23, 49, 44, 25, 6, , 4
2021/2/24, 104, 52, 20, 10, , 4
2021/2/25, 138, 40, 34, 11, 1, 6
2021/2/26, 159, 79, 45, 12, 1, 9
2021/2/27, 174, , 47, 10, 1, 8
2021/2/28, 184, , 35, 9, 1, 6
2021/3/1, 183, 21, 28, 3, , 2
2021/3/2, 66, 54, 22, 9, , 4
2021/3/3, 126, 69, 18, 11, , 7
2021/3/4, 165, 10, 18, 15, , 10
2021/3/5, 189, 58, 21, 12, , 9
2021/3/6, 185, 45, 23, 9, 1, 4
2021/3/7, 76, 57, 20, 12, , 6
2021/3/8, 148, , 28, 14, , 6
2021/3/9, 173, , 37, 18, 2, 9
2021/3/10, 198, , 39, 17, 1, 10
2021/3/11, 264, , 34, 15, , 10
2021/3/12, 226, , 22, 13, 1, 7
2021/3/13, 130, , 36, 10, , 7
2021/3/14, 145, , 19, 16, , 8
2021/3/15, 182, 795, 31, 7, , 3
2021/3/16, 273, 118, 30, 7, , 2
2021/3/17, 115, 200, 20, 14, , 3
2021/3/18, 154, 83, 35, 6, , 4
2021/3/19, 132, 72, 25, 10, , 6
2021/3/20, 158, 98, 35, 6, , 5
2021/3/21, 71, 30, 34, 1, , 1
2021/3/22, 23, 113, 33, 5, 1, 2
2021/3/23, 75, 64, 46, 10, 2, 3
2021/3/24, 86, 85, 39, 11, , 4
2021/3/25, 104, 88, 45, 13, 1, 4
2021/3/26, 132, 94, 39, 20, 1, 7
2021/3/27, 187, 96, 47, 13, , 7
2021/3/28, 195, 484, 38, 4, 1, 2
2021/3/29, 180, 65, 36, 7, , 2
2021/3/30, 62, 105, 46, 13, , 3
2021/3/31, 103, 117, 37, 14, , 4
2021/4/1, 115, 103, 51, 15, 1, 4
2020/10/2, 40, 20, 26, 4, , 1
2020/10/3, 18, 29, 28, 6, 1, 1
2020/10/4, 39, 17, 21, 1, , 1
2020/10/5, 18, 25, 22, 8, 1, 2
2020/10/6, 36, 40, 24, 10, 2, 3
2020/10/7, 67, 56, 33, 15, 1, 6
2020/10/8, 122, 67, 39, 14, 1, 6
2020/10/9, 169, 68, 43, 17, 1, 7
2020/10/10, 172, 73, 46, 13, 1, 7
2020/10/11, 175, 18, 24, 5, 1, 4
2020/10/12, 56, 28, 26, 11, 1, 2
2020/10/13, 44, 33, 28, 7, 1, 3
2020/10/14, 46, 28, 20, 7, , 2
2020/10/15, 34, 51, 29, 13, 2, 5
2020/10/16, 79, 28, 27, 7, , 2
2020/10/17, 26, 42, 27, 12, 2, 3
2020/10/18, 56, 48, 25, 14, 1, 3
2020/10/19, 67, 50, 24, 16, 1, 2
2020/10/20, 76, 68, 25, 24, 1, 6
2020/10/21, 159, 94, 26, 10, , 3
2020/10/22, 68, 48, 28, 8, , 1
2020/10/23, 39, 38, 27, 13, 2, 4
2020/10/24, 49, 45, 24, 15, 2, 4
2020/10/25, 73, 65, 14, 25, 3, 7
2020/10/26, 124, 77, 28, 15, 2, 5
2020/10/27, 114, 49, 22, 10, 1, 3
2020/10/28, 34, 54, 20, 15, 4, 5
2020/10/29, 80, 60, 18, 18, 1, 3
2020/10/30, 92, 63, 18, 21, 1, 4
2020/10/31, 136, 152, 24, 15, , 4
2020/11/1, 154, 55, 25, 10, 1, 2
2020/11/2, 57, 31, 24, 2, , 1
2020/11/3, 21, 28, 20, 6, 1, 2
2020/11/4, 40, 55, 11, 18, 4, 4
2020/11/5, 95, 73, 9, 27, 7, 8
2020/11/6, 147, 87, 32, 19, 2, 6
2020/11/7, 114, 103, 26, 4, 1, 1
2020/11/8, 66, 35, 22, 8, 1, 3
2020/11/9, 48, 39, 22, 12, 3, 3
2020/11/10, 70, 58, 11, 20, 4, 5
2020/11/11, 98, 75, 21, 23, 2, 6
2020/11/12, 151, 82, 21, 23, 2, 7
2020/11/13, 138, 50, 16, 18, 1, 4
2020/11/14, 73, 54, 15, 19, , 5
2020/11/15, 123, 78, 9, 23, 3, 10
2020/11/16, 167, 85, 19, 17, 3, 10
2020/11/17, 176, 80, 14, 12, , 10
2020/11/18, 140, 8, 19, 6, , 7
2020/11/19, 61, 13, 23, 2, 1, 2
2020/11/20, 28, 25, 23, 7, 2, 4
2020/11/21, 60, 32, 19, 11, , 4
2020/11/22, 78, 14, 22, 2, 1, 2
2020/11/23, 34, 29, 18, 8, 3, 4
2020/11/24, 65, 49, 14, 18, 8, 8
2020/11/25, 126, 53, 19, 15, 2, 9
2020/11/26, 132, 43, 10, 19, 1, 7
2020/11/27, 103, 28, 24, 7, , 3
2020/11/28, 70, 24, 19, 9, 3, 5
2020/11/29, 66, 35, 22, 10, 2, 4
2020/11/30, 64, 30, 18, 10, 2, 3
2020/12/1, 65, 45, 10, 17, 2, 6
2020/12/2, 97, 39, 23, 11, 1, 4
2020/12/3, 89, 19, 23, 5, 1, 3
2020/12/4, 42, 21, 23, 9, 2, 2
2020/12/5, 43, 37, 17, 14, 4, 6
2020/12/6, 91, 48, 26, 11, 2, 7
2020/12/7, 112, 25, 22, 4, 2, 1
2020/12/8, 35, 38, 14, 16, 7, 6
2020/12/9, 89, 54, 21, 13, 4, 7
2020/12/10, 124, 50, 26, 13, 3, 5
2020/12/11, 113, 52, 15, 20, 4, 7
2020/12/12, 121, 47, 27, 12, 2, 7
2020/12/13, 108, 24, 25, 1, , 1
2020/12/14, 31, 22, 23, 5, 2, 2
2020/12/15, 44, 38, 18, 11, 3, 6
2020/12/16, 71, 36, 20, 11, 2, 5
2020/12/17, 67, 42, 23, 10, 3, 7
2020/12/18, 88, 24, 24, 5, 2, 2
2020/12/19, 42, 34, 21, 12, 4, 5
2020/12/20, 78, 34, 25, 12, 2, 5
2020/12/21, 77, 49, 20, 16, 5, 8
2020/12/22, 116, 67, 11, 20, 7, 11
2020/12/23, 162, 71, 31, 5, 1, 5
2020/12/24, 89, 41, 28, 6, 1, 2
2020/12/25, 57, 48, 17, 14, 2, 6
2020/12/26, 83, 65, 6, 21, 2, 9
2020/12/27, 122, 75, 8, 22, 5, 13
2020/12/28, 161, 64, 26, 18, 2, 11
2020/12/29, 137, 24, 24, , 1, 1
2020/12/30, 12, 37, 27, , , 1
2020/12/31, 16, 30, 23, 5, 2, 3
2021/1/1, 41, 54, 19, 13, 4, 7
2021/1/2, 89, 40, 28, 9, 1, 4
2021/1/3, 68, 25, 21, 10, 2, 3
2021/1/4, 56, 31, 28, 7, 1, 4
2020/7/2, 50, 15, 48, 2, 1, 3
2020/7/3, 38, 26, 49, 3, , 6
2020/7/4, 68, 31, 68, 4, , 4
2020/7/5, 69, 18, 42, 3, 1, 2
2020/7/6, 35, 25, 44, 6, 1, 3
2020/7/7, 37, 26, 48, 6, , 1
2020/7/8, 45, 41, 97, 4, 1, 4
2020/7/9, 75, 28, 45, 4, , 3
2020/7/10, 63, 31, 43, 3, 1, 4
2020/7/11, 70, 36, 46, 3, , 7
2020/7/12, 80, 44, 50, 2, , 8
2020/7/13, 98, 45, 66, 3, , 6
2020/7/14, 90, 35, 67, 3, , 4
2020/7/15, 68, 31, 74, 6, , 2
2020/7/16, 59, 46, 92, 3, , 6
2020/7/17, 99, 48, 47, 4, , 5
2020/7/18, 93, 30, 48, 2, 1, 4
2020/7/19, 68, 22, 47, 3, , 3
2020/7/20, 47, 31, 96, 6, , 3
2020/7/21, 43, 38, 95, 4, , 4
2020/7/22, 71, 48, 100, 7, 1, 5
2020/7/23, 89, 46, 82, 8, , 4
2020/7/24, 88, 41, 71, 11, , 3
2020/7/25, 76, 47, 63, 12, , 4
2020/7/26, 74, 24, 39, 6, 1, 3
2020/7/27, 55, 22, 40, 4, , 5
2020/7/28, 60, 31, 51, 2, , 5
2020/7/29, 70, 36, 76, 3, , 6
2020/7/30, 77, 54, 76, 4, , 7
2020/7/31, 108, 34, 60, 3, , 3
2020/8/1, 65, 25, 40, 3, , 4
2020/8/2, 56, 27, 67, 4, 3, 5
2020/8/3, 54, 27, 38, 7, , 3
2020/8/4, 39, 28, 42, 8, 1, 2
2020/8/5, 37, 35, 39, 5, , 4
2020/8/6, 69, 41, 58, 6, , 5
2020/8/7, 83, 34, 30, 5, , 4
2020/8/8, 70, 33, 68, 5, , 3
2020/8/9, 66, 22, 62, 4, 1, 3
2020/8/10, 43, 24, 58, 5, 1, 3
2020/8/11, 44, 36, 79, 9, 1, 3
2020/8/12, 61, 46, 50, 3, , 4
2020/8/13, 82, 22, 45, 2, 1, 4
2020/8/14, 37, 32, 63, 4, 1, 4
2020/8/15, 57, 31, 47, 4, , 3
2020/8/16, 62, 28, 52, 4, , 3
2020/8/17, 64, 22, 31, 3, , 4
2020/8/18, 59, 17, 29, 4, , 3
2020/8/19, 27, 23, 21, 5, 1, 3
2020/8/20, 43, 25, 27, 3, , 2
2020/8/21, 46, 30, 52, 6, , 3
2020/8/22, 55, 40, 63, 4, , 4
2020/8/23, 73, 49, 55, 4, , 3
2020/8/24, 75, 25, 45, 6, , 3
2020/8/25, 30, 34, 61, 6, 1, 3
2020/8/26, 53, 41, 66, 6, 1, 3
2020/8/27, 63, 38, 50, 7, 1, 5
2020/8/28, 71, 26, 54, 8, 1, 4
2020/8/29, 48, 46, 73, 6, , 5
2020/8/30, 85, 54, 56, 5, , 7
2020/8/31, 113, 17, 22, 6, 1, 3
2020/9/1, 26, 21, 33, 6, 2, 3
2020/9/2, 38, 22, 29, 6, 1, 2
2020/9/3, 44, 18, 25, 6, 1, 2
2020/9/4, 28, 25, 34, 7, 1, 3
2020/9/5, 54, 28, 56, 6, 1, 2
2020/9/6, 51, 42, 89, 6, , 5
2020/9/7, 87, 21, 35, 7, 1, 3
2020/9/8, 38, 18, 25, 6, 2, 2
2020/9/9, 29, 23, 30, 7, 2, 2
2020/9/10, 36, 24, 19, 9, 2, 3
2020/9/11, 34, 16, 15, 6, 1, 3
2020/9/12, 28, 14, 32, 3, 1, 2
2020/9/13, 27, 28, 41, 5, , 3
2020/9/14, 63, 31, 44, 6, 1, 4
2020/9/15, 68, 18, 32, 5, , 3
2020/9/16, 46, 14, 23, 2, , 1
2020/9/17, 13, 23, 21, 7, 2, 3
2020/9/18, 30, 28, 28, 8, 2, 2
