video_id,title,published_at,duration,views,likes,comments,url,incident_date,case_number,year,has_transcript,mentions_ghost_gun,ghost_gun_mentions
7XKXvbD8h-Q,West Valley Area OIS 12/8/25 (NRF070-25),2026-01-22 16:00:09+00:00,PT26M10S,31333,901,0,https://youtu.be/7XKXvbD8h-Q,2025-12-08,NRF070-25,2025,True,False,0
bBaB2xYtNyc,West Valley Area OIS 12/3/25 (NRF068-25),2026-01-17 16:00:54+00:00,PT10M37S,20499,667,0,https://youtu.be/bBaB2xYtNyc,2025-12-03,NRF068-25,2025,True,False,0
OwsdM_tHC1I,Rampart Area OIS 12/02/25 (NRF067-25),2026-01-16 16:00:46+00:00,PT7M6S,20630,666,0,https://youtu.be/OwsdM_tHC1I,2025-12-02,NRF067-25,2025,True,False,0
DSz-BipYvCc,Olympic Area OIS 11/28/25 (NRF066-25),2026-01-12 16:00:22+00:00,PT11M25S,8121,296,0,https://youtu.be/DSz-BipYvCc,2025-11-28,NRF066-25,2025,False,False,0
ryjp1h58dMk,77th Area OIS 11/20/25 (NRF063-25),2026-01-04 16:01:30+00:00,PT19M7S,42878,854,0,https://youtu.be/ryjp1h58dMk,2025-11-20,NRF063-25,2025,True,False,0
S0Qjx241s1s,Topanga Area OIS 11/2/25 (NRF061-25),2025-12-31 02:44:22+00:00,PT15M17S,33489,857,0,https://youtu.be/S0Qjx241s1s,2025-11-02,NRF061-25,2025,True,False,0
cs3-LSTv4JU,Devonshire Area OIS 11/2/25 (NRF057-25),2025-12-17 16:01:08+00:00,PT13M18S,23029,624,0,https://youtu.be/cs3-LSTv4JU,2025-11-02,NRF057-25,2025,True,True,3
ZaIYeHbhjgs,Southeast Area OIS 11/11/25 (NRF059-25),2025-12-16 20:00:35+00:00,PT13M46S,18742,636,0,https://youtu.be/ZaIYeHbhjgs,2025-11-11,NRF059-25,2025,True,False,0
IdgMEB2-IIM,Central Area OIS 10/6/25 (NRF053-25),2025-11-21 01:45:39+00:00,PT15M37S,31934,749,0,https://youtu.be/IdgMEB2-IIM,2025-10-06,NRF053-25,2025,True,False,0
PdDaiHg3N38,Hollenbeck Area OIS 9/21/2025 (NRF051-25),2025-11-05 16:00:39+00:00,PT9M18S,28428,597,0,https://youtu.be/PdDaiHg3N38,2025-09-21,NRF051-25,2025,True,False,0
kKw2pjM1EbE,Hollenbeck Area OIS 9/14/2025 (NRF048-25),2025-10-29 15:01:28+00:00,PT9M20S,20561,643,0,https://youtu.be/kKw2pjM1EbE,2025-09-14,NRF048-25,2025,True,False,0
aF0IePvBliU,Mission Area OIS 9/10/2025 (NRF047-25),2025-10-25 15:00:02+00:00,PT18M12S,26934,702,0,https://youtu.be/aF0IePvBliU,2025-09-10,NRF047-25,2025,True,False,0
04m3ffLOJ9w,Southwest Area OIS 8/23/2025 (NRF044-25),2025-10-08 02:13:17+00:00,PT16M13S,26901,721,0,https://youtu.be/04m3ffLOJ9w,2025-08-23,NRF044-25,2025,True,False,0
vqkH2QiYG3E,Hollenbeck Area OIS 8/22/2025 (NRF043-25),2025-10-07 13:45:23+00:00,PT16M47S,15869,487,0,https://youtu.be/vqkH2QiYG3E,2025-08-22,NRF043-25,2025,True,False,0
WowBR_9lJhA,Rampart Area OIS 8/21/2025 (NRF042-25),2025-10-05 15:00:53+00:00,PT16M13S,30012,730,0,https://youtu.be/WowBR_9lJhA,2025-08-21,NRF042-25,2025,False,False,0
9JWwPDOeR_c,Southwest Area OIS 8/31/2025 (NRF045-25),2025-10-01 15:00:26+00:00,PT12M44S,31555,865,0,https://youtu.be/9JWwPDOeR_c,2025-08-31,NRF045-25,2025,False,False,0
Knsnj6oEaKg,Mission (Foothill) Area OIS 8/14/2025 (NRF041-25),2025-09-28 15:00:36+00:00,PT11M23S,19332,568,0,https://youtu.be/Knsnj6oEaKg,2025-08-14,NRF041-25,2025,False,False,0
JC5N-fFPHfg,Devonshire Area OIS 7/20/25 (NRF037-25),2025-09-03 15:00:34+00:00,PT11M45S,24807,697,0,https://youtu.be/JC5N-fFPHfg,2025-07-20,NRF037-25,2025,False,False,0
4CBbKAgYD1Y,Hollenbeck Area OIS 7/14/25 (NRF035-25),2025-08-28 15:00:09+00:00,PT17M19S,29691,780,0,https://youtu.be/4CBbKAgYD1Y,2025-07-14,NRF035-25,2025,False,False,0
kJlULR9BEDI,Central Area OIS 7/13/25 (NRF034-25),2025-08-27 15:01:20+00:00,PT17M15S,59996,1031,0,https://youtu.be/kJlULR9BEDI,2025-07-13,NRF034-25,2025,False,False,0
C2sqJMfVbAg,77th Area OIS 7/10/25 (NRF033-25),2025-08-24 15:00:29+00:00,PT10M46S,31002,823,0,https://youtu.be/C2sqJMfVbAg,2025-07-10,NRF033-25,2025,False,False,0
DcUjbKMlSKw,Newton Area OIS 6/28/25 (NRF029-25),2025-08-12 15:00:21+00:00,PT7M39S,22777,630,0,https://youtu.be/DcUjbKMlSKw,2025-06-28,NRF029-25,2025,False,False,0
_HGOZISRJIk,Southwest Area OIS 7/5/2025 (NRF032-25),2025-08-07 17:00:55+00:00,PT12M34S,34657,926,0,https://youtu.be/_HGOZISRJIk,2025-07-05,NRF032-25,2025,False,False,0
E1qjU2C7u6I,Rampart Area OIS 6/19/25 (NRF028-25),2025-08-03 15:00:21+00:00,PT24M4S,48258,1089,0,https://youtu.be/E1qjU2C7u6I,2025-06-19,NRF028-25,2025,False,False,0
nUqCqZqOYc4,Olympic Area OIS 6/5/25 (NRF024-25),2025-07-20 15:01:14+00:00,PT13M56S,25763,646,0,https://youtu.be/nUqCqZqOYc4,2025-06-05,NRF024-25,2025,False,False,0
wcAngkUeLBY,Olympic Area OIS 6/3/25 (NRF023-25),2025-07-18 15:01:48+00:00,PT11M21S,23382,643,0,https://youtu.be/wcAngkUeLBY,2025-06-03,NRF023-25,2025,False,False,0
ZjybHLhN0B0,Olympic Area OIS 5/28/25 (NRF022-25),2025-07-12 15:00:56+00:00,PT12M39S,24973,679,0,https://youtu.be/ZjybHLhN0B0,2025-05-28,NRF022-25,2025,False,False,0
K9AiFx0i2Xc,Topanga Area (Van Nuys) OIS 5/26/2025 (NRF021-25),2025-07-10 15:00:37+00:00,PT26M28S,43028,914,0,https://youtu.be/K9AiFx0i2Xc,2025-05-26,NRF021-25,2025,False,False,0
6TOcUUfHga0,Foothill Area OIS 5/16/2025 (NRF018-25),2025-06-26 19:00:06+00:00,PT11M38S,26028,653,0,https://youtu.be/6TOcUUfHga0,2025-05-16,NRF018-25,2025,False,False,0
rc_9BnI7ao0,West Valley Area OIS 5/12/2025 (NRF017-25),2025-06-26 15:01:29+00:00,PT14M47S,21718,617,0,https://youtu.be/rc_9BnI7ao0,2025-05-12,NRF017-25,2025,False,False,0
l_M8zKtGXzY,Southeast Area OIS 5/3/2025 (NRF015-25),2025-06-17 15:01:15+00:00,PT10M31S,24394,695,0,https://youtu.be/l_M8zKtGXzY,2025-05-03,NRF015-25,2025,False,False,0
aDLNgWmnR6o,Southeast Area OIS 4/23/2025 (NRF014-25),2025-06-06 00:20:48+00:00,PT13M30S,28534,819,0,https://youtu.be/aDLNgWmnR6o,2025-04-23,NRF014-25,2025,False,False,0
LyuOBAXs3X4,West Valley Area OIS 4/20/2025 (NRF013-25),2025-05-29 21:00:23+00:00,PT14M49S,32431,887,0,https://youtu.be/LyuOBAXs3X4,2025-04-20,NRF013-25,2025,False,False,0
rwNXw3EzCak,77th Area (SWAT) OIS 3/26/2025 (NRF011-25),2025-05-08 15:01:24+00:00,PT14M37S,38119,789,0,https://youtu.be/rwNXw3EzCak,2025-03-26,NRF011-25,2025,False,False,0
fbFL1hPT_A4,Northeast Area OIS 4/8/2025 (NRF012-25),2025-04-25 20:09:27+00:00,PT22M,266055,1232,0,https://youtu.be/fbFL1hPT_A4,2025-04-08,NRF012-25,2025,False,False,0
U8ZE86SEH_c,Southeast Area OIS 3/14/2025 (NRF010-25),2025-04-18 19:00:21+00:00,PT11M19S,34695,759,0,https://youtu.be/U8ZE86SEH_c,2025-03-14,NRF010-25,2025,False,False,0
_Hc5pErY-bQ,Southwest Area OIS 3/11/2025  (NRF009-25),2025-04-18 15:01:02+00:00,PT13M45S,33889,713,0,https://youtu.be/_Hc5pErY-bQ,2025-03-11,NRF009-25,2025,False,False,0
oKgLgJrhBwo,Rampart Area OIS 3/3/2025 (NRF007-25),2025-04-15 03:59:35+00:00,PT20M41S,32152,718,0,https://youtu.be/oKgLgJrhBwo,2025-03-03,NRF007-25,2025,False,False,0
RBS-C4Xkx60,Wilshire Area OIS 2/19/2025 (NRF006-25),2025-04-03 15:00:38+00:00,PT12M47S,41768,1003,0,https://youtu.be/RBS-C4Xkx60,2025-02-19,NRF006-25,2025,False,False,0
x_gq7s57Nx4,Harbor Area (SWAT) OIS 02/11/2025 (NRF005-25),2025-03-24 19:00:48+00:00,PT33M48S,124708,2033,0,https://youtu.be/x_gq7s57Nx4,2025-02-11,NRF005-25,2025,False,False,0
xyJCYtUfadE,Foothill Area OIS 02/7/25 (NRF004-25),2025-03-09 15:01:13+00:00,PT17M10S,72883,927,0,https://youtu.be/xyJCYtUfadE,2025-02-07,NRF004-25,2025,False,False,0
ADQ2eKsQxDQ,Southwest Area OIS 01/20/25 (NRF003-25),2025-03-03 16:00:09+00:00,PT24M48S,40715,861,0,https://youtu.be/ADQ2eKsQxDQ,2025-01-20,NRF003-25,2025,False,False,0
G76lmnBaxpA,Southwest Area OIS 01/11/25 (NRF001-25),2025-02-25 00:00:18+00:00,PT12M6S,35114,894,0,https://youtu.be/G76lmnBaxpA,2025-01-11,NRF001-25,2025,False,False,0
BjlJ9-xegJQ,Topanga Area OIS 12/29/24 (NRF057-24),2025-01-31 16:00:11+00:00,PT20M43S,46977,1127,0,https://youtu.be/BjlJ9-xegJQ,2024-12-29,NRF057-24,2024,False,False,0
8C3rdoT0Jcw,Southeast Area OIS 12/28/24 (NRF056-24),2025-01-31 00:00:12+00:00,PT13M24S,29260,825,0,https://youtu.be/8C3rdoT0Jcw,2024-12-28,NRF056-24,2024,False,False,0
20sA9QIVncc,Southeast Area OIS 12/26/24 (NRF055-24),2025-01-30 00:00:01+00:00,PT13M41S,39687,987,0,https://youtu.be/20sA9QIVncc,2024-12-26,NRF055-24,2024,False,False,0
ddHHB6eZTWk,Southwest Area (HARB/SOE) OIS 11/26/24 (NRF053-24),2025-01-07 16:00:39+00:00,PT23M29S,30802,982,0,https://youtu.be/ddHHB6eZTWk,2024-11-26,NRF053-24,2024,False,False,0
56amt9WdbQc,Northeast Area OIS 11/22/24 (NRF052-24),2025-01-07 00:00:03+00:00,PT22M42S,24718,722,0,https://youtu.be/56amt9WdbQc,2024-11-22,NRF052-24,2024,False,False,0
Dw5mDzniywE,Southeast Area OIS 11/1/24 (NRF051-24),2024-12-03 22:00:08+00:00,PT20M54S,64314,1206,0,https://youtu.be/Dw5mDzniywE,2024-11-01,NRF051-24,2024,False,False,0
rgNvvsJaSbE,Hollywood Area OIS 10/3/2024 {NRF049-24),2024-11-08 16:08:35+00:00,PT21M32S,45500,869,0,https://youtu.be/rgNvvsJaSbE,2024-10-03,,2024,False,False,0
BDgtnbP1jB4,North Hollywood Area OIS 9/16/24 (NRF047-24),2024-10-18 15:00:19+00:00,PT26M38S,60644,1545,0,https://youtu.be/BDgtnbP1jB4,2024-09-16,NRF047-24,2024,False,False,0
7BbYS2PdzwQ,77th St. Area OIS 9/3/24 (NRF045-24),2024-10-03 15:00:08+00:00,PT16M30S,46754,922,0,https://youtu.be/7BbYS2PdzwQ,2024-09-03,NRF045-24,2024,False,False,0
xz5nYCrR8p0,North Hollywood Area OIS 9/2/24 (NRF044-24),2024-10-02 19:00:36+00:00,PT15M32S,78280,1147,0,https://youtu.be/xz5nYCrR8p0,2024-09-02,NRF044-24,2024,False,False,0
XoLrWqa-Ldk,2 - OIS in Hollenbeck with gang suspect,2024-09-12 21:40:02+00:00,PT2M46S,13522,456,0,https://youtu.be/XoLrWqa-Ldk,,,2024,False,False,0
BMkC--Lbry0,WLA Division (SWAT) OIS 7/29/2024 (NRF040-24),2024-08-28 19:00:08+00:00,PT26M32S,59853,1261,0,https://youtu.be/BMkC--Lbry0,2024-07-29,NRF040-24,2024,False,False,0
i_m0mSVJzy4,77th Street Area OIS  7/13/24 (NRF037-24),2024-08-12 23:00:21+00:00,PT14M53S,73568,1249,0,https://youtu.be/i_m0mSVJzy4,2024-07-13,NRF037-24,2024,False,False,0
DkWWOubY2f4,Southeast Area OIS 7/3/2024 (NRF034-24),2024-07-19 21:00:07+00:00,PT11M26S,135434,2197,0,https://youtu.be/DkWWOubY2f4,2024-07-03,NRF034-24,2024,False,False,0
dnzXs0XvpRk,Mission Area OIS 6/15/2024 (NRF031-24),2024-07-15 15:00:42+00:00,PT20M54S,44019,866,0,https://youtu.be/dnzXs0XvpRk,2024-06-15,NRF031-24,2024,False,False,0
xsrkOQ0pygc,Foothill Area OIS (NRF030-24),2024-07-11 15:00:55+00:00,PT10M17S,27210,760,0,https://youtu.be/xsrkOQ0pygc,,NRF030-24,2024,False,False,0
z70-bPYF4_E,Southeast Area OIS (NRF027-24),2024-06-19 17:36:41+00:00,PT12M23S,24788,773,0,https://youtu.be/z70-bPYF4_E,,NRF027-24,2024,False,False,0
BYiihkAr6eo,Central Area OIS 4/18/24 (NRF019-24),2024-05-18 19:00:04+00:00,PT11M32S,41048,887,0,https://youtu.be/BYiihkAr6eo,2024-04-18,NRF019-24,2024,False,False,0
9DfXuwJ2H0s,Torrance OIS 04/18/2024 (NRF018-24),2024-05-18 15:00:14+00:00,PT8M31S,24615,611,0,https://youtu.be/9DfXuwJ2H0s,2024-04-18,NRF018-24,2024,False,False,0
0GTvW4wyYLs,Olympic Area OIS 05/02/2024 (NRF024-24),2024-05-16 21:00:00+00:00,PT24M48S,80199,998,0,https://youtu.be/0GTvW4wyYLs,2024-05-02,NRF024-24,2024,False,False,0
isbUzGtWA4U,Hollenbeck Area OIS 03/31/24 (NRF017-24),2024-04-30 21:00:34+00:00,PT11M11S,30559,763,0,https://youtu.be/isbUzGtWA4U,2024-03-31,NRF017-24,2024,False,False,0
rVJ55FdTnEA,West Valley Area (SWAT) OIS 03/21/2024 (NRF014-24),2024-04-23 17:00:38+00:00,PT19M55S,53573,1170,0,https://youtu.be/rVJ55FdTnEA,2024-03-21,NRF014-24,2024,False,False,0
hPecEs0Cc3o,Mission Area (SWAT) OIS 03/09/24 (NRF011-24),2024-04-10 21:00:23+00:00,PT23M1S,61769,1201,0,https://youtu.be/hPecEs0Cc3o,2024-03-09,NRF011-24,2024,False,False,0
n9SaHRbTqN8,77th Area OIS 03/07/2024 (NRF010-24),2024-04-10 01:30:31+00:00,PT12M6S,31076,771,0,https://youtu.be/n9SaHRbTqN8,2024-03-07,NRF010-24,2024,False,False,0
AbR3-Kpzw6k,Central Area OIS 02/20/2024 (NRF007-24),2024-03-21 18:00:06+00:00,PT10M29S,51928,780,0,https://youtu.be/AbR3-Kpzw6k,2024-02-20,NRF007-24,2024,False,False,0
sK7pPJjayzA,Foothill Area OIS 02/16/2024 (NRF005-24),2024-03-19 15:00:50+00:00,PT16M14S,32487,734,0,https://youtu.be/sK7pPJjayzA,2024-02-16,NRF005-24,2024,False,False,0
r6XXO13UEec,Central Area OIS 02/03/2024 (NRF003-24),2024-02-20 16:00:36+00:00,PT12M17S,91082,844,0,https://youtu.be/r6XXO13UEec,2024-02-03,NRF003-24,2024,False,False,0
Tk-KJMmYqXo,Southwest Area (Newton) OIS 01/19/2024 (NRF002-24),2024-02-18 16:00:16+00:00,PT18M19S,47783,1266,0,https://youtu.be/Tk-KJMmYqXo,2024-01-19,NRF002-24,2024,False,False,0
ltino49pPNg,Rampart Area (Newton) OIS 01/14/2024 (NRF001-24),2024-02-13 23:30:07+00:00,PT20M43S,40088,1283,0,https://youtu.be/ltino49pPNg,2024-01-14,NRF001-24,2024,False,False,0
Aj5vujvJhSY,Devonshire Area OIS 12/01/23 (NRF069-23),2023-12-31 16:00:12+00:00,PT12M14S,50322,1210,0,https://youtu.be/Aj5vujvJhSY,2023-12-01,NRF069-23,2023,False,False,0
KbM6WPRmamg,North Hollywood Area OIS (NRF068-23),2023-12-30 16:00:12+00:00,PT24M33S,67679,1190,0,https://youtu.be/KbM6WPRmamg,,NRF068-23,2023,False,False,0
YlGVxDv4NJI,Olympic Area OIS (NRF067-23),2023-12-30 00:00:39+00:00,PT10M53S,39237,822,0,https://youtu.be/YlGVxDv4NJI,,NRF067-23,2023,False,False,0
8En8ywk0r8E,Topanga Area OIS 06 11/1/2023 (NRF064-23),2023-12-01 16:00:09+00:00,PT20M18S,34387,932,0,https://youtu.be/8En8ywk0r8E,2023-11-01,NRF064-23,2023,False,False,0
zOZfsDdbM5M,Central Area OIS 10/14/2023 (NRF060-23),2023-11-14 00:00:34+00:00,PT12M22S,51819,1092,0,https://youtu.be/zOZfsDdbM5M,2023-10-14,NRF060-23,2023,False,False,0
5dkAuADVJjI,Downey OIS 10/11/2023 (NRF059-23),2023-11-11 00:00:02+00:00,PT8M22S,30786,730,0,https://youtu.be/5dkAuADVJjI,2023-10-11,NRF059-23,2023,False,False,0
v7FpFirMXE0,Topanga Area OIS 10/07/2023 (NRF057-23),2023-11-06 16:00:43+00:00,PT17M4S,39874,1066,0,https://youtu.be/v7FpFirMXE0,2023-10-07,NRF057-23,2023,False,False,0
OMA3ZAK9bE0,Harbor Area OIS 10/01/2023 (NRF054-23),2023-11-02 22:41:48+00:00,PT34M5S,100990,1743,0,https://youtu.be/OMA3ZAK9bE0,2023-10-01,NRF054-23,2023,False,False,0
bv7QPiyFQIo,77th Area OIS 09/27/2023 (NRF053-23),2023-10-29 18:45:01+00:00,PT15M19S,44561,1042,0,https://youtu.be/bv7QPiyFQIo,2023-09-27,NRF053-23,2023,False,False,0
mw1lOmR_2xk,Olympic Area OIS 9/13/2023 (NRF048-23),2023-10-16 18:15:06+00:00,PT17M30S,19447,654,0,https://youtu.be/mw1lOmR_2xk,2023-09-13,NRF048-23,2023,False,False,0
DOVeaMrTtlI,Newton Area OIS 9/15/23 (NRF049-23),2023-10-15 15:00:07+00:00,PT14M11S,28136,817,0,https://youtu.be/DOVeaMrTtlI,2023-09-15,NRF049-23,2023,False,False,0
U7f-eUC97OA,Hollywood Area OIS 9/09/2023 (NRF045-23),2023-10-10 03:00:23+00:00,PT9M21S,36413,762,0,https://youtu.be/U7f-eUC97OA,2023-09-09,NRF045-23,2023,False,False,0
J0-NEWbZLOE,Devonshire Officers shot / OIS (1973),2023-09-28 18:18:55+00:00,PT4M57S,4539,123,0,https://youtu.be/J0-NEWbZLOE,,,2023,False,False,0
6DS8hH2G7kg,Harbor Gang Enforcement Detail (GED) OIS,2023-09-28 18:18:50+00:00,PT5M10S,10756,254,0,https://youtu.be/6DS8hH2G7kg,,,2023,False,False,0
RGupYZ9hJ1w,Devonshire OIS 08/27/2023 (NRF043-23),2023-09-26 15:00:18+00:00,PT10M15S,34728,1015,0,https://youtu.be/RGupYZ9hJ1w,2023-08-27,NRF043-23,2023,False,False,0
Iv09oJc_cMc,Northeast Area OIS 08/26/2023 (NRF042-23),2023-09-25 15:23:09+00:00,PT18M31S,38721,874,0,https://youtu.be/Iv09oJc_cMc,2023-08-26,NRF042-23,2023,False,False,0
KnT85Lh8ou0,Bakersfield OIS 08/24/2023 (NRF041-23),2023-09-23 22:30:02+00:00,PT11M54S,53825,1165,0,https://youtu.be/KnT85Lh8ou0,2023-08-24,NRF041-23,2023,False,False,0
T-lyR3RhVZY,Southeast Area OIS 08/18/2023 (NRF040-23),2023-09-17 15:00:28+00:00,PT20M34S,15684,409,0,https://youtu.be/T-lyR3RhVZY,2023-08-18,NRF040-23,2023,False,False,0
k9fpsS5z1p8,Olympic Area OIS 08/12/23 (NRF037-23),2023-09-15 23:00:19+00:00,PT35M3S,89889,1335,0,https://youtu.be/k9fpsS5z1p8,2023-08-12,NRF037-23,2023,False,False,0
WfMX6Bps1Ts,77th Area OIS 08/13/2023 (NRF038-23),2023-09-13 23:00:14+00:00,PT27M33S,87434,1360,0,https://youtu.be/WfMX6Bps1Ts,2023-08-13,NRF038-23,2023,False,False,0
AkbjDOcyBW4,Foothill Area (Northeast) OIS 08/09/23 (NRF035-23),2023-09-09 21:00:07+00:00,PT31M55S,55356,1291,0,https://youtu.be/AkbjDOcyBW4,2023-08-09,NRF035-23,2023,False,False,0
Pp-QE7N-4LE,Olympic Area OIS 08/06/23 (NRF034-23),2023-09-05 22:00:15+00:00,PT12M47S,52372,974,0,https://youtu.be/Pp-QE7N-4LE,2023-08-06,NRF034-23,2023,False,False,0
zydZUuqQahI,West Valley Area OIS 07/25/2023 (NRF032-23),2023-08-25 23:01:05+00:00,PT20M28S,77553,1590,0,https://youtu.be/zydZUuqQahI,2023-07-25,NRF032-23,2023,False,False,0
Y9h4xA27JKs,Newton Area OIS 07/20/2023 (NRF031-23),2023-08-19 15:00:22+00:00,PT14M59S,15438,407,0,https://youtu.be/Y9h4xA27JKs,2023-07-20,NRF031-23,2023,False,False,0
BnF-W3UNynw,West Valley Area OIS 07/09/23 (NRF029-23),2023-08-08 15:00:09+00:00,PT24M47S,25226,815,0,https://youtu.be/BnF-W3UNynw,2023-07-09,NRF029-23,2023,False,False,0
gK4KZOqWwjk,77th Area OIS 06/28/23 (NRF028-23),2023-07-28 15:00:36+00:00,PT12M40S,75155,1502,0,https://youtu.be/gK4KZOqWwjk,2023-06-28,NRF028-23,2023,False,False,0
Wsio3GyBgbU,Central Area OIS 06/25/23 (NRF027-23),2023-07-25 15:00:21+00:00,PT12M12S,47235,988,0,https://youtu.be/Wsio3GyBgbU,2023-06-25,NRF027-23,2023,False,False,0
hSPrFB9OhcM,77th Area OIS 05/26/23 (NRF022-23),2023-06-25 15:00:33+00:00,PT12M24S,40599,806,0,https://youtu.be/hSPrFB9OhcM,2023-05-26,NRF022-23,2023,False,False,0
-js8TXNzlPM,Southeast Area (Newton Area) OIS 05/05/2023 (NRF018-23),2023-06-04 15:00:01+00:00,PT18M49S,34656,848,0,https://youtu.be/-js8TXNzlPM,2023-05-05,NRF018-23,2023,False,False,0
t9q2WftCmUY,North Hollywood Area OIS 4/22/23 (NRF015-23),2023-05-31 21:00:22+00:00,PT20M41S,19545,458,0,https://youtu.be/t9q2WftCmUY,2023-04-22,NRF015-23,2023,False,False,0
cRbKwEhsed4,Hollenbeck Area OIS 03/08/23 (NRF011-23),2023-04-07 21:00:16+00:00,PT28M42S,49590,0,0,https://youtu.be/cRbKwEhsed4,2023-03-08,NRF011-23,2023,False,False,0
lmx4th6b_Ds,Rampart Area OIS 2/22/23 (NRF010-23),2023-03-27 16:00:24+00:00,PT18M51S,42358,835,0,https://youtu.be/lmx4th6b_Ds,2023-02-22,NRF010-23,2023,False,False,0
SXkMg6Yd8Zo,Van Nuys OIS 2/7/23 (NRF005-23),2023-03-09 16:00:24+00:00,PT12M22S,40271,830,0,https://youtu.be/SXkMg6Yd8Zo,2023-02-07,NRF005-23,2023,False,False,0
7I2_IRWj6Vo,Mission Area OIS 01/21/23 (NRF004-23),2023-02-22 21:30:00+00:00,PT20M39S,108887,1488,0,https://youtu.be/7I2_IRWj6Vo,2023-01-21,NRF004-23,2023,False,False,0
72NVXTRwZ2A,Mission Area OIS (NRF004-23) - Surveillance Footage,2023-01-24 15:35:41+00:00,PT1M46S,9933,184,0,https://youtu.be/72NVXTRwZ2A,,NRF004-23,2023,False,False,0
7G2afA-hu-4,Rampart Area OIS 1/2/23 (NRF001-23),2023-01-11 23:00:06+00:00,PT37M27S,65888,1074,0,https://youtu.be/7G2afA-hu-4,2023-01-02,NRF001-23,2023,False,False,0
