name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
S06E08 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(63, 70%, 95%)","hsl(15, 63%, 57%)","hsl(162, 71%, 49%)",6080338,False,F6F7ED,E1F9F1,62C84C
S06E08 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(32, 89%, 71%)","hsl(30, 82%, 31%)","hsl(135, 35%, 46%)",6080334,False,E7A2E7,7CCCE4,9E42CD
S06E13 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(114, 22%, 73%)","hsl(23, 11%, 45%)","hsl(23, 25%, 45%)",6130114,False,EBE0E8,424880,B9277C
S06E13 Unnamed Pegasus Stallion #3,pegasus,stallion,"hsl(225, 6%, 62%)","hsl(352, 68%, 33%)","hsl(48, 40%, 53%)",6130114,False,D3E2F8,EAE6BD,DB9675
S06E13 Unnamed Pegasus Stallion #4,pegasus,stallion,"hsl(40, 88%, 73%)","hsl(167, 39%, 45%)","hsl(14, 68%, 49%)",6130155,False,7BDBD9,999CA3,976F9B
S06E13 Unnamed Pegasus Stallion #5,pegasus,stallion,"hsl(199, 27%, 49%)","hsl(248, 28%, 28%)","hsl(276, 26%, 44%)",6130157,False,FEF4D2,D69FC7,8AB2A6
Shady ResortgoerS06E20 Unnamed Pegasus Mare #4,pegasus,mare,"hsl(263, 19%, 75%)","hsl(325, 51%, 84%)","hsl(203, 38%, 62%)",6200043,False,C57D11,99C4D1,3A9C49
S06E20 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(50, 19%, 77%)","hsl(242, 17%, 64%)","hsl(194, 59%, 69%)",6200043,False,B593C8,E9A0E0,84437E
S06E20 Unnamed Pegasus Stallion #4,pegasus,stallion,"hsl(138, 59%, 72%)","hsl(177, 49%, 46%)","hsl(52, 71%, 66%)",6200043,False,6899B6,5A528E,5543CB
S07E14 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(43, 60%, 69%)","hsl(10, 60%, 63%)","hsl(252, 55%, 46%)",7140452,False,C6C3CB,5A4454,4A73C4
Royal LegionnaireS07E16 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(255, 63%, 81%)","hsl(59, 76%, 74%)","hsl(317, 33%, 57%)",7161536,False,DED887,534A73,5D4A96
S07E16 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(118, 88%, 80%)","hsl(119, 32%, 41%)","hsl(195, 71%, 75%)",7161541,False,E1E089,A481BB,6A9753
S07E16 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(137, 26%, 95%)","hsl(14, 49%, 57%)","hsl(119, 50%, 58%)",7161536,False,A0AECA,F7E5B0,5A304E
S07E16 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(215, 79%, 87%)","hsl(224, 34%, 52%)","hsl(52, 71%, 59%)",7161541,False,CF8FD6,E76EA3,37B9B0
Skeptical SomnambulanS07E18 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(307, 72%, 77%)","hsl(238, 50%, 44%)","hsl(193, 100%, 76%)",7180639,False,B5A1E3,A39152,814BB4
S07E18 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(23, 20%, 68%)","hsl(160, 22%, 32%)","hsl(160, 23%, 50%)",7181308,False,E7D7B1,48E5D0,A70C59
S07E22 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(173, 51%, 83%)","hsl(16, 84%, 69%)","hsl(27, 82%, 42%)",7220203,False,DEC3DF,93F859,A25D7A
S07E22 Unnamed Pegasus Stallion #3,pegasus,stallion,"hsl(43, 65%, 64%)","hsl(255, 26%, 47%)","hsl(245, 45%, 64%)",7221415,False,EEC8A5,D9FFA3,8E3963
Janitor PonyS07E23 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(171, 43%, 78%)","hsl(11, 34%, 39%)","hsl(218, 78%, 70%)",7230334,False,A59B83,C85C09,72CDD5
Peppy Friendship StudentS08E14 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(329, 79%, 89%)","hsl(332, 66%, 61%)","hsl(326, 88%, 29%)",8141455,False,FCFAF8,96A0B0,AD7FC7
Seafoam TownsponyS08E14 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(122, 50%, 90%)","hsl(167, 39%, 45%)","hsl(51, 54%, 57%)",8141040,False,FFFF94,3A5A46,7DBEE3
Periwinkle TownsponyS08E21 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(214, 32%, 58%)","hsl(50, 28%, 60%)","hsl(192, 39%, 40%)",8211918,False,F8FDF2,5DA6F4,E1F6FE
S09E06 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(180, 43%, 87%)","hsl(107, 56%, 55%)","hsl(176, 70%, 55%)",9060248,False,FACC70,A47D56,446C23
S09E06 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(178, 51%, 67%)",white,"hsl(42, 93%, 62%)",9060519,False,AAB6EE,865073,8BC9DA
S09E14 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(295, 34%, 65%)","hsl(46, 92%, 71%)","hsl(41, 73%, 53%)",9140628,False,ACE8A6,4B4497,47F5BB
S09E26 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(229, 56%, 82%)","hsl(48, 69%, 76%)","hsl(24, 64%, 58%)",926,False,BCEAFB,9E9CB4,5CBE3C
S09E26 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(255, 59%, 82%)","hsl(334, 74%, 73%)","hsl(108, 55%, 48%)",926,False,BBB9CF,B69F43,219795
S09E26 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(160, 93%, 76%)","hsl(336, 91%, 79%)","hsl(39, 91%, 60%)",926,False,E18466,3B3286,72B95B
S01E14 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(270, 55%, 64%)","hsl(288, 61%, 68%)","hsl(000, 100%, 100%)",1141356,True,AE91BA,EFED8F,8CD7F3
S01E14 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(357, 19%, 54%)","hsl(325, 14%, 46%)","hsl(000, 100%, 100%)",1141356,True,B191BA,E8C86D,EA8643
S01E14 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(226, 45%, 70%)","hsl(258, 26%, 63%)","hsl(000, 100%, 100%)",1141356,True,384E75,635C4B,2F861D
S01E14 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(290, 24%, 55%)","hsl(268, 30%, 54%)","hsl(000, 100%, 100%)",1141356,True,5893A7,FF9A75,70BDB2
S01E14 Unnamed Unicorn Mare #5,unicorn,mare,"hsl(262, 21%, 53%)","hsl(302, 20%, 53%)","hsl(000, 100%, 100%)",1141356,True,F0C7E1,DACE81,B80074
S01E14 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(243, 35%, 59%)","hsl(236, 41%, 56%)","hsl(000, 100%, 100%)",1141356,True,84B57D,F0976A,FFFFC2
S02E02 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(291, 26%, 56%)","hsl(30, 13%, 58%)","hsl(000, 100%, 100%)",2022129,False,E9E1BE,434248,91D7E8
S02E02 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(264, 38%, 62%)","hsl(102, 29%, 60%)","hsl(000, 100%, 100%)",2022130,False,FCFAEE,40475E,C9764F
S02E05 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(071, 41%, 95%)","hsl(203, 50%, 64%)","hsl(206, 32%, 49%)",2051820,False,BFADF0,A58445,6BE6B1
S02E11 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(300, 59%, 77%)","hsl(270, 38%, 53%)","hsl(329, 62%, 53%)",2110516,False,EEE9A0,B2768B,84D4F1
S02E11 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(316, 22%, 90%)","hsl(335, 56%, 66%)","hsl(213, 92%, 69%)",2110516,False,AFDADA,B2C7EB,503E5B
S02E11 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(216, 73%, 90%)","hsl(252, 79%, 70%)","hsl(000, 100%, 100%)",2110547,False,79AF95,A26792,414C15
S02E26 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(179, 57%, 67%)","hsl(159, 68%, 93%)","hsl(277, 54%, 50%)",2260552,False,AFC38D,FAF4DB,30B2CF
S02E26 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(046, 95%, 91%)","hsl(194, 66%, 69%)","hsl(32, 76%, 52%)",2260552,False,85C7A4,865AB5,705F5C
S02E26 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(036, 84%, 42%)","hsl(234, 32%, 38%)",,2260557,False,856A3D,3B213F,9732A9
S02E26 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(279, 32%, 68%)","hsl(055, 52%, 83%)",,2260557,False,AEAFB2,69B596,C3A041
S02E26 Unnamed Unicorn Mare #5,unicorn,mare,"hsl(202, 35%, 56%)","hsl(224, 5%, 62%)",,2260557,False,BF9FC6,D47DA8,E7B455
S02E26 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(263, 7%, 78%)","hsl(316, 40%, 73%)",,2260557,False,A4DFCC,A7AA88,BD593D
S02E26 Unnamed Unicorn Mare #7,unicorn,mare,"hsl(056, 57%, 70%)","hsl(194, 38%, 71%)",,2260557,False,344224,CEB3E6,7FB3E1
S02E26 Unnamed Unicorn Mare #8,unicorn,mare,"hsl(059, 60%, 71%)","hsl(307, 62%, 77%)",,2260557,False,F1C988,8CC5BE,6A461B
S02E26 Unnamed Unicorn Mare #9,unicorn,mare,"hsl(220, 28%, 71%)","hsl(248, 27%, 44%)","hsl(250, 22%, 64%)",2260557,False,E79DC2,DEE58A,9E0074
S02E26 Unnamed Unicorn Mare #11,unicorn,mare,"hsl(294, 46%, 70%)","hsl(316, 14%, 31%)","hsl(288, 13%, 57%)",2260557,False,8B80A3,B92766,5946D8
S02E26 Unnamed Unicorn Mare #12,unicorn,mare,"hsl(258, 54%, 76%)","hsl(253, 22%, 37%)","hsl(269, 14%, 60%)",2260557,False,CFFCFB,6987D3,67A0AD
S02E26 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(042, 52%, 80%)","hsl(276, 30%, 62%)","hsl(238, 25%, 69%)",2260557,False,EBF4F4,DD6E7D,72B6A3
S02E26 Unnamed Unicorn Stallion #4,unicorn,stallion,"hsl(298, 30%, 82%)","hsl(045, 82%, 83%)","hsl(170, 20%, 54%)",2260557,False,AB9DD8,8B4137,7B47B3
S04E01 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(029, 68%, 79%)","hsl(334, 72%, 67%)","hsl(320, 57%, 46%)",4010805,False,FCFED2,E5913E,ED73CC
S04E08 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(042, 16%, 58%)","hsl(047, 33%, 48%)","hsl(218, 26%, 67%)",4080222,False,EFDCBD,F1F1EE,398E7C
S04E12 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(030, 40%, 98%)","hsl(172, 75%, 59%)","hsl(173, 84%, 76%)",4120240,False,D9F099,E9B935,827230
S04E12 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(060, 100%, 79%)","hsl(098, 92%, 66%)",,4120243,False,C4AC87,833F46,7FA36C
S04E12 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(088, 76%, 97%)","hsl(085, 100%, 82%)","hsl(172, 99%, 72%)",4120553,False,F7EDBA,8CAAB5,C75D00
S04E12 Unnamed Unicorn Mare #5,unicorn,mare,,,,4120634,False,FCF8F7,925B95,EFA434
S04E12 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(040, 93%, 71%)","hsl(026, 91%, 41%)","hsl(182, 44%, 65%)",4120552,False,E6EA95,617798,95D1E9
S04E20 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(230, 66%, 80%)","hsl(217, 14%, 64%)","hsl(105, 57%, 38%)",4200253,False,EADF9E,F6F4A7,B31E23
S04E22 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(114, 59%, 78%)","hsl(143, 22%, 29%)","hsl(228, 57%, 62%)",4220916,False,DFE8CA,89E18B,EEB817
S04E22 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(196, 89%, 86%)","hsl(211, 87%, 66%)","hsl(121, 41%, 45%)",4221554,False,D2D7E4,8D585F,9D38A8
S04E22 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(245, 19%, 77%)","hsl(030, 31%, 49%)","hsl(202, 50%, 48%)",4221803,False,F2E0C9,FAFAEB,88EF71
S04E24 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(015, 67%, 64%)","hsl(321, 25%, 42%)","hsl(320, 43%, 52%)",4240440,False,9ED9F0,9D4387,F87744
S04E24 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(282, 23%, 65%)","hsl(245, 38%, 43%)","hsl(319, 58%, 31%)",4241344,False,F1B465,F1DD6F,2CCBE8
S04E24 Unnamed Unicorn Mare #5,unicorn,mare,"hsl(287, 23%, 65%)","hsl(245, 14%, 66%)","hsl(240, 31%, 44%)",4241344,False,D8BD9D,6C78B2,584B8B
S04E24 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(219, 35%, 34%)","hsl(048, 46%, 49%)","hsl(025, 69%, 42%)",4241344,False,CCAB7B,74638C,9DDF3A
S04E24 Unnamed Unicorn Mare #7,unicorn,mare,"hsl(195, 31%, 50%)","hsl(247, 46%, 36%)","hsl(172, 45%, 57%)",4241344,False,F48A95,F3D55E,62CB4D
S05E01 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(322, 58%, 86%)","hsl(059, 75%, 75%)","hsl(085, 80%, 54%)",5010529,False,D2E88D,F2FACC,EBB756
S05E01 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(113, 27%, 60%)","hsl(044, 73%, 67%)","hsl(069, 64%, 46%)",5010502,False,F7B569,FCF1E8,55EC78
S05E01 Unnamed Unicorn Stallion #4,unicorn,stallion,"hsl(049, 50%, 83%)","hsl(043, 14%, 34%)","hsl(098, 62%, 60%)",5010524,False,8FD8DB,A9E8A1,E3B24A
S05E02 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(055, 67%, 96%)","hsl(016, 100%, 73%)","hsl(167, 57%, 59%)",5022029,False,C49868,C59667,37C6CD
S05E09 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(256, 69%, 81%)","hsl(52, 55%, 68%)","hsl(213, 39%, 48%)",5091547,False,DE7E5E,31587D,DE214D
S05E10 Unnamed Unicorn Mare #5,unicorn,mare,"hsl(56, 70%, 78%)","hsl(20, 82%, 68%)","hsl(329, 74%, 42%)",5100413,False,BBE67A,5FC4A2,40B7BF
S05E10 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(180, 37%, 77%)","hsl(252, 4%, 27%)","hsl(138, 52%, 36%)",5100413,False,4871B1,6C5AAF,36C2CE
Public Works PonyS05E10 Unnamed Unicorn Stallion #4,unicorn,stallion,"hsl(151, 25%, 58%)","hsl(226, 19%, 31%)","hsl(109, 100%, 18%)",5100533,False,F5F1B7,5D91A2,31BCC9
S05E12 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(82, 31%, 66%)","hsl(39, 41%, 46%)","hsl(185, 60%, 57%)",5121006,False,ACE2DC,7A769E,D08A35
S05E12 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(148, 37%, 65%)","hsl(339, 28%, 58%)","hsl(228, 50%, 40%)",5121013,False,B8E4EF,53646A,A7FF8F
S05E12 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(38, 37%, 38%)","hsl(218, 58%, 81%)","hsl(44, 92%, 71%)",5121332,False,EEA863,992934,D8843B
S05E14 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(228, 3%, 69%)","hsl(316, 24%, 52%)","hsl(181, 29%, 44%)",5141301,False,C1CCCD,E59EDC,F72662
S05E14 Unnamed Unicorn Mare #7,unicorn,mare,"hsl(289, 25%, 70%)","hsl(48, 76%, 92%)",,5141303,False,BE8F55,4A76A5,BE1E46
S05E15 Unnamed Unicorn Stallion #3,unicorn,stallion,,,,5151402,False,8399AF,1DA5A5,722FA2
S05E16 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(160, 48%, 76%)","hsl(269, 38%, 53%)","hsl(275, 48%, 60%)",5160820,False,EFAA9F,479077,87C7DE
S05E24 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(88, 29%, 20%)","hsl(292, 31%, 19%)","hsl(21, 80%, 14%)",5241922,False,967364,5734A2,92C6E3
S05E25 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(37, 79%, 74%)","hsl(156, 34%, 56%)","hsl(186, 60%, 51%)",5250154,False,9EA0E0,42ACCD,E8F67E
S05E25 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(330, 60%, 76%)","hsl(330, 50%, 66%)","hsl(196, 95%, 67%)",5250154,False,EFEAA4,6CD58C,095890
S05E25 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(259, 16%, 57%)","hsl(65, 17%, 60%)","hsl(237, 25%, 35%)",5250258,False,E5E797,F2FCFB,AA9D0E
S05E25 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(179, 88%, 90%)","hsl(272, 50%, 80%)","hsl(100, 49%, 50%)",5250258,False,D886DA,FCE997,603BA0
S05E26 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(180, 31%, 94%)","hsl(173, 33%, 66%)","hsl(285, 11%, 36%)",5261435,False,DAF1DC,F8E472,79E949
S06E04 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(255, 43%, 73%)","hsl(65, 64%, 72%)","hsl(329, 30%, 63%)",6040414,False,91DEE3,70F0E3,CD425D
S06E04 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(63, 95%, 91%)","hsl(334, 65%, 44%)",,6040415,False,4D5A5B,A169BF,713772
S06E06 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(37, 62%, 84%)","hsl(223, 55%, 62%)","hsl(173, 82%, 74%)",6060613,False,5EC9AB,96222C,714947
S06E08 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(76, 74%, 77%)","hsl(352, 62%, 65%)","hsl(158, 48%, 56%)",6080128,False,689AD4,682522,597688
S06E08 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(36, 34%, 65%)","hsl(7, 43%, 38%)","hsl(120, 32%, 46%)",6080012,False,FBEFF1,222140,11AC35
S06E08 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(50, 80%, 85%)","hsl(30, 76%, 57%)","hsl(192, 33%, 49%)",6080024,False,BADCB7,2A261E,5F643A
Distinguished PonyS06E08 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(10, 50%, 98%)","hsl(60, 10%, 94%)","hsl(109, 53%, 54%)",6080334,False,D2C093,62496E,7CA5FE
S06E12 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(63, 67%, 75%)","hsl(44, 80%, 56%)","hsl(280, 58%, 53%)",6121057,False,AEA284,83AFA8,A66AB4
S06E12 Unnamed Unicorn Mare #5,unicorn,mare,"hsl(51, 65%, 77%)","hsl(354, 35%, 38%)","hsl(325, 65%, 44%)",6121935,False,9B98A0,EFD49F,6DD3F8
S06E12 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(78, 39%, 85%)","hsl(196, 22%, 63%)","hsl(19, 59%, 66%)",6120339,False,7F7C6C,E8BB73,75D515
S06E12 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(226, 25%, 86%)","hsl(297, 24%, 47%)","hsl(295, 18%, 52%)",6120404,False,AAB7C5,502910,F4DA7C
S06E12 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(33, 62%, 87%)","hsl(216, 22%, 49%)","hsl(161, 21%, 62%)",6120409,False,C0A6C5,CD803C,459672
S06E12 Unnamed Unicorn Stallion #5,unicorn,stallion,"hsl(197, 73%, 78%)","hsl(59, 81%, 81%)",,6121037,False,E79E55,ECE59D,F7D240
S06E12 Unnamed Unicorn Stallion #6,unicorn,stallion,"hsl(34, 83%, 67%)","hsl(121, 59%, 71%)",,6121037,False,C15C92,B5B4E4,5FD8B0
Burly UnicornS06E12 Unnamed Unicorn Stallion #9,unicorn,stallion,"hsl(33, 43%, 73%)","hsl(353, 23%, 45%)","hsl(129, 46%, 42%)",6121935,False,F8EFC4,714082,513BBF
S06E12 Unnamed Unicorn Stallion #10,unicorn,stallion,"hsl(36, 44%, 64%)","hsl(60, 57%, 95%)","hsl(306, 33%, 39%)",6121935,False,F9ECA9,90EAC9,A2D2CD
S06E13 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(354, 83%, 75%)","hsl(315, 40%, 44%)","hsl(248, 57%, 53%)",6130114,False,C64E62,BADBF8,55DDC0
Wild FanS06E13 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(74, 66%, 73%)","hsl(51, 82%, 69%)","hsl(220, 51%, 53%)",6130114,False,445E97,3A66D4,995DBB
S06E17 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(32, 90%, 69%)","hsl(230, 31%, 56%)","hsl(255, 34%, 44%)",6171329,False,C07AE1,E5577B,B8DB6B
S06E18 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(182, 51%, 71%)","hsl(264, 17%, 47%)","hsl(100, 29%, 46%)",6180548,False,F09EAA,B362D0,367C69
S06E18 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(31, 44%, 59%)","hsl(48, 86%, 66%)","hsl(316, 30%, 27%)",6180614,False,409C99,CBC7A4,B0117B
S06E19 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(15, 66%, 62%)","hsl(70, 81%, 89%)","hsl(176, 54%, 47%)",6191302,False,FFECAD,843940,D6A95C
S06E20 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(84, 68%, 69%)","hsl(27, 79%, 95%)","hsl(271, 41%, 50%)",6200043,False,F8D8DC,A48E4C,CC9766
S06E20 Unnamed Unicorn Mare #6,unicorn,mare,"hsl(217, 42%, 49%)","hsl(113, 61%, 77%)","hsl(330, 87%, 35%)",6200046,False,F8FBE0,643830,E2F3F2
Destitute PonyS06E20 Unnamed Unicorn Stallion #4,unicorn,stallion,"hsl(56, 76%, 84%)","hsl(30, 45%, 59%)","hsl(335, 27%, 50%)",6200043,False,9187B5,2D2D2A,58367D
DirectorS06E20 Unnamed Unicorn Stallion #6,unicorn,stallion,"hsl(173, 48%, 78%)","hsl(209, 44%, 34%)","hsl(330, 43%, 39%)",6200421,False,C1A871,FCFEC8,709E9D
S06E23 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(192, 63%, 83%)","hsl(160, 46%, 57%)","hsl(185, 54%, 64%)",6231427,False,BCC388,3E467E,828381
S06E23 Unnamed Unicorn Mare #4,unicorn,mare,"hsl(30, 80%, 66%)","hsl(253, 35%, 52%)","hsl(278, 39%, 64%)",6231754,False,B0D4C3,71C0DA,64C4B4
S06E23 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(185, 11%, 78%)","hsl(195, 27%, 50%)","hsl(202, 65%, 69%)",6231703,False,D2F391,C3392C,49ABA6
S06E23 Unnamed Unicorn Stallion #4,unicorn,stallion,"hsl(33, 45%, 54%)","hsl(247, 17%, 54%)","hsl(196, 94%, 94%)",6231818,False,EAE9FC,376B90,2070A2
S06E25 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(210, 22%, 60%)","hsl(196, 12%, 37%)","hsl(93, 51%, 28%)",6250213,False,9ECFD1,F3D353,CB527F
S07E10 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(8, 71%, 78%)","hsl(354, 58%, 38%)","hsl(193, 51%, 70%)",7100936,False,D7DFEF,41D8C9,7C0456
S07E14 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(18, 20%, 49%)","hsl(308, 58%, 76%)","hsl(160, 90%, 62%)",7140616,False,F0B293,646198,9450B4
Out of Town PonyS07E14 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(238, 52%, 75%)","hsl(211, 38%, 47%)","hsl(105, 52%, 49%)",7140616,False,9AA4AC,F6D5F5,59C9A6
S07E14 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(56, 70%, 79%)","hsl(180, 70%, 38%)","hsl(179, 64%, 36%)",7140617,False,A5C5BD,CD4250,AB5456
Reporter PonyS07E14 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(62, 63%, 75%)","hsl(160, 34%, 42%)","hsl(105, 40%, 54%)",7141554,False,F4FCCF,C36096,598CA6
S07E16 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(299, 53%, 69%)","hsl(259, 51%, 42%)","hsl(196, 81%, 75%)",7160908,False,EAF084,37816F,F844EF
Imperial Alchemist PonyS07E16 Unnamed Unicorn Mare #3,unicorn,mare,"hsl(125, 46%, 90%)","hsl(194, 58%, 53%)","hsl(24, 80%, 59%)",7160926,False,AF7AC2,612862,41D2B5
VillagerS07E16 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(184, 60%, 73%)","hsl(138, 56%, 63%)","hsl(110, 64%, 32%)",7160908,False,F4D29F,8DBE7E,F29164
S07E16 Unnamed Unicorn Stallion #3,unicorn,stallion,"hsl(184, 8%, 33%)","hsl(175, 65%, 97%)","hsl(171, 37%, 59%)",7160926,False,FBF3B6,C2780A,9573A5
Quiet SomnambulanS07E18 Unnamed Unicorn Mare #2,unicorn,mare,"hsl(163, 50%, 58%)","hsl(49, 94%, 79%)","hsl(322, 100%, 36%)",7180639,False,DCF4DC,A8DB75,9A2833
S07E18 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(212, 56%, 62%)","hsl(51, 91%, 71%)","hsl(60, 100%, 88%)",7180733,False,BBB9BA,453135,B49FCB
S07E19 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(350, 60%, 96%)","hsl(174, 81%, 69%)","hsl(192, 66%, 74%)",7192127,False,6D373B,D0CD8A,69B5A4
S07E22 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(115, 34%, 79%)","hsl(279, 40%, 58%)","hsl(19, 53%, 55%)",7220203,False,E6D594,C2B594,80715B
S07E22 Unnamed Unicorn Stallion #2,unicorn,stallion,"hsl(43, 41%, 70%)","hsl(355, 63%, 36%)","hsl(154, 71%, 66%)",7220312,False,ECE7BB,AB494B,7A189A
S07E26 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(43, 21%, 60%)","hsl(3, 51%, 27%)","hsl(196, 79%, 73%)",7261132,False,C78529,FFBF1F,2D140C
S08E01 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(267, 4%, 61%)","hsl(242, 32%, 19%)","hsl(277, 19%, 30%)",8010328,False,9DC176,89B8BD,AE89B3
Grim EEA OfficialS08E01 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(50, 8%, 46%)","hsl(40, 17%, 14%)","hsl(72, 57%, 19%)",8010328,False,739CA5,6D373E,D7CD3C
S08E05 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(212, 19%, 72%)","hsl(280, 20%, 36%)","hsl(191, 62%, 50%)",8050941,False,817751,53AC96,C9E8D5
S08E08 Unnamed Unicorn Stallion #1,unicorn,stallion,"hsl(292, 21%, 71%)","hsl(170, 22%, 60%)","hsl(9, 10%, 40%)",8080531,False,CEC59C,367D78,F18F65
S08E09 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(30, 75%, 62%)","hsl(40, 71%, 78%)","hsl(291, 54%, 43%)",8090013,False,F2EEBF,FBF7FC,4FCF53
Magenta TownsponyS08E14 Unnamed Unicorn Mare #1,unicorn,mare,"hsl(328, 45%, 56%)","hsl(37, 72%, 68%)","hsl(44, 52%, 51%)",8140841,False,EAD995,FEFBFC,6BAF46
