,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved,date,month,day,weekday
21,560910778,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-07-25,7,25,Thursday
22,560941249,11314118,N913WB,AS50,,,SMO,,,,2019-07-25,7,25,Thursday
23,560738631,10610099,N221LA,AS50,N221LA,,,,,,2019-07-25,7,25,Thursday
24,560963693,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-07-25,7,25,Thursday
25,560956073,10865027,N472LA,AS50,N472LA,,VNY,,,,2019-07-25,7,25,Thursday
26,560909185,11352409,N951LA,AS50,N951LA,,CPM,,,,2019-07-25,7,25,Thursday
27,560879044,11352409,N951LA,AS50,N951LA,,LGB,CPM,CPM,,2019-07-25,7,25,Thursday
28,560748359,11057465,N661PD,AS50,N661PD,,,,,,2019-07-25,7,25,Thursday
29,560900070,11352409,N951LA,AS50,N951LA,,CPM,,,,2019-07-25,7,25,Thursday
30,560746412,10865027,N472LA,AS50,N472LA,,,BUR,BUR,,2019-07-25,7,25,Thursday
31,560922254,11355262,N954LA,AS50,N954LA,,LGB,AVX,AVX,,2019-07-25,7,25,Thursday
32,560763509,10612001,N223LA,AS50,POLICE,,VNY,WHP,WHP,,2019-07-25,7,25,Thursday
33,560864552,11354311,N953LA,AS50,,,,,,,2019-07-25,7,25,Thursday
34,560897251,11314118,N913WB,AS50,,,,,,,2019-07-25,7,25,Thursday
35,560960340,11314118,N913WB,AS50,N913WB,,,,,,2019-07-25,7,25,Thursday
36,560892106,10601970,N213PF,AS50,N213PF,,,,,,2019-07-25,7,25,Thursday
37,560916552,11100597,N703WP,AS50,N703WP,,VNY,BUR,BUR,,2019-07-25,7,25,Thursday
38,560937753,11352409,N951LA,AS50,N951LA,,LGB,,,,2019-07-25,7,25,Thursday
39,560933583,11355262,N954LA,AS50,N954LA,,,LGB,LGB,,2019-07-25,7,25,Thursday
40,560875692,11355262,N954LA,AS50,N954LA,,LGB,,,,2019-07-25,7,25,Thursday
41,560925062,11353317,N952JH,AS32,N952JH,,LGB,LGB,LGB,,2019-07-25,7,25,Thursday
42,560798674,11057465,N661PD,AS50,N661PD,,BUR,,,,2019-07-25,7,25,Thursday
43,560915986,11354311,N953LA,AS50,,,FUL,,,,2019-07-25,7,25,Thursday
44,560912089,10616756,N228LA,AS50,N228LA,,,VNY,VNY,,2019-07-25,7,25,Thursday
45,560861008,10527058,N14LA,B412,N14LA,,POC,WHP,WHP,,2019-07-25,7,25,Thursday
46,560912596,10601970,N213PF,AS50,N213PF,,,,,,2019-07-25,7,25,Thursday
47,560895163,11355262,N954LA,AS50,N954LA,,,,,,2019-07-25,7,25,Thursday
48,560880796,11354311,N953LA,AS50,,,,,,,2019-07-25,7,25,Thursday
49,560901157,10527058,N14LA,B412,N14LA,,WHP,POC,POC,,2019-07-25,7,25,Thursday
50,560959759,11352409,N951LA,AS50,N951LA,,,,,,2019-07-25,7,25,Thursday
51,560945138,10601970,N213PF,AS50,N213PF,,,,,,2019-07-25,7,25,Thursday
52,534014526,11360017,N959LA,AS50,N959LA,,LGB,,,,2019-03-17,3,17,Sunday
53,534125950,11058416,N662PD,AS50,N662PD,,,VNY,VNY,,2019-03-17,3,17,Sunday
54,533996824,11360017,N959LA,AS50,N959LA,,,CPM,CPM,,2019-03-17,3,17,Sunday
55,533989176,11360017,N959LA,AS50,N959LA,,LGB,,,,2019-03-17,3,17,Sunday
56,534025630,11356213,N955LA,AS50,,,PMD,,,,2019-03-17,3,17,Sunday
57,534015736,10610099,N221LA,AS50,N221LA,,VNY,VNY,VNY,,2019-03-17,3,17,Sunday
58,534079979,11101548,N704WP,AS50,N704WP,,WHP,SMO,SMO,,2019-03-17,3,17,Sunday
59,534126810,11359066,N958LA,AS50,N958LA,,CPM,,,,2019-03-17,3,17,Sunday
60,534099519,10610099,N221LA,AS50,N221LA,,,BUR,BUR,,2019-03-17,3,17,Sunday
61,534096154,11359066,N958LA,AS50,N958LA,,LGB,BUR,BUR,,2019-03-17,3,17,Sunday
62,534076832,11058416,N662PD,AS50,N662PD,,,,,,2019-03-17,3,17,Sunday
63,533982338,10694319,N304FD,A139,FIRE4,,AVX,VNY,VNY,,2019-03-17,3,17,Sunday
64,533974192,11351614,N950SG,AS32,N950SG,,PMD,,,,2019-03-17,3,17,Sunday
65,534010063,11058416,N662PD,AS50,N662PD,,,,,,2019-03-17,3,17,Sunday
66,534127706,11360017,N959LA,AS50,,,,,,,2019-03-17,3,17,Sunday
67,534021496,11356213,N955LA,AS50,,,PMD,,,,2019-03-17,3,17,Sunday
68,534135636,11352410,N951LB,AS32,,,,,,,2019-03-17,3,17,Sunday
69,533974602,10601970,N213PF,AS50,N213PF,,,,,,2019-03-17,3,17,Sunday
70,533998110,10601970,N213PF,AS50,N213PF,,,,,,2019-03-17,3,17,Sunday
71,534147448,10601970,N213PF,AS50,N213PF,,,SMO,SMO,,2019-03-17,3,17,Sunday
72,534112777,10601970,N213PF,AS50,N213PF,,,,,,2019-03-17,3,17,Sunday
73,534022473,10601970,N213PF,AS50,N213PF,,,CPM,CPM,,2019-03-17,3,17,Sunday
74,534083275,11352410,N951LB,AS32,,,,,,,2019-03-17,3,17,Sunday
75,534087117,11101548,N704WP,AS50,N704WP,,,BUR,BUR,,2019-03-17,3,17,Sunday
76,534064118,11360017,N959LA,AS50,N959LA,,LGB,,,,2019-03-17,3,17,Sunday
77,533970991,11358115,N957LA,AS50,,,POC,,,,2019-03-17,3,17,Sunday
78,534010064,10610099,N221LA,AS50,N221LA,,,,,,2019-03-17,3,17,Sunday
79,533984837,10610099,N221LA,AS50,N221LA,,,SMO,SMO,,2019-03-17,3,17,Sunday
80,534089084,10694319,N304FD,A139,FIRE4,,VNY,WHP,WHP,,2019-03-17,3,17,Sunday
81,534005742,10601970,N213PF,AS50,N213PF,,,WHP,WHP,,2019-03-17,3,17,Sunday
82,534141714,11352410,N951LB,AS32,,,EMT,,,,2019-03-17,3,17,Sunday
83,533977924,10694319,N304FD,A139,FIRE4,,,AVX,AVX,,2019-03-17,3,17,Sunday
84,534146936,10610099,N221LA,AS50,N221LA,,,,,,2019-03-17,3,17,Sunday
85,533984915,11058416,N662PD,AS50,N662PD,,,CPM,CPM,,2019-03-17,3,17,Sunday
86,534004477,11356213,N955LA,AS50,,,PMD,,,,2019-03-17,3,17,Sunday
87,534121661,11352410,N951LB,AS32,,,POC,,,,2019-03-17,3,17,Sunday
88,534076382,11359066,N958LA,AS50,N958LA,,,LGB,LGB,,2019-03-17,3,17,Sunday
89,534073336,11352410,N951LB,AS32,,,LGB,,,,2019-03-17,3,17,Sunday
90,534154453,11352410,N951LB,AS32,,,,,,,2019-03-17,3,17,Sunday
91,534149549,11352410,N951LB,AS32,,,,,,,2019-03-17,3,17,Sunday
92,534007815,11358115,N957LA,AS50,,,CPM,,,,2019-03-17,3,17,Sunday
93,534106505,11352410,N951LB,AS32,,,,,,,2019-03-17,3,17,Sunday
94,533979756,11358115,N957LA,AS50,,,CPM,,,,2019-03-17,3,17,Sunday
95,534106446,10696221,N306FD,B06,N306FD,,BUR,,,,2019-03-17,3,17,Sunday
96,534071522,11359066,N958LA,AS50,N958LA,,LGB,POC,POC,,2019-03-17,3,17,Sunday
97,534113530,10696221,N306FD,B06,,,,,,,2019-03-17,3,17,Sunday
98,534103027,10694319,N304FD,A139,FIRE4,,WHP,VNY,VNY,,2019-03-17,3,17,Sunday
99,534002045,11358115,N957LA,AS50,,,EMT,,,,2019-03-17,3,17,Sunday
100,534051148,11358115,N957LA,AS50,,,POC,,,,2019-03-17,3,17,Sunday
101,534000347,11360017,N959LA,AS50,N959LA,,CPM,,,,2019-03-17,3,17,Sunday
102,534083228,11101548,N704WP,AS50,N704WP,,,WJF,WJF,,2019-03-17,3,17,Sunday
103,534008140,11356213,N955LA,AS50,,,PMD,,,,2019-03-17,3,17,Sunday
104,534022667,11360017,N959LA,AS50,N959LA,,EMT,,,,2019-03-17,3,17,Sunday
105,533982464,11358115,N957LA,AS50,,,CPM,CCB,CCB,,2019-03-17,3,17,Sunday
106,534131248,11352410,N951LB,AS32,,,POC,,,,2019-03-17,3,17,Sunday
107,568402604,10617707,N229LA,AS50,N229LA,,,BUR,BUR,,2019-08-28,8,28,Wednesday
108,568236049,10617707,N229LA,AS50,N229LA,,,LAX,LAX,,2019-08-28,8,28,Wednesday
109,568279159,11352409,N951LA,AS50,N951LA,,CPM,,,,2019-08-28,8,28,Wednesday
110,568448744,11362520,N961LA,AS50,N961LA,,LGB,,,,2019-08-28,8,28,Wednesday
111,568414850,10696221,N306FD,B06,N306FD,,BUR,PMD,PMD,,2019-08-28,8,28,Wednesday
112,568361099,10497326,N110LA,B412,N110LA,,POC,,,,2019-08-28,8,28,Wednesday
113,568247316,10865027,N472LA,AS50,N472LA,,,BUR,BUR,,2019-08-28,8,28,Wednesday
114,568288930,10865027,N472LA,AS50,N472LA,,,,,,2019-08-28,8,28,Wednesday
115,568299041,11363471,N962LA,AS50,N962LA,,,CCB,CCB,,2019-08-28,8,28,Wednesday
116,568421011,10616756,N228LA,AS50,N228LA,,,HHR,HHR,,2019-08-28,8,28,Wednesday
117,568264098,10612001,N223LA,AS50,POLICE,,VNY,CPM,CPM,,2019-08-28,8,28,Wednesday
118,568241845,11352409,N951LA,AS50,N951LA,,CPM,POC,POC,,2019-08-28,8,28,Wednesday
119,568264279,10617707,N229LA,AS50,N229LA,,,VNY,VNY,,2019-08-28,8,28,Wednesday
120,568275291,10612001,N223LA,AS50,POLICE,,VNY,WHP,WHP,,2019-08-28,8,28,Wednesday
121,568354970,11352409,N951LA,AS50,N951LA,,,CPM,CPM,,2019-08-28,8,28,Wednesday
122,568256067,10696221,N306FD,B06,N306FD,,,VNY,VNY,,2019-08-28,8,28,Wednesday
123,568405239,11352409,N951LA,AS50,N951LA,,LGB,CPM,CPM,,2019-08-28,8,28,Wednesday
124,568442075,11064122,N668PD,AS50,N668PD,,LAX,,,,2019-08-28,8,28,Wednesday
125,568433021,10616756,N228LA,AS50,N228LA,,,LGB,LGB,,2019-08-28,8,28,Wednesday
126,568453055,11362520,N961LA,AS50,,,,,,,2019-08-28,8,28,Wednesday
127,568363466,11363471,N962LA,AS50,N962LA,,,,,,2019-08-28,8,28,Wednesday
128,568402644,11355262,N954LA,AS50,N954LA,,AVX,LGB,LGB,,2019-08-28,8,28,Wednesday
129,568376613,11352409,N951LA,AS50,N951LA,,,,,,2019-08-28,8,28,Wednesday
130,568420016,11362520,N961LA,AS50,N961LA,,,,,,2019-08-28,8,28,Wednesday
131,568287133,11363471,N962LA,AS50,N962LA,,POC,TOA,TOA,,2019-08-28,8,28,Wednesday
132,568442062,10691466,N301FD,A139,N301FD,,VNY,VNY,VNY,,2019-08-28,8,28,Wednesday
133,568438918,11355262,N954LA,AS50,N954LA,,AVX,LGB,LGB,,2019-08-28,8,28,Wednesday
134,568406958,10696221,N306FD,B06,N306FD,,VNY,BUR,BUR,,2019-08-28,8,28,Wednesday
135,568245608,11362520,N961LA,AS50,N961LA,,LGB,SMO,SMO,,2019-08-28,8,28,Wednesday
136,568415101,10617707,N229LA,AS50,N229LA,,VNY,BUR,BUR,,2019-08-28,8,28,Wednesday
137,568253492,11363471,N962LA,AS50,N962LA,,POC,,,,2019-08-28,8,28,Wednesday
138,568261873,11058416,N662PD,AS50,N662PD,,VNY,CPM,CPM,,2019-08-28,8,28,Wednesday
139,568406239,10497326,N110LA,B412,N110LA,,WHP,POC,POC,,2019-08-28,8,28,Wednesday
140,568429122,11352409,N951LA,AS50,N951LA,,EMT,,,,2019-08-28,8,28,Wednesday
141,568419936,11100597,N703WP,AS50,N703WP,,,,,,2019-08-28,8,28,Wednesday
142,568375714,10610099,N221LA,AS50,N221LA,,,,,,2019-08-28,8,28,Wednesday
143,568348694,11352409,N951LA,AS50,N951LA,,LGB,EMT,EMT,,2019-08-28,8,28,Wednesday
144,568397091,11353317,N952JH,AS32,N952JH,,LGB,,,,2019-08-28,8,28,Wednesday
145,568451018,10656249,N267LA,AS50,N267LA,,,WHP,WHP,,2019-08-28,8,28,Wednesday
146,568421013,10696221,N306FD,B06,N306FD,,BUR,VNY,VNY,,2019-08-28,8,28,Wednesday
147,568407507,11360017,N959LA,AS50,N959LA,,LGB,LGB,LGB,,2019-08-28,8,28,Wednesday
148,568231941,10696221,N306FD,B06,N306FD,,VNY,BUR,BUR,,2019-08-28,8,28,Wednesday
149,568422425,11363471,N962LA,AS50,N962LA,,PMD,WJF,WJF,,2019-08-28,8,28,Wednesday
150,568351288,11363471,N962LA,AS50,N962LA,,POC,WHP,WHP,,2019-08-28,8,28,Wednesday
151,568273037,11352409,N951LA,AS50,N951LA,,,LGB,LGB,,2019-08-28,8,28,Wednesday
152,568364210,10696221,N306FD,B06,N306FD,,VNY,,,,2019-08-28,8,28,Wednesday
153,568300386,10617707,N229LA,AS50,N229LA,,,BUR,BUR,,2019-08-28,8,28,Wednesday
154,568451555,11061269,N665PD,AS50,N665PD,,,VNY,VNY,,2019-08-28,8,28,Wednesday
155,568383659,11100597,N703WP,AS50,N703WP,,IYK,,,,2019-08-28,8,28,Wednesday
156,568405433,10656249,N267LA,AS50,N267LA,,,,,,2019-08-28,8,28,Wednesday
157,568264004,10696221,N306FD,B06,N306FD,,VNY,TOA,TOA,,2019-08-28,8,28,Wednesday
158,568404149,11360017,N959LA,AS50,N959LA,,LGB,LGB,LGB,,2019-08-28,8,28,Wednesday
159,568245928,11352409,N951LA,AS50,N951LA,,,,,,2019-08-28,8,28,Wednesday
160,568365389,10695270,N305FD,A139,N305FD,,VNY,,,,2019-08-28,8,28,Wednesday
161,568401268,10610099,N221LA,AS50,N221LA,,,VNY,VNY,,2019-08-28,8,28,Wednesday
162,568434549,11355262,N954LA,AS50,,,AVX,AVX,AVX,,2019-08-28,8,28,Wednesday
163,568428799,11355262,N954LA,AS50,N954LA,,LGB,AVX,AVX,,2019-08-28,8,28,Wednesday
164,568284776,11352409,N951LA,AS50,N951LA,,,,,,2019-08-28,8,28,Wednesday
165,568458494,10617707,N229LA,AS50,N229LA,,VNY,WHP,WHP,,2019-08-28,8,28,Wednesday
166,568254188,11061269,N665PD,AS50,N665PD,,,VNY,VNY,,2019-08-28,8,28,Wednesday
167,568240633,11353317,N952JH,AS32,N952JH,,,,,,2019-08-28,8,28,Wednesday
168,568397974,11061269,N665PD,AS50,N665PD,,VNY,VNY,VNY,,2019-08-28,8,28,Wednesday
169,568407045,11363471,N962LA,AS50,N962LA,,POC,PMD,PMD,,2019-08-28,8,28,Wednesday
170,568453142,11363471,N962LA,AS50,N962LA,,POC,EMT,EMT,,2019-08-28,8,28,Wednesday
171,568366589,11100597,N703WP,AS50,N703WP,,WHP,,,,2019-08-28,8,28,Wednesday
172,568461240,11353317,N952JH,AS32,N952JH,,PMD,,,,2019-08-28,8,28,Wednesday
173,568394679,11355262,N954LA,AS50,N954LA,,LGB,AVX,AVX,,2019-08-28,8,28,Wednesday
174,568264129,10691466,N301FD,A139,N301FD,,VNY,SMO,SMO,,2019-08-28,8,28,Wednesday
175,568419079,11352409,N951LA,AS50,N951LA,,CPM,,,,2019-08-28,8,28,Wednesday
176,568388141,11058416,N662PD,AS50,N662PD,,,BUR,BUR,,2019-08-28,8,28,Wednesday
177,568317001,10696221,N306FD,B06,N306FD,,VNY,WHP,WHP,,2019-08-28,8,28,Wednesday
178,568429895,11061269,N665PD,AS50,N665PD,,VNY,,,,2019-08-28,8,28,Wednesday
179,568361987,11353317,N952JH,AS32,N952JH,,LGB,,,,2019-08-28,8,28,Wednesday
180,568432251,11352409,N951LA,AS50,,,,,,,2019-08-28,8,28,Wednesday
181,568279600,10497326,N110LA,B412,N14LA,,LGB,,,,2019-08-28,8,28,Wednesday
182,568269471,10497326,N110LA,B412,N110LA,,POC,,,,2019-08-28,8,28,Wednesday
183,568250878,11058416,N662PD,AS50,N662PD,,,EMT,EMT,,2019-08-28,8,28,Wednesday
184,568301716,11363471,N962LA,AS50,N962LA,,EMT,LGB,LGB,,2019-08-28,8,28,Wednesday
185,568281558,11058416,N662PD,AS50,N662PD,,,BUR,BUR,,2019-08-28,8,28,Wednesday
186,568248323,10527058,N14LA,B412,N14LA,,,BUR,BUR,,2019-08-28,8,28,Wednesday
187,568424803,11363471,N962LA,AS50,N962LA,,,POC,POC,,2019-08-28,8,28,Wednesday
188,568375321,11058416,N662PD,AS50,N662PD,,CNO,,,,2019-08-28,8,28,Wednesday
189,568376179,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-08-28,8,28,Wednesday
190,568281243,10865027,N472LA,AS50,N472LA,,,BUR,BUR,,2019-08-28,8,28,Wednesday
191,568267346,11362520,N961LA,AS50,N961LA,,WHP,,,,2019-08-28,8,28,Wednesday
192,568458976,11362520,N961LA,AS50,N961LA,,VNY,,,,2019-08-28,8,28,Wednesday
193,568428781,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-08-28,8,28,Wednesday
194,568363873,11058416,N662PD,AS50,N662PD,,,,,,2019-08-28,8,28,Wednesday
195,568300474,10612001,N223LA,AS50,POLICE,,VNY,VNY,VNY,,2019-08-28,8,28,Wednesday
196,568264793,11363471,N962LA,AS50,N962LA,,EMT,SNA,SNA,,2019-08-28,8,28,Wednesday
197,568269016,11352409,N951LA,AS50,N951LA,,LGB,,,,2019-08-28,8,28,Wednesday
198,568274653,10497326,N110LA,B412,N110LA,,,LGB,LGB,,2019-08-28,8,28,Wednesday
199,526815830,11064122,N668PD,AS50,N668PD,,LAX,,,,2019-02-05,2,5,Tuesday
200,526928432,11057465,N661PD,AS50,N661PD,,WHP,FUL,FUL,,2019-02-05,2,5,Tuesday
201,526791578,11064122,N668PD,AS50,N668PD,,WHP,WHP,WHP,,2019-02-05,2,5,Tuesday
202,526800868,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
203,526848665,11064122,N668PD,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
204,526928864,11060318,N664PD,B06,N664PD,,WHP,,,,2019-02-05,2,5,Tuesday
205,526935830,11354311,N953LA,AS50,N953LA,,CPM,,,,2019-02-05,2,5,Tuesday
206,526801541,11359066,N958LA,AS50,,,,,,,2019-02-05,2,5,Tuesday
207,526913457,11057465,N661PD,AS50,N661PD,,WHP,,,,2019-02-05,2,5,Tuesday
208,526953597,10656249,N267LA,AS50,N267LA,,WHP,BUR,BUR,,2019-02-05,2,5,Tuesday
209,526837625,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
210,526784765,11064122,N668PD,AS50,,,VNY,,,,2019-02-05,2,5,Tuesday
211,526918688,11360017,N959LA,AS50,N959LA,,,,,,2019-02-05,2,5,Tuesday
212,526802314,11356213,N955LA,AS50,N955LA,,FUL,,,,2019-02-05,2,5,Tuesday
213,526893980,11354311,N953LA,AS50,N953LA,,EMT,,,,2019-02-05,2,5,Tuesday
214,526816058,11359066,N958LA,AS50,,,,,,,2019-02-05,2,5,Tuesday
215,526938542,11351614,N950SG,AS32,N950SG,,WHP,,,,2019-02-05,2,5,Tuesday
216,526933134,11060318,N664PD,B06,N664PD,,LGB,WHP,WHP,,2019-02-05,2,5,Tuesday
217,526841679,11057465,N661PD,AS50,N661PD,,WHP,,,,2019-02-05,2,5,Tuesday
218,526953598,11057465,N661PD,AS50,N661PD,,WHP,POC,POC,,2019-02-05,2,5,Tuesday
219,526942900,11064122,N668PD,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
220,526845055,11057465,N661PD,AS50,N661PD,,BUR,BUR,BUR,,2019-02-05,2,5,Tuesday
221,526786375,11351458,N950LA,AS50,N950LA,,LGB,,,,2019-02-05,2,5,Tuesday
222,526826671,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
223,526807235,11356213,N955LA,AS50,,,,,,,2019-02-05,2,5,Tuesday
224,526821331,11064122,N668PD,AS50,N668PD,,WHP,,,,2019-02-05,2,5,Tuesday
225,526818133,11057465,N661PD,AS50,N661PD,,,,,,2019-02-05,2,5,Tuesday
226,526811417,11356213,N955LA,AS50,,,CPM,,,,2019-02-05,2,5,Tuesday
227,526783981,11359066,N958LA,AS50,N958LA,,LGB,,,,2019-02-05,2,5,Tuesday
228,526811593,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
229,526807765,11314118,N913WB,AS50,,,WHP,WHP,WHP,,2019-02-05,2,5,Tuesday
230,526795797,11359066,N958LA,AS50,N958LA,,CPM,,,,2019-02-05,2,5,Tuesday
231,526813005,11356213,N955LA,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
232,526895071,10601970,N213PF,AS50,N213PF,,WHP,VNY,VNY,,2019-02-05,2,5,Tuesday
233,526831079,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
234,526905022,11314118,N913WB,AS50,N913WB,,WHP,,,,2019-02-05,2,5,Tuesday
235,526884873,11360017,N959LA,AS50,N959LA,,,,,,2019-02-05,2,5,Tuesday
236,526913304,10610099,N221LA,AS50,N221LA,,WHP,,,,2019-02-05,2,5,Tuesday
237,526930893,11360017,N959LA,AS50,N959LA,,CPM,,,,2019-02-05,2,5,Tuesday
238,526876422,11360017,N959LA,AS50,N959LA,,EMT,,,,2019-02-05,2,5,Tuesday
239,526910489,11060318,N664PD,B06,N664PD,,WHP,,,,2019-02-05,2,5,Tuesday
240,526813869,11356213,N955LA,AS50,,,CPM,,,,2019-02-05,2,5,Tuesday
241,526891940,11360017,N959LA,AS50,,,,,,,2019-02-05,2,5,Tuesday
242,526909324,11354311,N953LA,AS50,N953LA,,CPM,CPM,CPM,,2019-02-05,2,5,Tuesday
243,526858599,11064122,N668PD,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
244,526792584,11352410,N951LB,AS32,,,WHP,LGB,LGB,,2019-02-05,2,5,Tuesday
245,526791336,11359066,N958LA,AS50,,,HHR,,,,2019-02-05,2,5,Tuesday
246,526853771,11064122,N668PD,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
247,526799042,11314118,N913WB,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
248,526811973,11057465,N661PD,AS50,N661PD,,WHP,BUR,BUR,,2019-02-05,2,5,Tuesday
249,526895405,11314118,N913WB,AS50,N913WB,,WHP,,,,2019-02-05,2,5,Tuesday
250,526852734,11064122,N668PD,AS50,,,HHR,,,,2019-02-05,2,5,Tuesday
251,526851180,11064122,N668PD,AS50,,,WHP,,,,2019-02-05,2,5,Tuesday
252,526814605,11359066,N958LA,AS50,,,,,,,2019-02-05,2,5,Tuesday
253,526941830,11351614,N950SG,AS32,N950SG,,POC,,,,2019-02-05,2,5,Tuesday
254,526784923,11057465,N661PD,AS50,N661PD,,WHP,WHP,WHP,,2019-02-05,2,5,Tuesday
255,526945218,10610099,N221LA,AS50,N221LA,,WHP,TOA,TOA,,2019-02-05,2,5,Tuesday
256,526795584,10601970,N213PF,AS50,N213PF,,WHP,,,,2019-02-05,2,5,Tuesday
257,526822968,11359066,N958LA,AS50,N958LA,,,LGB,LGB,,2019-02-05,2,5,Tuesday
258,526898566,10601970,N213PF,AS50,N213PF,,VNY,,,,2019-02-05,2,5,Tuesday
259,526920735,11351614,N950SG,AS32,N950SG,,LGB,,,,2019-02-05,2,5,Tuesday
260,526814604,11356213,N955LA,AS50,,,CPM,,,,2019-02-05,2,5,Tuesday
261,580602346,10578214,N190LA,H60,N190LA,,,,,,2019-10-25,10,25,Friday
262,580659407,11064122,N668PD,AS50,N668PD,,,,,,2019-10-25,10,25,Friday
263,580706066,10578214,N190LA,H60,N190LA,,WHP,WHP,WHP,,2019-10-25,10,25,Friday
264,580613535,11356213,N955LA,AS50,N955LA,,LGB,SZP,SZP,,2019-10-25,10,25,Friday
265,580527548,11362520,N961LA,AS50,N961LA,,WJF,PMD,PMD,,2019-10-25,10,25,Friday
266,580658209,11351614,N950SG,AS32,L950SG,,,,,,2019-10-25,10,25,Friday
267,580521424,10578214,N190LA,H60,N190LA,,WHP,,,,2019-10-25,10,25,Friday
268,580564519,10865027,N472LA,AS50,N472LA,,,,,,2019-10-25,10,25,Friday
269,580603891,10527058,N14LA,B412,N14LA,,TOA,POC,POC,,2019-10-25,10,25,Friday
270,580652423,11100597,N703WP,AS50,N703WP,,,,,,2019-10-25,10,25,Friday
271,580708639,11356213,N955LA,AS50,N955LA,,BUR,,,,2019-10-25,10,25,Friday
272,580706409,11064122,N668PD,AS50,N668PD,,,,,,2019-10-25,10,25,Friday
273,580511563,11351614,N950SG,AS32,L950SG,,,POC,POC,,2019-10-25,10,25,Friday
274,580700223,11362520,N961LA,AS50,N961LA,,BUR,LGB,LGB,,2019-10-25,10,25,Friday
275,580529812,11361569,N960LA,AS50,N960LA,,,EMT,EMT,,2019-10-25,10,25,Friday
276,580502965,10527058,N14LA,B412,N14LA,,,,,,2019-10-25,10,25,Friday
277,580570344,10578214,N190LA,H60,N190LA,,WHP,EMT,EMT,,2019-10-25,10,25,Friday
278,580684060,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,,2019-10-25,10,25,Friday
279,580512372,10578214,N190LA,H60,N190LA,,,,,,2019-10-25,10,25,Friday
280,580517910,10691466,N301FD,A139,FIRE1,,VNY,VNY,VNY,,2019-10-25,10,25,Friday
281,580710899,11359066,N958LA,AS50,N958LA,,LGB,CPM,CPM,,2019-10-25,10,25,Friday
282,580715430,11061269,N665PD,AS50,N665PD,,VNY,,,,2019-10-25,10,25,Friday
