"STATION","NAME","DATE","ACSH","PSUN","TAVG","TMAX","TMIN","TSUN"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-01-31",,,,"79","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-01",,,,"76","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-02",,,,"74","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-03",,,,"68","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-04",,,,"70","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-05",,,,"66","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-06",,,,"69","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-07",,,,"69","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-08",,,,"75","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-09",,,,"79","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-10",,,,"78","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-11",,,,"64","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-12",,,,"67","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-13",,,,"66","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-14",,,,"64","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-15",,,,"62","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-16",,,,"64","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-17",,,,"69","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-18",,,,"75","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-19",,,,"79","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-20",,,,"74","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-21",,,,"73","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-22",,,,"69","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-23",,,,"71","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-24",,,,"66","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-25",,,,"62","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-26",,,,"66","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-27",,,,"67","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-28",,,,"63","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-02-29",,,,"66","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-01",,,,"65","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-02",,,,"58","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-03",,,,"68","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-04",,,,"68","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-05",,,,"64","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-06",,,,"64","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-07",,,,"60","44",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-08",,,,"65","43",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-09",,,,"64","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-10",,,,"64","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-11",,,,"64","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-12",,,,"59","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-13",,,,"64","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-14",,,,"74","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-15",,,,"75","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-16",,,,"76","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-17",,,,"84","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-18",,,,"75","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-19",,,,"69","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-20",,,,"72","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-21",,,,"60","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-22",,,,"56","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-23",,,,"53","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-24",,,,"56","44",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-25",,,,"64","44",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-26",,,,"70","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-27",,,,"77","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-28",,,,"80","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-29",,,,"83","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-30",,,,"69","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-03-31",,,,"59","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-01",,,,"61","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-02",,,,"59","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-03",,,,"63","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-04",,,,"66","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-05",,,,"56","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-06",,,,"64","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-07",,,,"74","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-08",,,,"80","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-09",,,,"83","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-10",,,,"73","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-11",,,,"70","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-12",,,,"72","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-13",,,,"89","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-14",,,,"95","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-15",,,,"95","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-16",,,,"71","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-17",,,,"68","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-18",,,,"61","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-19",,,,"58","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-20",,,,"66","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-21",,,,"68","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-22",,,,"63","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-23",,,,"62","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-24",,,,"62","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-25",,,,"64","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-26",,,,"69","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-27",,,,"71","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-28",,,,"59","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-29",,,,"61","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-04-30",,,,"65","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-01",,,,"62","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-02",,,,"64","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-03",,,,"63","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-04",,,,"60","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-05",,,,"59","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-06",,,,"60","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-07",,,,"62","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-08",,,,"68","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-09",,,,"75","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-10",,,,"81","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-11",,,,"75","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-12",,,,"72","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-13",,,,"70","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-14",,,,"71","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-15",,,,"69","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-16",,,,"70","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-17",,,,"68","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-18",,,,"74","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-19",,,,"73","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-20",,,,"76","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-21",,,,"79","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-22",,,,"73","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-23",,,,"68","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-24",,,,"77","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-25",,,,"83","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-26",,,,"70","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-27",,,,"66","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-28",,,,"72","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-29",,,,"73","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-30",,,,"73","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-05-31",,,,"76","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-01",,,,"72","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-02",,,,"72","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-03",,,,"73","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-04",,,,"71","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-05",,,,"73","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-06",,,,"75","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-07",,,,"69","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-08",,,,"64","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-09",,,,"66","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-10",,,,"67","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-11",,,,"73","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-12",,,,"72","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-13",,,,"74","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-14",,,,"76","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-15",,,,"67","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-16",,,,"67","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-17",,,,"73","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-18",,,,"69","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-19",,,,"69","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-20",,,,"69","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-21",,,,"72","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-22",,,,"74","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-23",,,,"75","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-24",,,,"78","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-25",,,,"82","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-26",,,,"77","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-27",,,,"81","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-28",,,,"82","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-29",,,,"82","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-06-30",,,,"85","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-01",,,,"85","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-02",,,,"85","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-03",,,,"81","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-04",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-05",,,,"79","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-06",,,,"81","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-07",,,,"80","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-08",,,,"82","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-09",,,,"84","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-10",,,,"89","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-11",,,,"86","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-12",,,,"87","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-13",,,,"88","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-14",,,,"84","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-15",,,,"78","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-16",,,,"83","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-17",,,,"81","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-18",,,,"82","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-19",,,,"81","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-20",,,,"83","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-21",,,,"83","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-22",,,,"82","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-23",,,,"79","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-24",,,,"80","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-25",,,,"85","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-26",,,,"86","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-27",,,,"85","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-28",,,,"86","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-29",,,,"82","73",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-30",,,,"80","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-07-31",,,,"79","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-01",,,,"80","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-02",,,,"80","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-03",,,,"80","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-04",,,,"87","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-05",,,,"86","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-06",,,,"84","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-07",,,,"85","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-08",,,,"92","68",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-09",,,,"85","68",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-10",,,,"85","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-11",,,,"84","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-12",,,,"84","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-13",,,,"80","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-14",,,,"77","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-15",,,,"79","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-16",,,,"80","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-17",,,,"84","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-18",,,,"86","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-19",,,,"86","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-20",,,,"82","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-21",,,,"83","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-22",,,,"85","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-23",,,,"86","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-24",,,,"89","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-25",,,,"86","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-26",,,,"82","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-27",,,,"77","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-28",,,,"75","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-29",,,,"77","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-30",,,,"77","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-08-31",,,,"70","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-01",,,,"75","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-02",,,,"85","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-03",,,,"85","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-04",,,,"81","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-05",,,,"78","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-06",,,,"78","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-07",,,,"77","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-08",,,,"80","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-09",,,,"92","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-10",,,,"85","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-11",,,,"85","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-12",,,,"85","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-13",,,,"81","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-14",,,,"76","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-15",,,,"77","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-16",,,,"79","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-17",,,,"73","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-18",,,,"72","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-19",,,,"75","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-20",,,,"76","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-21",,,,"78","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-22",,,,"88","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-23",,,,"92","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-24",,,,"91","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-25",,,,"80","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-26",,,,"76","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-27",,,,"76","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-28",,,,"76","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-29",,,,"77","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-09-30",,,,"76","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-01",,,,"80","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-02",,,,"88","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-03",,,,"90","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-04",,,,"94","69",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-05",,,,"94","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-06",,,,"93","69",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-07",,,,"89","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-08",,,,"87","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-09",,,,"79","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-10",,,,"79","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-11",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-12",,,,"73","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-13",,,,"75","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-14",,,,"76","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-15",,,,"76","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-16",,,,"77","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-17",,,,"77","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-18",,,,"78","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-19",,,,"95","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-20",,,,"96","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-21",,,,"94","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-22",,,,"75","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-23",,,,"67","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-24",,,,"69","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-25",,,,"69","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-26",,,,"69","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-27",,,,"76","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1964-10-28",,,,"77","61",
