"STATION","NAME","DATE","ACSH","PSUN","TAVG","TMAX","TMIN","TSUN"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-08-30",,,,"76","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-08-31",,,,"78","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-01",,,,"77","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-02",,,,"80","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-03",,,,"81","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-04",,,,"81","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-05",,,,"90","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-06",,,,"83","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-07",,,,"82","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-08",,,,"82","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-09",,,,"81","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-10",,,,"81","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-11",,,,"81","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-12",,,,"85","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-13",,,,"81","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-14",,,,"83","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-15",,,,"81","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-16",,,,"88","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-17",,,,"92","70",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-18",,,,"89","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-19",,,,"93","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-20",,,,"89","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-21",,,,"93","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-22",,,,"96","69",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-23",,,,"100","74",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-24",,,,"94","71",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-25",,,,"86","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-26",,,,"91","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-27",,,,"92","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-28",,,,"93","71",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-29",,,,"98","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-09-30",,,,"98","71",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-01",,,,"94","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-02",,,,"78","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-03",,,,"77","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-04",,,,"81","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-05",,,,"85","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-06",,,,"83","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-07",,,,"95","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-08",,,,"90","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-09",,,,"86","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-10",,,,"83","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-11",,,,"79","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-12",,,,"80","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-13",,,,"73","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-14",,,,"72","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-15",,,,"74","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-16",,,,"73","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-17",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-18",,,,"77","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-19",,,,"76","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-20",,,,"78","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-21",,,,"71","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-22",,,,"84","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-23",,,,"91","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-24",,,,"75","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-25",,,,"77","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-26",,,,"81","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-27",,,,"77","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-28",,,,"71","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-29",,,,"71","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-30",,,,"67","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-10-31",,,,"76","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-01",,,,"85","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-02",,,,"84","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-03",,,,"86","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-04",,,,"75","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-05",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-06",,,,"84","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-07",,,,"81","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-08",,,,"74","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-09",,,,"71","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-10",,,,"74","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-11",,,,"75","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-12",,,,"80","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-13",,,,"86","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-14",,,,"86","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-15",,,,"81","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-16",,,,"77","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-17",,,,"72","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-18",,,,"71","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-19",,,,"75","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-20",,,,"71","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-21",,,,"69","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-22",,,,"68","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-23",,,,"68","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-24",,,,"68","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-25",,,,"72","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-26",,,,"73","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-27",,,,"77","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-28",,,,"75","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-29",,,,"74","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-11-30",,,,"74","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-01",,,,"78","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-02",,,,"66","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-03",,,,"63","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-04",,,,"59","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-05",,,,"61","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-06",,,,"60","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-07",,,,"55","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-08",,,,"64","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-09",,,,"64","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-10",,,,"73","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-11",,,,"60","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-12",,,,"60","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-13",,,,"68","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-14",,,,"67","43",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-15",,,,"62","44",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-16",,,,"66","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-17",,,,"60","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-18",,,,"62","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-19",,,,"61","40",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-20",,,,"64","41",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-21",,,,"65","44",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-22",,,,"72","42",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-23",,,,"77","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-24",,,,"78","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-25",,,,"76","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-26",,,,"75","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-27",,,,"63","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-28",,,,"59","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-29",,,,"60","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-30",,,,"62","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1992-12-31",,,,"68","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-01",,,,"62","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-02",,,,"59","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-03",,,,"61","42",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-04",,,,"61","42",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-05",,,,"63","42",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-06",,,,"58","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-07",,,,"62","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-08",,,,"59","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-09",,,,"61","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-10",,,,"57","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-11",,,,"60","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-12",,,,"53","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-13",,,,"64","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-14",,,,"64","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-15",,,,"59","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-16",,,,"62","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-17",,,,"61","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-18",,,,"56","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-19",,,,"62","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-20",,,,"64","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-21",,,,"69","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-22",,,,"65","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-23",,,,"76","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-24",,,,"79","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-25",,,,"80","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-26",,,,"83","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-27",,,,"77","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-28",,,,"73","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-29",,,,"69","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-30",,,,"65","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-01-31",,,,"67","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-01",,,,"70","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-02",,,,"75","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-03",,,,"71","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-04",,,,"76","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-05",,,,"72","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-06",,,,"77","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-07",,,,"68","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-08",,,,"63","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-09",,,,"62","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-10",,,,"65","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-11",,,,"65","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-12",,,,"68","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-13",,,,"74","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-14",,,,"67","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-15",,,,"64","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-16",,,,"59","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-17",,,,"70","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-18",,,,"64","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-19",,,,"66","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-20",,,,"61","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-21",,,,"62","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-22",,,,"64","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-23",,,,"59","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-24",,,,"61","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-25",,,,"60","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-26",,,,"55","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-27",,,,"61","46",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-02-28",,,,"63","45",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-01",,,,"65","47",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-02",,,,"68","48",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-03",,,,"66","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-04",,,,"77","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-05",,,,"82","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-06",,,,"89","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-07",,,,"87","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-08",,,,"80","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-09",,,,"79","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-10",,,,"72","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-11",,,,"74","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-12",,,,"85","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-13",,,,"82","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-14",,,,"74","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-15",,,,"72","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-16",,,,"75","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-17",,,,"74","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-18",,,,"73","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-19",,,,"81","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-20",,,,"74","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-21",,,,"74","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-22",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-23",,,,"67","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-24",,,,"69","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-25",,,,"62","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-26",,,,"61","51",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-27",,,,"61","52",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-28",,,,"63","50",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-29",,,,"66","49",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-30",,,,"70","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-03-31",,,,"72","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-01",,,,"67","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-02",,,,"77","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-03",,,,"84","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-04",,,,"76","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-05",,,,"66","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-06",,,,"72","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-07",,,,"77","53",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-08",,,,"82","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-09",,,,"76","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-10",,,,"76","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-11",,,,"76","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-12",,,,"73","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-13",,,,"81","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-14",,,,"75","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-15",,,,"72","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-16",,,,"71","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-17",,,,"69","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-18",,,,"74","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-19",,,,"83","56",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-20",,,,"88","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-21",,,,"88","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-22",,,,"72","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-23",,,,"71","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-24",,,,"74","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-25",,,,"86","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-26",,,,"82","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-27",,,,"77","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-28",,,,"74","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-29",,,,"77","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-04-30",,,,"78","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-01",,,,"80","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-02",,,,"78","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-03",,,,"73","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-04",,,,"70","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-05",,,,"74","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-06",,,,"73","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-07",,,,"74","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-08",,,,"80","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-09",,,,"98","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-10",,,,"87","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-11",,,,"71","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-12",,,,"72","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-13",,,,"76","55",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-14",,,,"84","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-15",,,,"83","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-16",,,,"78","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-17",,,,"77","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-18",,,,"76","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-19",,,,"79","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-20",,,,"72","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-21",,,,"76","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-22",,,,"76","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-23",,,,"68","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-24",,,,"77","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-25",,,,"77","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-26",,,,"74","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-27",,,,"73","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-28",,,,"74","60",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-29",,,,"77","59",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-30",,,,"82","61",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-05-31",,,,"78","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-01",,,,"77","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-02",,,,"75","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-03",,,,"75","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-04",,,,"72","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-05",,,,"68","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-06",,,,"68","54",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-07",,,,"72","57",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-08",,,,"78","58",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-09",,,,"88","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-10",,,,"91","67",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-11",,,,"84","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-12",,,,"80","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-13",,,,"83","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-14",,,,"82","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-15",,,,"85","63",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-16",,,,"85","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-17",,,,"83","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-18",,,,"88","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-19",,,,"84","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-20",,,,"82","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-21",,,,"76","62",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-22",,,,"79","64",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-23",,,,"86","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-24",,,,"90","68",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-25",,,,"84","68",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-26",,,,"86","66",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-27",,,,"80","65",
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1993-06-28",,,,"81","64",
