Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bulgaria,BGR,0.958155881,0.875259034,0.810378324,0.81609405,0.731911035,0.654701202,0.629747481,0.711964743,0.768509669,0.654727362,0.549996514,0.465213742,0.520633441,0.667967361,0.482739308,0.433163461,0.51909888,0.111804755,0.135011573,0.402488745,0.333268825,0.295812783,0.249546601,0.23397231,-0.001473114,-0.026519755,0.147109293,0.112372424,-1.170038599,-1.803750479,-0.99042598,-1.073853191,-0.797665852,-0.339586079,-0.4453985,-0.51572988,-0.608797355,-0.667302701,-0.560648225,-0.493896417,-1.990632204,-2.17069878,-0.792113638,-0.754796951,-0.752977445,-0.759505916,-0.735282284,-0.701922745,-0.644281363,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.568389264,-0.638069468,-0.701382098,-0.730443175,-0.722080405,-0.703905641,-0.600241518,-0.504441855
Bahrain,BHR,3.312162493,3.073790765,2.848046928,2.629295856,2.454216934,2.295883996,2.204578191,2.315132943,2.648370004,3.138962674,3.559479342,3.934099043,4.428497046,5.039779613,5.646038466,6.255514563,6.621093402,6.480978517,5.80586643,4.865902413,3.875872216,3.113899883,2.683685171,2.683305111,2.950637507,3.294916694,3.513952537,3.548255082,3.357253369,3.039308338,2.751521166,2.579428941,2.479136572,2.464294043,2.53461014,2.619816678,2.772189507,3.106261206,3.65459387,4.315314275,4.837379326,5.248676155,5.75751788,6.360400534,6.903368144,7.501540256,7.775983565,7.324218649,6.127009516,4.600184745,2.960815592,1.690358099,1.153907053,1.587599572,2.642766637,3.856576946,4.678047471,4.921024296,4.468687834,3.615324808,2.708203304
"Bahamas, The",BHS,4.974963195,5.058421132,5.031008732,4.877520598,4.643502166,4.414190946,4.174491238,3.873018752,3.479306581,3.064011828,2.63248225,2.256767285,2.034674039,1.956290022,2.026807349,2.099616676,2.152374227,2.198883321,2.213243114,2.20758881,2.222157132,2.232453915,2.206805824,2.117844118,2.009144165,1.875481229,1.760415368,1.706119849,1.717628152,1.76749062,1.848345656,1.905433951,1.875707812,1.749497004,1.557507007,1.347512852,1.184241178,1.120152621,1.184627896,1.345045172,1.522680224,1.6514242,1.761055854,1.825953873,1.85017573,1.885766682,1.901559199,1.848035245,1.70786519,1.514784775,1.30075352,1.105707898,0.980106184,0.93876022,0.959964409,0.990005733,1.007285341,1.012800167,0.99365949,0.961253495,0.927917643
Bosnia and Herzegovina,BIH,1.932433809,1.946030536,1.900718605,1.78139587,1.614745823,1.4320976,1.275707436,1.170491267,1.136991338,1.151655705,1.182965231,1.198143124,1.190090154,1.147078454,1.08198925,1.002807522,0.937564937,0.910566816,0.933620127,0.986560413,1.014703561,1.006269108,0.996708391,0.985378026,0.950948986,0.992072078,0.977884265,0.666285106,-0.03644114,-0.989770812,-2.130834582,-3.153745279,-3.723278706,-3.553828824,-2.768239302,-1.702293621,-0.755927647,-0.046369623,0.241117328,0.208765697,0.115576918,0.103128419,0.074186662,0.053545049,0.030227667,0.002390199,-0.069897069,-0.226950769,-0.489066296,-0.818853336,-1.20286774,-1.546958415,-1.745364744,-1.722307312,-1.526304511,-1.264728458,-1.030880199,-0.827063452,-0.692266996,-0.613297985,-0.530419133
Belarus,BLR,0.889131363,0.97108747,1.016188232,1.02576999,1.001232581,0.999586747,1.01992951,1.00683742,0.961629977,0.885501942,0.832542427,0.801903541,0.740577073,0.64939628,0.52895066,0.468634365,0.551023965,0.653046349,0.617512036,0.613722216,0.692401877,0.677412013,0.683014022,0.678380569,0.653761443,0.679391164,0.67480657,0.286405805,0.29542119,0.190065083,0.046135586,0.219690718,0.220771793,-0.118196017,-0.32441483,-0.336671341,-0.415604443,-0.450435237,-0.450029843,-0.471131335,-0.512966688,-0.636565666,-0.699809191,-0.682169472,-0.68300556,-0.612296198,-0.458847536,-0.345415054,-0.245915441,-0.218522756,-0.234282914,-0.1566176,-0.03838,0.056151568,0.132853237,0.087721088,-0.109782323,-0.213824207,-0.201786601,-0.42347525,-0.423477521
Belize,BLZ,2.818656573,2.803007156,2.807475448,2.857984062,2.917186241,2.996492779,3.025607386,2.935884808,2.723106722,2.414665905,2.114428576,1.871083017,1.670565979,1.543398033,1.480926188,1.400135389,1.357445338,1.438613038,1.660538303,1.989948093,2.351726747,2.617701916,2.820828346,2.860130244,2.814558333,2.781154296,2.770733972,2.654702586,2.454232765,2.201018709,1.89184126,1.654165253,1.684442644,2.030602899,2.585787702,3.185076498,3.637516611,3.839585626,3.721869308,3.426692846,3.088756585,2.829033688,2.648068009,2.596749223,2.599403201,2.622138768,2.606314178,2.572052793,2.520902564,2.45178027,2.381294716,2.324130368,2.254274143,2.19127515,2.116860418,2.049363877,1.982397008,1.922979057,1.882598378,1.845295592,1.817787825
Bermuda,BMU,2.447285652,2.388821517,2.333085676,2.484599859,2.424361161,1.780462463,1.941808586,1.904819497,1.869213301,1.834913867,-0.729930248,-0.735297431,-0.740744128,-0.74627212,-0.751883241,0.37664828,0.375234962,0.373832211,0.372439909,1.604164574,0.692675026,0.72218162,0.863722946,0.877596796,0.838331434,0.847047417,0.810550211,0.857177612,0.84309473,0.820876765,-0.51543457,-0.724394407,0.536148682,0.693566174,0.715572569,0.639001132,0.610152275,0.734522406,0.55961137,0.890208774,1.079335217,0.650636983,0.654327136,0.65321131,0.647413399,0.573530641,0.564095738,0.591576775,0.55458514,-0.783118104,-0.863616496,0.361775877,0.312791571,0.210544188,0.151869636,-1.05247098,-1.060534596,0.070427498,-0.010952131,-0.028168133,-0.040701316
Bolivia,BOL,1.949529074,1.966141177,1.98374496,2.005132925,2.028575592,2.050018725,2.0685873,2.088880537,2.111933649,2.135848326,2.156506046,2.172763274,2.186834767,2.1983876,2.205915837,2.215541517,2.220130018,2.207425367,2.1739192,2.128595642,2.078033245,2.037104553,2.017033169,2.024172347,2.049086594,2.076674315,2.096932116,2.111611912,2.117128852,2.115822569,2.113279611,2.109266264,2.099598648,2.083142389,2.061716624,2.037962435,2.013019658,1.987166222,1.960521346,1.933502534,1.905800736,1.877066952,1.847197475,1.816186054,1.784145707,1.751710988,1.719890149,1.691117977,1.666170773,1.643581068,1.622359801,1.600043615,1.574579287,1.544977169,1.512942433,1.480195967,1.449144413,1.421890804,1.399133355,1.379527583,1.360586275
Brazil,BRA,2.9111137,2.921449282,2.908778683,2.868020496,2.80848866,2.748109909,2.693171235,2.635760545,2.576979284,2.519732597,2.460882066,2.408581124,2.375059433,2.364459527,2.368917449,2.373059877,2.371178009,2.369530218,2.366856485,2.360482982,2.355192712,2.341859987,2.305650878,2.241798255,2.159943013,2.073964828,1.994822996,1.923233431,1.862958436,1.811518838,1.759414194,1.707339233,1.664862312,1.633788884,1.609710307,1.588838302,1.563731974,1.528961881,1.481109752,1.424167442,1.366955955,1.31274755,1.257379967,1.201294141,1.145884772,1.090192573,1.037864683,0.994310572,0.961946715,0.937959307,0.915965178,0.893525507,0.873605696,0.855795964,0.838838953,0.823752153,0.807145245,0.78384426,0.751550842,0.712872791,0.672384396
Barbados,BRB,0.316834174,0.389800231,0.432811048,0.408355614,0.351913011,0.283775978,0.244106352,0.244776468,0.30386973,0.390892545,0.500222343,0.593835837,0.640944499,0.642585338,0.617360116,0.577631218,0.542583126,0.50848484,0.457385649,0.413313144,0.359117938,0.308254116,0.280229476,0.275141076,0.299754207,0.333868014,0.347486125,0.370612941,0.381939489,0.373204962,0.374490009,0.372712426,0.371707414,0.387320299,0.400115068,0.409755133,0.424491043,0.428266179,0.415348075,0.389692835,0.361394131,0.340345106,0.331535993,0.346425292,0.375995497,0.417122464,0.440868353,0.445720486,0.413865235,0.363612231,0.302945811,0.25093319,0.209862188,0.186604262,0.176093438,0.164937661,0.150692216,0.143488326,0.132831082,0.121868008,0.117201302
Brunei Darussalam,BRN,4.60782067,4.484195414,4.432931395,4.47296799,4.567021939,4.659725741,4.708679741,4.733825552,4.720682011,4.68943325,4.63276935,4.569247778,4.476001072,4.317748261,4.147052764,3.965250467,3.817431061,3.643939028,3.468380203,3.294869659,3.121294646,2.973444271,2.874375487,2.837152149,2.830633437,2.844992771,2.838293164,2.838541511,2.844133858,2.845518053,2.855475364,2.84413056,2.806661156,2.72036049,2.611969194,2.495592609,2.381628733,2.273282523,2.193939697,2.108725655,2.041357095,1.962748684,1.862147993,1.722717,1.567358384,1.400670733,1.262715894,1.180047761,1.174881198,1.2250715,1.291815066,1.339772073,1.348520767,1.31764439,1.24557202,1.168569854,1.111027783,1.049642828,1.005742274,0.961675068,0.92126497
Bhutan,BTN,2.461789362,2.461491429,2.516335269,2.638976503,2.807627816,2.97545304,3.11532921,3.203262894,3.231740942,3.220070653,3.194239766,3.163242934,3.157725455,3.162148677,3.179805026,3.199183743,3.20155362,3.153631738,3.049113819,2.915395207,2.72117058,2.557500571,2.505998691,2.61387672,2.794221549,3.058522698,3.213033686,3.032373758,2.450629324,1.63882358,0.720082553,-0.020950988,-0.362660467,-0.128699542,0.510814643,1.271646167,1.873847346,2.269625624,2.365237761,2.24630884,2.11432578,2.030458354,1.899780981,1.732014822,1.543268072,1.32605599,1.129729919,1.008325889,0.995311712,1.051899559,1.130706223,1.187930628,1.22581161,1.233916731,1.220800019,1.20458294,1.195073959,1.17777914,1.146379252,1.110061141,1.068387333
Botswana,BWA,1.960825896,2.13985482,2.249334782,2.247866348,2.189160832,2.113417288,2.100496324,2.175788007,2.375627241,2.650171927,2.925650401,3.159281087,3.362139283,3.530891699,3.660317947,3.789968506,3.89093687,3.911707478,3.842031501,3.720025771,3.561334466,3.427948483,3.396476419,3.483844576,3.631580817,3.794298211,3.880351875,3.836516464,3.63385979,3.340333628,3.028462146,2.767604861,2.575132766,2.467395944,2.418937782,2.390983523,2.344821053,2.272251063,2.16154428,2.033083991,1.889202292,1.773366537,1.730185201,1.779859095,1.882112781,2.026706047,2.131208018,2.119678612,1.957039362,1.70592329,1.414135504,1.190902166,1.12138806,1.255951583,1.525068549,1.831973136,2.068847655,2.197416468,2.178168817,2.058875027,1.921149705
Central African Republic,CAF,1.611079443,1.679785693,1.754405751,1.834622612,1.914153219,2.011282131,2.087245744,2.079261492,1.96834801,1.798753633,1.608064284,1.47072618,1.438590751,1.546727609,1.750400688,1.954360446,2.125308294,2.313712942,2.512453484,2.699663991,2.916197508,3.082913324,3.077317684,2.867568847,2.54121191,2.163341296,1.871350443,1.765246247,1.903137182,2.197486883,2.524808944,2.765936996,2.894671469,2.875675511,2.757312938,2.620708845,2.513225377,2.418696931,2.346989168,2.289540499,2.216612267,2.129571603,2.057934638,2.007396,1.962914208,1.954219971,1.922335307,1.779310088,1.49242271,1.126555117,0.723967673,0.401398611,0.259647553,0.364133903,0.647515777,0.985784079,1.277483497,1.519117467,1.674661628,1.766844992,1.850828304
