Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Low income,LIC,2.243202452,2.249052839,2.27848538,2.340334089,2.420978997,2.502610793,2.566977079,2.608706335,2.622045031,2.615608726,2.60286597,2.593379204,2.586147708,2.583859921,2.584226638,2.588813744,2.589960322,2.578047107,2.549999398,2.514824724,2.479559803,2.458304295,2.461501765,2.494666811,2.548912084,2.601136128,2.649066543,2.709273973,2.782427663,2.858790316,2.941265756,3.006576405,3.026186358,2.990476699,2.921508887,2.841360731,2.780280057,2.753447589,2.771362447,2.817167607,2.863939604,2.894714327,2.913381968,2.91570718,2.905041739,2.896490237,2.886027909,2.856383015,2.804502459,2.740828485,2.673744783,2.618788692,2.586516705,2.582935293,2.598827678,2.615060771,2.625664759,2.640031572,2.657353741,2.673919509,2.691015978
Liechtenstein,LIE,2.353754417,2.37479722,2.421315183,2.485222907,2.564521723,2.74076729,2.718454055,2.7503299,2.580442179,2.388656176,2.144417824,1.968621333,1.784443942,1.866340263,1.943147242,2.098495803,2.141285517,2.092389009,1.963141311,1.628269068,1.33565601,1.152357242,0.963944227,0.884468213,0.950038445,0.97013781,1.021909339,1.072013125,1.109865768,1.191509405,1.297554267,1.314777617,1.461253096,1.417195336,1.530234267,1.51036002,1.506739065,1.48437302,1.4107901,1.270695956,1.076036579,1.014424075,0.84341567,0.792822154,0.792346761,0.737523611,0.689540001,0.713015498,0.713566349,0.761308213,0.838237151,0.866779983,0.883698226,0.752440881,0.658778024,0.505858374,0.397562146,0.298456437,0.268640368,0.307260244,0.306319047
Sri Lanka,LKA,2.373389052,2.350998894,2.342250848,2.354332613,2.375689815,2.399600452,2.404675403,2.373105225,2.296677852,2.19264251,2.077426675,1.976004937,1.902978577,1.868173763,1.857993289,1.856526061,1.842641516,1.806515056,1.740512888,1.656208416,1.563822445,1.484317643,1.431088704,1.413587119,1.418125174,1.427539844,1.422565373,1.397487142,1.345122044,1.272169144,1.204569699,1.140247175,1.054363556,0.941985268,0.817030732,0.67944701,0.562499306,0.505991387,0.530238144,0.610633603,0.711721622,0.793958951,0.843957574,0.844925912,0.810825506,0.769551641,0.738871905,0.7128032,0.695753117,0.684559603,0.67268927,0.12984681,0.780301448,0.933207943,0.919811027,1.104983619,1.130220486,1.048392958,0.611875946,0.53062656,1.075449957
Lower middle income,LMC,2.293564292,2.317932555,2.336423067,2.347308086,2.352370438,2.355987567,2.358982611,2.361685806,2.364190812,2.366668825,2.369645958,2.373378835,2.378415361,2.385835326,2.394397288,2.399375118,2.404113515,2.416285762,2.43798769,2.463280111,2.489916502,2.498892498,2.500160388,2.482753691,2.449625512,2.415933918,2.380980297,2.339717704,2.292298777,2.338127796,2.175036318,2.124777798,2.067370233,2.009404385,1.967376334,1.93367258,1.898768675,1.860101575,1.818817174,1.785674634,1.749943064,1.720435654,1.693879855,1.668691853,1.644880551,1.622816018,1.603414636,1.586484929,1.572376187,1.569392851,1.554357599,1.525809673,1.51571824,1.495714991,1.479448249,1.459126206,1.436842062,1.414806395,1.389362893,1.364098593,1.341333309
Low & middle income,LMY,1.302829989,1.870717935,2.362796853,2.328512326,2.348738064,2.442901439,2.380184407,2.392568678,2.430046614,2.433864068,2.42793776,2.338910624,2.284620293,2.218629691,2.127626543,2.066808546,2.011486122,2.006636171,2.014350277,2.003348723,2.021828071,2.078695843,2.06942848,2.029654052,2.028226204,2.045273884,2.059482661,2.037484933,1.985119034,1.97087728,1.872718509,1.803711748,1.74912924,1.706688198,1.662242507,1.631559979,1.603226375,1.562144582,1.51347442,1.479224103,1.44588717,1.416866212,1.395614701,1.378600828,1.366332348,1.350022822,1.336372985,1.33339935,1.32601422,1.318310516,1.330547837,1.350672818,1.345048654,1.328407414,1.30941626,1.298471036,1.293688171,1.247445751,1.20536194,1.158042546,1.104563665
Lesotho,LSO,1.849349457,1.886208495,1.929078453,1.977472195,2.031762099,2.091267428,2.151361519,2.199926127,2.234518688,2.262582875,2.276191699,2.299275689,2.365537252,2.484906361,2.632657787,2.779929531,2.891148024,2.942301593,2.917709767,2.844612838,2.763169777,2.689149825,2.605715104,2.512220841,2.417174157,2.303021744,2.198131493,2.144106964,2.157499008,2.207179074,2.250456305,2.255531219,2.216917937,2.122265798,1.982819386,1.862668297,1.730283525,1.486317633,1.105641574,0.645178334,0.144179403,-0.290537571,-0.56702078,-0.616356365,-0.491646809,-0.310182163,-0.151224903,0.010266589,0.151108894,0.272975373,0.410965511,0.557135557,0.669716683,0.732817029,0.758719327,0.775514209,0.791589928,0.799793018,0.800269955,0.796017062,0.781857177
Late-demographic dividend,LTE,0.217110449,1.332045812,2.330678454,2.239821217,2.253085181,2.434216969,2.307147085,2.318346974,2.380854266,2.376838862,2.361652406,2.185421756,2.069401555,1.928373665,1.738216617,1.605204532,1.47715153,1.452484555,1.445124247,1.397695889,1.413869542,1.528128037,1.503109392,1.427223427,1.449050139,1.513224117,1.573008347,1.555941596,1.480664017,1.384383306,1.300515516,1.075291413,1.117658424,1.078597705,1.105659981,0.989260326,0.965011366,0.917869976,0.846632866,0.764248942,0.721134816,0.673010201,0.653668224,0.64380954,0.645587263,0.635865177,0.618379827,0.627879123,0.626491423,0.599159895,0.637719628,0.714958816,0.71168858,0.68738756,0.65095885,0.642314633,0.6527771,0.548103955,0.463304858,0.358790913,0.227329886
Lithuania,LTU,1.606574959,1.399730954,1.235633443,1.242699159,1.227445511,1.224197913,1.201180912,1.125231323,0.920478953,1.036281026,1.245582855,1.081907096,0.954349569,0.903795649,0.844284714,0.814807302,0.789147833,0.726941155,0.540861205,0.451032941,0.576822232,0.703386263,0.807019735,0.829019019,0.859591157,0.965016473,1.041052831,1.063956866,0.795883483,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.709489234,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.264704355,0.026766758,0.01559871
Luxembourg,LUX,0.911525536,1.224930819,1.039010665,1.11990125,1.137668698,0.719876267,0.328903405,0.254902537,0.49008786,0.493889467,0.953656918,1.213040312,1.104666566,1.304058168,1.092447839,0.494942519,0.173662847,0.179439197,0.234251269,0.355980932,0.294773135,0.082107428,0.026533652,0.102785608,0.193256819,0.448670999,0.648083393,0.725614579,0.972627746,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.350621285,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.96284492,1.666358674,1.362931686
Latvia,LVA,1.483626751,1.333809317,1.335613098,1.3345686,1.122646396,0.760499724,0.785400368,0.968646698,0.838010969,0.680132523,0.727478965,0.808250226,0.837374915,0.880573503,0.77428454,0.603153488,0.568356002,0.515675053,0.321031541,0.229111155,0.306890036,0.46169759,0.588173151,0.627872772,0.654593344,0.811742391,1.02138562,1.017088826,0.5082722,-0.142736398,-0.473114694,-1.376795066,-1.971932096,-1.673828701,-1.425810812,-1.126375096,-0.996762289,-0.942918937,-0.813961204,-0.963935407,-1.291486944,-1.161838224,-0.966400801,-1.091312956,-1.080571457,-0.917272957,-0.816175507,-1.050939544,-1.651024968,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.779138396,-0.69523914,-0.701211571,-0.913789514
"Macao SAR, China",MAC,1.579286714,3.301574341,4.47147869,4.930048263,4.874194268,4.787027725,4.685640827,4.201153274,3.30733189,2.199542506,1.031249416,0.010049948,-0.736313505,-1.081368912,-1.094018156,-1.063864165,-1.011058697,-0.633262262,0.112618607,1.117164884,2.196749312,3.147105092,3.815138271,4.126816032,4.169100935,4.1820191,4.169023253,4.004955262,3.675380059,3.261600464,2.812474335,2.426330491,2.153521503,2.034829566,2.020710111,2.018060688,2.007544184,2.038856134,2.117933099,2.218111171,2.346416994,2.455180662,2.496141568,2.456343306,2.360180086,2.24057078,2.143709108,2.104151626,2.144599504,2.219482888,2.317356933,2.368817427,2.335999266,2.199856093,1.993351265,1.766586372,1.579113954,1.443960758,1.385627937,1.379473382,1.38394373
St. Martin (French part),MAF,2.48302597,2.031281137,2.446531131,2.900804738,3.853206641,4.461706549,5.148578923,5.378916127,5.012780993,4.406156838,4.085703859,3.487668583,3.417225361,3.562168312,4.168815467,5.209216149,6.190574809,6.012877358,4.37136709,2.538500217,-1.168933778,-3.555252125,-0.911933366,8.886797774,19.92358958,27.44693773,28.04103157,23.4759953,16.41812051,9.29875192,2.873734016,-1.945374701,-5.232607876,-5.837092035,-4.165327409,-1.720424905,0.208317909,1.760699652,2.644722691,2.849974686,3.103239725,3.509247513,3.627637004,3.470505554,3.158672419,2.84368439,2.516314222,2.03244554,1.346640334,0.538941034,-0.349180049,-1.179122749,-1.508127128,-1.214209961,-0.425692392,0.545005937,1.398893802,1.882682617,1.961107678,1.7140817,1.489154326
Morocco,MAR,3.051901736,2.978680953,2.886818112,2.77476008,2.652600702,2.533918664,2.427824348,2.334638613,2.258058247,2.197616309,2.139747349,2.094057253,2.084121519,2.116192076,2.175771131,2.23743142,2.288330824,2.333904416,2.370292048,2.394953979,2.420214242,2.432674755,2.406310528,2.333804769,2.231330571,2.116300937,2.011466643,1.927526741,1.873404742,1.838166675,1.809377452,1.769663302,1.71133142,1.62791471,1.529674203,1.431555412,1.34609997,1.27406672,1.220031747,1.18140367,1.148669497,1.121336092,1.107816942,1.109602877,1.123877555,1.139824824,1.158607462,1.190234661,1.236207263,1.289207437,1.346582673,1.393575462,1.415268431,1.403841627,1.3688207,1.325902165,1.286961299,1.250762951,1.221178705,1.195920777,1.169569544
Monaco,MCO,1.555007699,1.003148677,0.528048318,0.306028126,0.227834596,0.055804771,-0.042923982,0.012879129,0.227258207,0.593574925,0.991365516,1.373268389,1.633228038,1.558662882,1.49507102,1.261697138,1.122075123,1.07513415,1.147094379,1.358619396,1.520970078,1.719177299,1.643852967,1.484073738,1.133462882,0.739387676,0.364224022,0.260327612,0.263063646,0.422185776,0.663711759,0.773269049,0.953277001,0.960704637,0.964579879,0.874754493,0.857574833,0.910515348,0.889736111,0.975251541,1.008952881,1.011069001,1.03112456,1.065388286,1.018704701,1.020132026,0.975077945,0.968530573,1.035923822,1.089913658,1.161472699,1.197519967,1.199610885,1.134492557,1.074061203,0.915658239,0.842253416,0.7525271,0.734075854,0.708343221,0.700830658
Moldova,MDA,2.369505377,2.239593881,2.080344373,1.965814132,1.821818583,1.684854546,1.554136155,1.429093123,1.408957471,1.389381359,1.402727744,1.415253944,1.364015496,1.283496468,1.113498505,1.009962979,0.848998588,0.811918826,0.805379761,0.887324129,0.967047911,1.015515467,1.033905788,1.023325474,0.956940743,0.892348872,0.856945911,0.740445231,0.572135161,0.406673095,0.216195569,0.053992734,-0.134986082,-0.297673053,-0.404625924,-0.200247307,-0.369845328,-0.04037573,-0.157023972,-0.203364953,-0.223624845,-0.231581522,-0.28158449,-0.247453023,-0.243323174,-0.277937548,-0.23171896,-0.190371976,-0.12623185,-0.099863207,-0.057818827,-0.013113514,-0.026791882,-0.060955534,-0.787848362,-1.148202158,-1.691932579,-1.718541419,-1.609507557,-1.683107025,-1.793009447
Madagascar,MDG,2.406274274,2.438382777,2.469435784,2.499256438,2.528591952,2.556256003,2.584123722,2.615343072,2.650469466,2.687509208,2.72321986,2.754983033,2.78265495,2.804342986,2.822113893,2.836815389,2.849680158,2.860087664,2.868035656,2.873102936,2.881153758,2.887222016,2.883537866,2.868579579,2.84859862,2.827671875,2.815784412,2.820936113,2.846655494,2.886365332,2.924088655,2.957869702,2.996051382,3.038651956,3.081095325,3.121682651,3.151795207,3.162018875,3.148896243,3.119689066,3.085863855,3.053517441,3.019927879,2.986659731,2.953918279,2.921148079,2.88822135,2.85566479,2.823462089,2.792676494,2.761903386,2.733954122,2.713238551,2.701012271,2.69413798,2.688176654,2.679809997,2.669517227,2.65644588,2.640873227,2.624297511
Maldives,MDV,2.694989145,2.749732609,2.741777007,2.66760711,2.497086179,2.327868433,2.212592025,2.219307735,2.417467991,2.721506729,3.076956316,3.333504617,3.46822414,3.389058842,3.214935005,2.993208534,2.848839866,2.828419044,2.98118419,3.206853579,3.446561469,3.613543871,3.702200304,3.672339652,3.594487743,3.485041725,3.387369736,3.276853161,3.150705501,3.02847366,2.907677099,2.801815844,2.641805702,2.437526266,2.212826452,1.961404882,1.781261366,1.731835326,1.873600613,2.124807294,2.444151684,2.713717398,2.84706245,2.796519375,2.643809007,2.437173727,2.318936617,2.439188448,2.853937529,3.432026358,3.957242404,4.305019516,4.518603431,4.568339978,4.472098055,4.426900708,4.300062714,3.815493316,2.91480812,1.789130121,0.567813347
Middle East & North Africa,MEA,2.71721315,2.761004612,2.752171188,2.777887962,2.788413714,2.793226761,2.85431664,2.810612638,2.806522129,2.797875621,2.769357508,2.744420932,2.78969852,2.806217412,2.852531593,2.904058603,2.952753692,3.020894858,3.124461327,3.221536891,3.305451392,3.369013372,3.386648585,3.343222009,3.286984245,3.206760724,3.12638349,3.020685419,2.887306288,3.56967834,2.687156772,1.766105571,2.428403455,2.306851091,2.770260839,2.077687877,2.003327825,1.930234306,1.908498944,1.903479018,1.893405622,1.887684697,1.90814046,1.958782527,2.024553009,2.09567066,2.152598628,2.181104079,2.179617831,2.126041021,2.07939031,2.037274876,1.990273548,1.940567243,1.889677163,1.830406882,1.771829051,1.739241512,1.722874822,1.715067032,1.711926729
Mexico,MEX,3.112632111,3.105979265,3.103582008,3.107576186,3.113864409,3.114546262,3.106921285,3.094473082,3.076781259,3.052888231,3.027489602,2.994810898,2.944638251,2.874440397,2.791826423,2.704741065,2.623132429,2.551807771,2.49446591,2.446184842,2.400447869,2.35088894,2.296378947,2.234967712,2.169696824,2.103986642,2.042142793,1.986009216,1.937088899,1.893130261,1.852437377,1.810739904,1.764757146,1.712694597,1.65760764,1.605740156,1.559445941,1.516078031,1.476209111,1.441096704,1.403959868,1.373020858,1.363780231,1.381468932,1.415816979,1.456213238,1.486063532,1.495369098,1.476755803,1.438140669,1.39478997,1.355294426,1.315557607,1.277686366,1.241164502,1.203259506,1.16396695,1.126414791,1.091366887,1.058240034,1.025852194
Marshall Islands,MHL,2.569936255,3.209111112,3.563457454,3.65050741,3.365815481,3.144125029,3.031957679,3.122157796,3.374863479,3.884420269,4.370104701,4.721316785,4.82890099,4.545289356,4.187484407,3.718271294,3.446766131,3.296706858,3.518359336,3.857723605,4.19229778,4.438493994,4.548437603,4.712188144,4.719481849,4.790649027,4.749618101,4.461672055,3.859507697,3.089662681,2.37917314,1.71851226,1.183015715,0.771679725,0.47681578,0.136664806,-0.138646829,-0.192443194,0.123047627,0.664217838,1.28617248,1.844356041,2.073151645,1.87330035,1.42347915,0.915140324,0.502634967,0.21388095,0.158333441,0.188250393,0.288789677,0.332050183,0.388930932,0.438151355,0.455390878,0.484514741,0.570067879,0.616496178,0.646743379,0.683140344,0.71373565
Middle income,MIC,1.239871804,1.845137285,2.368520079,2.327710548,2.343837919,2.438848266,2.367496707,2.377859142,2.416950443,2.421442478,2.415959385,2.321453847,2.263880264,2.193428811,2.096000776,2.030479688,1.971007009,1.96640861,1.976414162,1.966920864,1.989052764,2.051383729,2.041107064,1.995925467,1.990274829,2.004536683,2.016021403,1.987656615,1.925562171,1.903994927,1.791475679,1.711223581,1.649685877,1.605366946,1.561501777,1.533480452,1.506572488,1.463093111,1.407556614,1.365050275,1.323143679,1.287001701,1.260125334,1.239144785,1.224419008,1.205025911,1.188648849,1.185782373,1.180344029,1.175905082,1.194003259,1.219875654,1.215230323,1.195446128,1.170884116,1.15502242,1.146468398,1.09127605,1.040035591,0.982679356,0.917962324
North Macedonia,MKD,1.266705342,1.282624818,1.323136317,1.391929263,1.473848596,1.579979999,1.664403347,1.654974186,1.528030065,1.325278138,1.082218234,0.882654937,0.797460946,0.866667851,1.037415699,1.242986024,1.387760877,1.427844767,1.324109232,1.122846577,0.896292083,0.70417513,0.542955817,0.432505265,0.360116255,0.302438532,0.23820208,0.161994686,0.067879466,-0.032305881,-0.14608269,-0.233302123,-0.233343667,-0.116548337,0.0779829,0.311224356,0.372675913,0.532116992,0.478003427,0.455448702,0.420168685,-0.726260079,0.326964187,0.284333738,0.211874118,0.165461472,0.163132932,0.163258078,0.184158025,0.211073775,0.171871346,0.121614266,0.144870083,0.166476984,0.133165885,0.109300286,0.097034195,0.08263629,0.022971838,-0.200664047,-0.359578822
Mali,MLI,1.106038521,1.104271493,1.1134012,1.135323497,1.169514185,1.202564321,1.240143786,1.299640789,1.384307433,1.483881496,1.592254001,1.688690085,1.753189442,1.776824777,1.773282763,1.750009853,1.736404048,1.754750302,1.817914203,1.903943689,2.018951987,2.105539614,2.095894987,1.964548792,1.76514212,1.53283848,1.365646707,1.346709326,1.522869111,1.827214108,2.172847408,2.457034219,2.64086603,2.689545597,2.650891703,2.594100589,2.576791163,2.602952627,2.688980415,2.811854042,2.927153388,3.017351964,3.100320169,3.173637317,3.233033028,3.29427272,3.337340341,3.329120338,3.261128285,3.15863382,3.044613109,2.952508522,2.90104517,2.901941159,2.935998977,2.975435448,2.999198671,3.008065228,2.996255353,2.971042774,2.943246505
Malta,MLT,-0.398895896,-0.415929122,-0.41766632,-0.403852677,-0.765568929,-1.135658893,-1.164751899,-1.178478406,-1.176099803,-0.543703457,0.016519369,-0.082624147,-0.082692471,-0.067527758,0.73439258,0.508856894,0.390375595,1.040919904,1.013602381,1.048602675,0.735340233,2.144977411,1.409482493,0.020873764,1.75674825,1.670898162,0.688607248,0.821039289,0.973294582,0.978313699,2.695092892,1.031640278,0.998755132,0.935263919,0.697143007,0.656524534,0.756792687,0.649936279,0.592860774,0.645267231,0.751106498,0.745506921,0.657732334,0.671628455,0.637436918,0.364336947,0.348755082,0.650655461,0.753906931,0.491182811,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.491955403,3.931356319,2.211207678,0.297810433
Myanmar,MMR,2.160240604,2.164616621,2.181431581,2.214886114,2.257716875,2.300603187,2.33365332,2.353755923,2.357564614,2.349470832,2.336652698,2.324110826,2.311450762,2.300100299,2.288647759,2.271390353,2.249506552,2.22943419,2.21242006,2.194641443,2.173902115,2.143484953,2.097743116,2.033684899,1.955846776,1.881742196,1.807579016,1.714227344,1.598176151,1.471389564,1.333757148,1.213640722,1.145038641,1.143885151,1.187335681,1.246380171,1.285274038,1.288647647,1.241634325,1.159579233,1.076005878,1.005080954,0.932169531,0.859414673,0.790537456,0.714739934,0.647842564,0.61910701,0.640297605,0.695008954,0.767361732,0.826319491,0.849772298,0.822704165,0.762012324,0.68947413,0.633900885,0.608451681,0.625695405,0.671933328,0.725575804
Middle East & North Africa (excluding high income),MNA,2.659052396,2.657004882,2.663412343,2.681391562,2.704889976,2.73478923,2.756399801,2.753408787,2.719974977,2.670319744,2.619586574,2.586885055,2.581243527,2.609507564,2.661994827,2.710478103,2.755186495,2.819894168,2.90672918,3.001323499,3.090711618,3.155241685,3.182876812,3.166647898,3.117197917,3.058850446,2.995391274,2.910835518,2.804786592,3.590941498,2.582168391,2.467573517,2.354901376,2.246221231,2.14388122,2.044679899,1.955259128,1.866328317,1.822048589,1.796828777,1.779360451,1.764419897,1.755939846,1.752742701,1.753829663,1.756790855,1.76193674,1.773084695,1.784800069,1.797754247,1.813587697,1.825599049,1.823769759,1.804613195,1.774381588,1.73595751,1.699849231,1.690628027,1.697824853,1.717973155,1.742726137
Montenegro,MNE,2.173759257,2.298183662,2.136174232,1.612149735,0.872839676,0.0174781,-0.690614297,-1.021852112,-0.803441582,-0.181916254,0.591913436,1.221726016,1.603638911,1.624172144,1.39767834,1.10551247,0.903317262,0.801868466,0.854425178,1.003961057,1.186938495,1.295577453,1.270428519,1.067109566,0.748418872,0.381334703,0.071225601,-0.120274095,-0.138716842,-0.032812754,0.120809886,0.232144827,0.271440062,0.199581093,0.052816572,-0.115971437,-0.243010698,-0.305295583,-0.419325616,-0.027974019,0.402363248,0.400750772,0.399151169,0.177216476,0.147929262,0.124299813,0.138110348,0.177475867,0.214529296,0.183239906,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724,0.023142531,0.011247907,-0.023461353,-0.031987013,-0.116139361,-0.182524282
Mongolia,MNG,2.75261935,2.924299977,3.024994565,3.035891341,2.989076324,2.923197634,2.872819636,2.850097757,2.867036395,2.904252938,2.945131714,2.964706617,2.951000235,2.900060276,2.825688579,2.747835452,2.681834054,2.63448331,2.607987328,2.598056385,2.562322907,2.520751765,2.526529573,2.591973658,2.678794223,2.792443105,2.845218341,2.733965083,2.425052313,1.994635558,1.534721746,1.146599977,0.874305582,0.760578101,0.766282254,0.804149796,0.824239483,0.849344462,0.869044195,0.887755129,0.920784972,0.973386493,1.038440317,1.112926502,1.195955262,1.275265878,1.357180504,1.457433181,1.57927987,1.709741268,1.838034251,1.942526347,2.000774358,2.003813593,1.964248313,1.913419217,1.861598041,1.795910204,1.718532829,1.633813327,1.543411007
Northern Mariana Islands,MNP,2.601145513,1.885844777,1.455159064,1.768798162,2.22914335,2.844047885,3.312824626,3.454111509,3.577590989,3.30796084,3.202029604,3.376744449,3.105971859,2.414409893,1.656058666,0.714742029,0.166262134,0.781047126,3.070972005,6.155693869,8.827313099,10.41874369,11.50736425,11.9598693,11.90373475,11.98893695,11.63234596,10.24308207,7.752341503,4.950951709,1.969462233,-0.405863015,-1.539559443,-0.882319933,1.120220411,3.525367749,5.195387838,5.721058045,4.850350492,3.219067188,1.496071852,0.15934074,-0.787175575,-1.239663774,-1.218080393,-1.175824919,-1.207924607,-1.081623131,-0.784822298,-0.412333594,0.077789306,0.540995974,0.879996879,0.935630469,0.860646292,0.728795895,0.649283814,0.592374927,0.567914446,0.599461584,0.61143201
Mozambique,MOZ,2.164979454,2.224985867,2.267280395,2.286858926,2.291321786,2.295833254,2.304637127,2.310405119,2.313415909,2.317422869,2.299782296,2.28695933,2.32729604,2.434863343,2.573385299,2.705155014,2.781533431,2.779569332,2.682591432,2.514445906,2.403272847,2.296355522,2.029790848,1.566054001,1.009949135,0.345529493,-0.173573556,-0.221966932,0.37511457,1.406143423,2.589792039,3.523394656,4.010560001,3.937204869,3.517968172,3.035293557,2.699559006,2.50995972,2.526580218,2.676367826,2.83851478,2.932468525,2.976706819,2.953464901,2.887890657,2.820124865,2.775211787,2.745465575,2.736960831,2.743656742,2.749317443,2.753163164,2.769044762,2.798573225,2.834746761,2.872081035,2.900672261,2.913618318,2.907001146,2.886830354,2.86248416
Mauritania,MRT,2.921359592,2.93774038,2.956020199,2.975713001,2.997391739,3.015812972,3.02935101,3.031368611,3.026145363,3.012099677,2.996485627,2.983337435,2.971007876,2.961788173,2.954474095,2.945093891,2.932078173,2.925247516,2.926152807,2.928932788,2.932729993,2.929202507,2.907989343,2.864760009,2.80845741,2.750809163,2.70019861,2.659924078,2.631576771,2.61178932,2.599059855,2.587556571,2.575154686,2.558795104,2.543717466,2.529511611,2.524524646,2.541830356,2.584943131,2.644053515,2.707576499,2.762404365,2.805846357,2.832846138,2.849284649,2.859011053,2.869945896,2.884601295,2.905321134,2.926972492,2.945321255,2.95452102,2.949209845,2.927190867,2.893699093,2.855988065,2.819234622,2.780088631,2.741483436,2.702227925,2.662291167
Mauritius,MUS,3.194939638,2.837336795,2.608923274,2.407963286,2.231757997,2.078253918,1.945538042,1.832286003,1.737297686,1.659578923,1.589003125,1.516392669,1.487150501,1.5174192,1.57717041,1.613261959,1.627270866,1.306843091,1.740419116,1.686012316,1.481968308,1.222428188,0.919667982,1.04573546,0.817321395,0.764515986,0.7480991,0.688400518,0.765914828,0.712313471,1.079463625,1.315743114,1.185540614,1.400064494,0.859933461,1.022764541,1.25209761,1.051421625,1.271248552,0.982676166,0.790047581,0.694240135,0.723661766,0.627103982,0.59209966,0.466403526,0.455526401,0.361630847,0.265537673,0.237886693,0.160140421,0.277321026,0.220398692,0.181061469,0.132433083,0.068723138,0.090186811,0.054547267,0.032240043,0.002291176,0.025278458
Malawi,MWI,2.37001116,2.406636419,2.441070031,2.471794545,2.500489045,2.530698427,2.5615988,2.586020743,2.603770281,2.618850115,2.629137969,2.645611104,2.682473201,2.744167852,2.819881845,2.943457932,3.059667148,3.080963508,2.984113725,2.838907991,2.557959553,2.367203771,2.584933103,3.309017655,4.267639442,5.332740308,6.00843797,5.908872507,4.95670233,3.560222407,2.061251014,0.887815776,0.251192253,0.363486682,1.0078945,1.795620756,2.387009149,2.761721701,2.821550797,2.676385562,2.508905441,2.433941016,2.416596141,2.482670115,2.600561903,2.716947195,2.797887174,2.852762195,2.873985411,2.87065408,2.864495966,2.858684488,2.838498781,2.803042518,2.759412255,2.70968237,2.666446457,2.641745288,2.640937098,2.654939852,2.670388496
Malaysia,MYS,3.155522201,3.209082676,3.186638485,3.072897791,2.90462815,2.728645735,2.583656329,2.474155298,2.412046149,2.386004869,2.362648322,2.339378406,2.342141319,2.373680194,2.422483338,2.488866486,2.546754589,2.566560255,2.537123443,2.480554217,2.405702066,2.35740166,2.377765364,2.484956296,2.641321697,2.811655551,2.937457522,2.984116776,2.932019135,2.817284831,2.682076781,2.57309259,2.506088858,2.496718277,2.521297961,2.554106564,2.560805802,2.52710052,2.44181657,2.324617448,2.1955084,2.083973524,2.00562011,1.971726513,1.965297528,1.970823803,1.959209547,1.911365416,1.815678585,1.691009466,1.558040198,1.445739447,1.369183571,1.340474962,1.344800221,1.357359246,1.359489171,1.351960014,1.328849015,1.294285057,1.25940624
North America,NAC,1.703260449,1.579693823,1.488850314,1.444968325,1.310310518,1.22781222,1.161733415,1.061703836,1.018496363,1.194141912,1.433828407,1.0845771,0.984591965,0.964277187,1.036648364,0.990400209,1.026850813,1.058756906,1.098345984,0.99674685,1.010990922,0.981134124,0.925877361,0.877302791,0.892788101,0.935341448,0.939871492,0.950783585,1.033918322,1.174097295,1.335375398,1.375570372,1.305104456,1.220562725,1.182149111,1.158263205,1.190077666,1.138930594,1.121460352,1.100928819,1.004246352,0.947888189,0.867299091,0.930473825,0.928178273,0.973418076,0.95751104,0.963907968,0.906830276,0.860906958,0.75429192,0.771504745,0.731728411,0.763365512,0.739847163,0.768191349,0.691849711,0.618128536,0.557163666,0.985555014,0.162754182
Namibia,NAM,2.358821922,2.411115643,2.452541782,2.486889534,2.514077381,2.518711068,2.528368554,2.586072709,2.699115903,2.839535666,2.998006831,3.109102317,3.094482298,2.928587384,2.675449893,2.417157017,2.223839043,2.102707751,2.081039893,2.135094115,2.17106983,2.210936058,2.371522583,2.673154488,3.03925519,3.4271415,3.710612698,3.793251817,3.634191118,3.326982761,2.990635,2.70963844,2.48361669,2.334321881,2.238816964,2.158051983,2.061769222,1.959788224,1.843910739,1.726752668,1.607662622,1.515707407,1.479347373,1.511786586,1.590183202,1.688279971,1.76975302,1.820639351,1.826100994,1.801894313,1.769211698,1.75020985,1.749210134,1.771539665,1.807897723,1.846553978,1.87285954,1.883284894,1.870402328,1.84267165,1.810722098
