fips,county_name,state_abbr,left,arrived,net
34029,Ocean County,NJ,76042,90660,14618
12031,Duval County,FL,189521,203987,14466
08041,El Paso County,CO,147427,160942,13515
45091,York County,SC,33329,46705,13376
12057,Hillsborough County,FL,326763,339807,13044
41005,Clackamas County,OR,98611,111381,12770
13057,Cherokee County,GA,43905,56614,12709
37019,Brunswick County,NC,14266,26823,12557
06077,San Joaquin County,CA,96399,108947,12548
16027,Canyon County,ID,32194,44660,12466
12015,Charlotte County,FL,26953,38878,11925
12119,Sumter County,FL,15076,26950,11874
53063,Spokane County,WA,61849,73698,11849
48257,Kaufman County,TX,25739,37445,11706
48167,Galveston County,TX,57061,68660,11599
48039,Brazoria County,TX,59838,71399,11561
29183,St. Charles County,MO,57762,68921,11159
05007,Benton County,AR,35290,46333,11043
45045,Greenville County,SC,73405,84394,10989
37101,Johnston County,NC,26941,37905,10964
53033,King County,WA,473711,484645,10934
04019,Pima County,AZ,118805,129399,10594
45019,Charleston County,SC,88270,98534,10264
48139,Ellis County,TX,28570,38801,10231
53067,Thurston County,WA,55935,66162,10227
39041,Delaware County,OH,37191,47083,9892
49053,Washington County,UT,20859,30645,9786
01003,Baldwin County,AL,19222,28956,9734
12053,Hernando County,FL,26864,36582,9718
47187,Williamson County,TN,42862,52276,9414
47149,Rutherford County,TN,56197,65583,9386
48367,Parker County,TX,24649,34004,9355
04015,Mohave County,AZ,24438,33748,9310
16055,Kootenai County,ID,19613,28871,9258
13151,Henry County,GA,51925,60794,8869
06013,Contra Costa County,CA,215872,224641,8769
12061,Indian River County,FL,18192,26911,8719
37025,Cabarrus County,NC,36044,44746,8702
24021,Frederick County,MD,39586,47913,8327
48187,Guadalupe County,TX,36453,44592,8139
08005,Arapahoe County,CO,225664,233683,8019
41051,Multnomah County,OR,218386,226362,7976
18063,Hendricks County,IN,30203,38178,7975
40017,Canadian County,OK,25806,33779,7973
13223,Paulding County,GA,30226,38166,7940
06017,El Dorado County,CA,34633,42572,7939
45083,Spartanburg County,SC,31790,39702,7912
48251,Johnson County,TX,30256,38123,7867
06095,Solano County,CA,78832,86531,7699
22103,St. Tammany Parish,LA,30473,37915,7442
47189,Wilson County,TN,22339,29744,7405
51041,Chesterfield County,VA,64411,71815,7404
28033,DeSoto County,MS,26977,34319,7342
23031,York County,ME,31262,38575,7313
47165,Sumner County,TN,29528,36771,7243
54003,Berkeley County,WV,12781,19904,7123
17093,Kendall County,IL,26953,33900,6947
36091,Saratoga County,NY,40950,47891,6941
19049,Dallas County,IA,20161,26997,6836
45015,Berkeley County,SC,51466,58273,6807
25023,Plymouth County,MA,80877,87548,6671
33015,Rockingham County,NH,66298,72961,6663
12085,Martin County,FL,28622,35219,6597
13073,Columbia County,GA,24700,31253,6553
45013,Beaufort County,SC,25165,31674,6509
41067,Washington County,OR,138699,145170,6471
39165,Warren County,OH,45079,51482,6403
41029,Jackson County,OR,25155,31449,6294
29047,Clay County,MO,50998,57239,6241
41047,Marion County,OR,50218,56354,6136
26093,Livingston County,MI,30986,37059,6073
48397,Rockwall County,TX,21486,27462,5976
37179,Union County,NC,30121,36070,5949
37021,Buncombe County,NC,41919,47820,5901
35043,Sandoval County,NM,25756,31653,5897
24003,Anne Arundel County,MD,128929,134813,5884
47125,Montgomery County,TN,42766,48644,5878
45063,Lexington County,SC,46685,52483,5798
25001,Barnstable County,MA,32873,38666,5793
24017,Charles County,MD,28874,34448,5574
12113,Santa Rosa County,FL,29556,35124,5568
45057,Lancaster County,SC,10447,15992,5545
12017,Citrus County,FL,16656,22194,5538
42041,Cumberland County,PA,37895,43259,5364
51179,Stafford County,VA,33050,38400,5350
48021,Bastrop County,TX,13883,19176,5293
46083,Lincoln County,SD,13943,19212,5269
06071,San Bernardino County,CA,366401,371649,5248
37071,Gaston County,NC,28914,34078,5164
20091,Johnson County,KS,108609,113744,5135
12035,Flagler County,FL,16524,21655,5131
08069,Larimer County,CO,67896,73007,5111
13013,Barrow County,GA,14691,19796,5105
10001,Kent County,DE,19855,24950,5095
25005,Bristol County,MA,69388,74471,5083
27163,Washington County,MN,58239,63311,5072
13157,Jackson County,GA,12006,16991,4985
55133,Waukesha County,WI,70876,75803,4927
13135,Gwinnett County,GA,217462,222384,4922
13139,Hall County,GA,27852,32744,4892
12019,Clay County,FL,46055,50938,4883
53035,Kitsap County,WA,49040,53914,4874
48181,Grayson County,TX,16206,21037,4831
42095,Northampton County,PA,50437,55142,4705
19153,Polk County,IA,68240,72889,4649
06079,San Luis Obispo County,CA,40787,45426,4639
48291,Liberty County,TX,13785,18408,4623
02170,Matanuska-Susitna Borough,AK,10854,15465,4611
39093,Lorain County,OH,34457,39055,4598
18081,Johnson County,IN,32740,37330,4590
42133,York County,PA,50668,55255,4587
53057,Skagit County,WA,17177,21727,4550
37089,Henderson County,NC,13437,17948,4511
12131,Walton County,FL,9560,14054,4494
51177,Spotsylvania County,VA,25594,30016,4422
12117,Seminole County,FL,136098,140510,4412
18127,Porter County,IN,24543,28954,4411
47119,Maury County,TN,14627,19037,4410
53005,Benton County,WA,31255,35662,4407
37063,Durham County,NC,83874,88271,4397
31153,Sarpy County,NE,40878,45214,4336
32019,Lyon County,NV,10593,14898,4305
05125,Saline County,AR,17363,21649,4286
27139,Scott County,MN,29512,33730,4218
01117,Shelby County,AL,38936,43145,4209
42019,Butler County,PA,21326,25507,4181
22005,Ascension Parish,LA,16177,20335,4158
06057,Nevada County,CA,17361,21400,4039
12089,Nassau County,FL,10033,13973,3940
27019,Carver County,MN,18747,22681,3934
27171,Wright County,MN,24332,28263,3931
22063,Livingston Parish,LA,18660,22586,3926
51550,Chesapeake city,VA,59479,63390,3911
41039,Lane County,OR,48123,52029,3906
49045,Tooele County,UT,9675,13535,3860
51069,Frederick County,VA,14050,17902,3852
51800,Suffolk city,VA,17361,21200,3839
37085,Harnett County,NC,26976,30800,3824
01089,Madison County,AL,43697,47519,3822
29099,Jefferson County,MO,33397,37174,3777
42091,Montgomery County,PA,157029,160771,3742
13297,Walton County,GA,15758,19466,3708
48497,Wise County,TX,10129,13824,3695
23005,Cumberland County,ME,51782,55476,3694
39103,Medina County,OH,27876,31538,3662
41043,Linn County,OR,20176,23810,3634
39089,Licking County,OH,25129,28760,3631
37001,Alamance County,NC,19728,23355,3627
18059,Hancock County,IN,14504,18130,3626
13077,Coweta County,GA,21925,25524,3599
37069,Franklin County,NC,9569,13166,3597
39045,Fairfield County,OH,27114,30699,3585
13217,Newton County,GA,21656,25214,3558
53029,Island County,WA,17681,21230,3549
48221,Hood County,TX,8762,12281,3519
33013,Merrimack County,NH,28127,31623,3496
06069,San Benito County,CA,8471,11960,3489
01083,Limestone County,AL,11312,14788,3476
15001,Hawaii County,HI,16119,19532,3413
47065,Hamilton County,TN,43623,47023,3400
48473,Waller County,TX,9741,13128,3387
28121,Rankin County,MS,21278,24653,3375
27003,Anoka County,MN,79607,82962,3355
53015,Cowlitz County,WA,13777,17109,3332
48231,Hunt County,TX,16259,19568,3309
49057,Weber County,UT,39589,42859,3270
48259,Kendall County,TX,7694,10952,3258
44003,Kent County,RI,32346,35596,3250
28089,Madison County,MS,17539,20764,3225
01115,St. Clair County,AL,12440,15648,3208
33017,Strafford County,NH,22749,25956,3207
18011,Boone County,IN,10833,14002,3169
42103,Pike County,PA,7978,11144,3166
53073,Whatcom County,WA,27748,30892,3144
30029,Flathead County,MT,8392,11532,3140
34019,Hunterdon County,NJ,19175,22287,3112
32023,Nye County,NV,4987,8089,3102
37097,Iredell County,NC,23032,26126,3094
51085,Hanover County,VA,16686,19738,3052
53045,Mason County,WA,10214,13260,3046
06099,Stanislaus County,CA,63502,66544,3042
26139,Ottawa County,MI,45429,48451,3022
37125,Moore County,NC,10062,13033,2971
34041,Warren County,NJ,17307,20276,2969
13015,Bartow County,GA,14815,17704,2889
39025,Clermont County,OH,35093,37963,2870
42089,Monroe County,PA,25558,28392,2834
20029,Cloud County,KS,189,3016,2827
37037,Chatham County,NC,11378,14190,2812
53009,Clallam County,WA,6678,9473,2795
24025,Harford County,MD,37442,40214,2772
17111,McHenry County,IL,51256,54027,2771
32005,Douglas County,NV,9251,12020,2769
47093,Knox County,TN,66550,69304,2754
41033,Josephine County,OR,9374,12127,2753
18019,Clark County,IN,20382,23128,2746
34015,Gloucester County,NJ,45109,47848,2739
55131,Washington County,WI,21085,23810,2725
13103,Effingham County,GA,7809,10524,2715
49011,Davis County,UT,64920,67590,2670
04017,Navajo County,AZ,15891,18555,2664
45007,Anderson County,SC,22109,24756,2647
53041,Lewis County,WA,10542,13188,2646
06005,Amador County,CA,3889,6534,2645
29113,Lincoln County,MO,8353,10993,2640
37141,Pender County,NC,9080,11718,2638
37109,Lincoln County,NC,11975,14583,2608
21029,Bullitt County,KY,15052,17581,2529
55109,St. Croix County,WI,13964,16488,2524
36111,Ulster County,NY,22628,25138,2510
48213,Henderson County,TX,12880,15378,2498
51061,Fauquier County,VA,12038,14534,2496
09005,Litchfield County,CT,25820,28307,2487
48381,Randall County,TX,29253,31736,2483
39085,Lake County,OH,29346,31818,2472
06009,Calaveras County,CA,6325,8792,2467
40145,Wagoner County,OK,17320,19773,2453
42125,Washington County,PA,22439,24862,2423
08039,Elbert County,CO,4960,7346,2386
29037,Cass County,MO,17650,20027,2377
37057,Davidson County,NC,22232,24608,2376
22105,Tangipahoa Parish,LA,15582,17955,2373
42029,Chester County,PA,83756,86119,2363
08077,Mesa County,CO,15427,17786,2359
55059,Kenosha County,WI,23292,25646,2354
27141,Sherburne County,MN,22522,24868,2346
47047,Fayette County,TN,6924,9264,2340
17089,Kane County,IL,97660,99998,2338
26005,Allegan County,MI,21389,23720,2331
06033,Lake County,CA,6156,8479,2323
21209,Scott County,KY,7729,10040,2311
33001,Belknap County,NH,11645,13946,2301
46103,Pennington County,SD,15318,17554,2236
06115,Yuba County,CA,14491,16705,2214
39159,Union County,OH,8983,11191,2208
48053,Burnet County,TX,7720,9897,2177
34037,Sussex County,NJ,21430,23605,2175
26055,Grand Traverse County,MI,13361,15529,2168
37129,New Hanover County,NC,39179,41344,2165
24013,Carroll County,MD,24026,26187,2161
13097,Douglas County,GA,36715,38872,2157
33003,Carroll County,NH,7106,9261,2155
29165,Platte County,MO,27886,30003,2117
06109,Tuolumne County,CA,5368,7468,2100
48467,Van Zandt County,TX,8004,10104,2100
51109,Louisa County,VA,4523,6602,2079
41071,Yamhill County,OR,16261,18333,2072
09007,Middlesex County,CT,30287,32349,2062
29043,Christian County,MO,16557,18590,2033
41009,Columbia County,OR,6856,8872,2016
06047,Merced County,CA,29990,31995,2005
51095,James City County,VA,12863,14863,2000
36105,Sullivan County,NY,8918,10902,1984
48071,Chambers County,TX,8823,10802,1979
16019,Bonneville County,ID,14305,16284,1979
55105,Rock County,WI,16792,18721,1929
27059,Isanti County,MN,8364,10262,1898
51047,Culpeper County,VA,6600,8489,1889
41013,Crook County,OR,2500,4374,1874
30111,Yellowstone County,MT,15707,17581,1874
42127,Wayne County,PA,5796,7669,1873
24035,Queen Anne's County,MD,7202,9074,1872
15009,Maui County,HI,14477,16331,1854
48499,Wood County,TX,6182,8032,1850
47163,Sullivan County,TN,18290,20132,1842
48373,Polk County,TX,7357,9197,1840
56021,Laramie County,WY,11776,13612,1836
27037,Dakota County,MN,97299,99122,1823
08014,Broomfield County,CO,32430,34241,1811
08101,Pueblo County,CO,14255,16057,1802
36069,Ontario County,NY,15731,17513,1782
06039,Madera County,CA,17759,19536,1777
37053,Currituck County,NC,3425,5198,1773
13085,Dawson County,GA,4808,6560,1752
13227,Pickens County,GA,4457,6203,1746
22055,Lafayette Parish,LA,37169,38906,1737
12055,Highlands County,FL,10584,12316,1732
51019,Bedford County,VA,11339,13071,1732
42075,Lebanon County,PA,14669,16401,1732
37093,Hoke County,NC,11238,12969,1731
41053,Polk County,OR,18451,20176,1725
36079,Putnam County,NY,17294,19012,1718
08093,Park County,CO,2923,4639,1716
22087,St. Bernard Parish,LA,6285,7999,1714
38017,Cass County,ND,29211,30916,1705
48055,Caldwell County,TX,8022,9721,1699
06089,Shasta County,CA,21129,22811,1682
24043,Washington County,MD,19207,20875,1668
17063,Grundy County,IL,9454,11121,1667
48329,Midland County,TX,33008,34672,1664
24015,Cecil County,MD,13511,15175,1664
48493,Wilson County,TX,7029,8691,1662
53031,Jefferson County,WA,3961,5607,1646
55089,Ozaukee County,WI,14140,15784,1644
47147,Robertson County,TN,12453,14095,1642
04007,Gila County,AZ,6911,8550,1639
47009,Blount County,TN,15144,16774,1630
12023,Columbia County,FL,8217,9841,1624
06097,Sonoma County,CA,66040,67664,1624
18173,Warrick County,IN,9405,11021,1616
53027,Grays Harbor County,WA,8702,10317,1615
55127,Walworth County,WI,17022,18636,1614
42001,Adams County,PA,13630,15242,1612
39109,Miami County,OH,14425,16037,1612
42025,Carbon County,PA,8565,10172,1607
09013,Tolland County,CT,26667,28267,1600
32510,Carson City,NV,11693,13263,1570
49051,Wasatch County,UT,4886,6454,1568
51127,New Kent County,VA,3058,4620,1562
37159,Rowan County,NC,17468,19018,1550
54037,Jefferson County,WV,7784,9328,1544
24009,Calvert County,MD,11827,13365,1538
41019,Douglas County,OR,10121,11649,1528
36027,Dutchess County,NY,39007,40535,1528
42017,Bucks County,PA,100435,101954,1519
06103,Tehama County,CA,6813,8329,1516
55101,Racine County,WI,25540,27048,1508
29219,Warren County,MO,6334,7836,1502
42055,Franklin County,PA,13183,14671,1488
51137,Orange County,VA,6300,7786,1486
27035,Crow Wing County,MN,8623,10093,1470
51187,Warren County,VA,5916,7376,1460
24027,Howard County,MD,79221,80679,1458
35049,Santa Fe County,NM,21277,22734,1457
47021,Cheatham County,TN,8058,9512,1454
26099,Macomb County,MI,134722,136176,1454
37077,Granville County,NC,8068,9520,1452
05031,Craighead County,AR,13078,14529,1451
39129,Pickaway County,OH,9339,10790,1451
26015,Barry County,MI,9679,11128,1449
24037,St. Mary's County,MD,13048,14496,1448
48325,Medina County,TX,6737,8177,1440
13029,Bryan County,GA,6715,8153,1438
48027,Bell County,TX,88235,89642,1407
27025,Chisago County,MN,11218,12619,1401
13153,Houston County,GA,21829,23228,1399
44009,Washington County,RI,19760,21158,1398
13255,Spalding County,GA,11311,12705,1394
48407,San Jacinto County,TX,4913,6306,1393
53021,Franklin County,WA,17822,19193,1371
50011,Franklin County,VT,5594,6963,1369
37087,Haywood County,NC,4399,5766,1367
36039,Greene County,NY,5629,6993,1364
54079,Putnam County,WV,7228,8590,1362
19181,Warren County,IA,8405,9760,1355
48299,Llano County,TX,2769,4117,1348
08043,Fremont County,CO,3837,5184,1347
37031,Carteret County,NC,7728,9074,1346
55087,Outagamie County,WI,35666,36998,1332
51145,Powhatan County,VA,3943,5271,1328
53007,Chelan County,WA,13927,15255,1328
26121,Muskegon County,MI,16384,17702,1318
26115,Monroe County,MI,19842,21141,1299
51075,Goochland County,VA,3652,4946,1294
40087,McClain County,OK,8231,9522,1291
51033,Caroline County,VA,5514,6802,1288
18091,LaPorte County,IN,11051,12334,1283
21211,Shelby County,KY,7062,8342,1280
13177,Lee County,GA,4476,5729,1253
51093,Isle of Wight County,VA,6035,7281,1246
55055,Jefferson County,WI,14789,16033,1244
40131,Rogers County,OK,16843,18081,1238
45003,Aiken County,SC,17519,18752,1233
49021,Iron County,UT,7065,8284,1219
36021,Columbia County,NY,7354,8572,1218
01051,Elmore County,AL,13016,14224,1208
51015,Augusta County,VA,10366,11561,1195
23011,Kennebec County,ME,15695,16888,1193
47043,Dickson County,TN,6909,8102,1193
18109,Morgan County,IN,12930,14123,1193
36025,Delaware County,NY,4497,5681,1184
40083,Logan County,OK,7979,9151,1172
21185,Oldham County,KY,9693,10861,1168
09015,Windham County,CT,15694,16844,1150
48185,Grimes County,TX,4254,5397,1143
26087,Lapeer County,MI,13323,14455,1132
17199,Williamson County,IL,6873,7998,1125
48147,Fannin County,TX,4699,5819,1120
37067,Forsyth County,NC,54677,55795,1118
29071,Franklin County,MO,12733,13847,1114
24047,Worcester County,MD,8368,9482,1114
49003,Box Elder County,UT,6998,8110,1112
37167,Stanly County,NC,5271,6381,1110
13121,Fulton County,GA,400346,401449,1103
13219,Oconee County,GA,5747,6845,1098
13145,Harris County,GA,5178,6275,1097
34009,Cape May County,NJ,13218,14313,1095
48423,Smith County,TX,34205,35300,1095
41031,Jefferson County,OR,2535,3628,1093
47117,Marshall County,TN,4426,5519,1093
41041,Lincoln County,OR,7434,8518,1084
51165,Rockingham County,VA,9721,10805,1084
06045,Mendocino County,CA,7778,8851,1073
12129,Wakulla County,FL,3503,4561,1058
53037,Kittitas County,WA,7574,8629,1055
01043,Cullman County,AL,6879,7934,1055
26143,Roscommon County,MI,2353,3396,1043
33011,Hillsborough County,NH,76969,77999,1030
40027,Cleveland County,OK,59687,60712,1025
53049,Pacific County,WA,2334,3350,1016
53017,Douglas County,WA,9234,10238,1004
08015,Chaffee County,CO,1388,2390,1002
55095,Polk County,WI,5962,6959,997
05051,Garland County,AR,9802,10797,995
13183,Long County,GA,2820,3796,976
36093,Schenectady County,NY,25116,26079,963
39117,Morrow County,OH,5827,6786,959
53065,Stevens County,WA,5531,6482,951
51099,King George County,VA,3866,4813,947
45055,Kershaw County,SC,7502,8443,941
12011,Broward County,FL,440338,441275,937
23017,Oxford County,ME,6797,7732,935
26037,Clinton County,MI,15756,16685,929
42107,Schuylkill County,PA,12312,13241,929
47011,Bradley County,TN,10790,11718,928
55001,Adams County,WI,2615,3543,928
13047,Catoosa County,GA,11990,12910,920
16017,Bonner County,ID,4766,5683,917
33005,Cheshire County,NH,8722,9635,913
05055,Greene County,AR,4520,5428,908
16083,Twin Falls County,ID,10573,11473,900
19163,Scott County,IA,19643,20539,896
38015,Burleigh County,ND,12725,13620,895
48019,Bandera County,TX,2751,3644,893
51171,Shenandoah County,VA,4885,5775,890
33019,Sullivan County,NH,5544,6426,882
13247,Rockdale County,GA,23748,24626,878
08029,Delta County,CO,2628,3498,870
40013,Bryan County,OK,4602,5465,863
28045,Hancock County,MS,5786,6642,856
28073,Lamar County,MS,12456,13305,849
47031,Coffee County,TN,7855,8704,849
55083,Oconto County,WI,5181,6028,847
41007,Clatsop County,OR,5065,5898,833
27115,Pine County,MN,3992,4824,832
13291,Union County,GA,1198,2028,830
01113,Russell County,AL,14669,15498,829
13237,Putnam County,GA,2149,2974,825
18095,Madison County,IN,15031,15850,819
26123,Newaygo County,MI,6980,7799,819
30031,Gallatin County,MT,14831,15648,817
51149,Prince George County,VA,8083,8896,813
26147,St. Clair County,MI,18095,18906,811
13123,Gilmer County,GA,2308,3115,807
53039,Klickitat County,WA,2525,3331,806
12107,Putnam County,FL,9009,9814,805
48013,Atascosa County,TX,7445,8248,803
26129,Ogemaw County,MI,1914,2716,802
27021,Cass County,MN,4595,5397,802
23001,Androscoggin County,ME,14299,15094,795
47167,Tipton County,TN,7591,8382,791
18043,Floyd County,IN,16662,17452,790
13211,Morgan County,GA,2032,2821,789
13207,Monroe County,GA,3516,4304,788
21113,Jessamine County,KY,8541,9329,788
13137,Habersham County,GA,4681,5466,785
21151,Madison County,KY,10475,11260,785
37105,Lee County,NC,9531,10311,780
55125,Vilas County,WI,2021,2800,779
08085,Montrose County,CO,4142,4916,774
55013,Burnett County,WI,1346,2119,773
41057,Tillamook County,OR,2832,3595,763
21117,Kenton County,KY,38208,38968,760
47003,Bedford County,TN,6005,6763,758
27001,Aitkin County,MN,1493,2243,750
37059,Davie County,NC,5326,6075,749
55017,Chippewa County,WI,9364,10111,747
08045,Garfield County,CO,7864,8609,745
20103,Leavenworth County,KS,13923,14668,745
13111,Fannin County,GA,1600,2345,745
39097,Madison County,OH,7660,8404,744
47111,Macon County,TN,2190,2931,741
48217,Hill County,TX,5081,5822,741
48459,Upshur County,TX,7126,7865,739
48097,Cooke County,TX,6112,6844,732
38059,Morton County,ND,6520,7249,729
48135,Ector County,TX,25000,25724,724
13143,Haralson County,GA,4366,5089,723
51073,Gloucester County,VA,4152,4874,722
55111,Sauk County,WI,9566,10282,716
46127,Union County,SD,2524,3239,715
55085,Oneida County,WI,4209,4919,710
13311,White County,GA,3276,3985,709
12075,Levy County,FL,6281,6989,708
01009,Blount County,AL,7527,8225,698
26117,Montcalm County,MI,10224,10918,694
48265,Kerr County,TX,6107,6800,693
51101,King William County,VA,2499,3188,689
26031,Cheboygan County,MI,2219,2899,680
49037,San Juan County,UT,1072,1751,679
40081,Lincoln County,OK,5290,5969,679
30081,Ravalli County,MT,3801,4477,676
12121,Suwannee County,FL,4564,5239,675
26035,Clare County,MI,3404,4077,673
47105,Loudon County,TN,8284,8956,672
13129,Gordon County,GA,6159,6831,672
20121,Miami County,KS,5261,5932,671
29015,Benton County,MO,1626,2285,659
45053,Jasper County,SC,4236,4892,656
47041,DeKalb County,TN,2491,3141,650
22121,West Baton Rouge Parish,LA,4778,5427,649
21215,Spencer County,KY,3305,3953,648
37145,Person County,NC,3295,3938,643
21179,Nelson County,KY,5451,6092,641
40041,Delaware County,OK,5584,6222,638
39083,Knox County,OH,6148,6784,636
13035,Butts County,GA,3619,4253,634
42129,Westmoreland County,PA,37341,37975,634
08019,Clear Creek County,CO,1491,2122,631
08119,Teller County,CO,4267,4897,630
17203,Woodford County,IL,5376,6006,630
26165,Wexford County,MI,3915,4543,628
48379,Rains County,TX,1535,2159,624
13171,Lamar County,GA,2582,3206,624
12093,Okeechobee County,FL,3460,4083,623
55027,Dodge County,WI,14942,15563,621
35061,Valencia County,NM,8434,9049,615
13133,Greene County,GA,1282,1897,615
17007,Boone County,IL,9579,10193,614
26091,Lenawee County,MI,10317,10926,609
36049,Lewis County,NY,2369,2978,609
31025,Cass County,NE,4619,5221,602
55015,Calumet County,WI,10996,11595,599
26001,Alcona County,MI,852,1444,592
48171,Gillespie County,TX,2419,3011,592
29187,St. Francois County,MO,7303,7894,591
17133,Monroe County,IL,4549,5138,589
18073,Jasper County,IN,4337,4924,587
22011,Beauregard Parish,LA,4215,4801,586
26027,Cass County,MI,8891,9473,582
13187,Lumpkin County,GA,4561,5138,577
17179,Tazewell County,IL,17266,17837,571
48031,Blanco County,TX,1381,1948,567
27111,Otter Tail County,MN,6304,6868,564
13231,Pike County,GA,2618,3180,562
48199,Hardin County,TX,8980,9540,560
48229,Hudspeth County,TX,416,971,555
51065,Fluvanna County,VA,3317,3870,553
27079,Le Sueur County,MN,5304,5857,553
08049,Grand County,CO,1722,2274,552
48281,Lampasas County,TX,3207,3756,549
30049,Lewis and Clark County,MT,7696,8243,547
40051,Grady County,OK,8770,9306,536
51023,Botetourt County,VA,5038,5573,535
55021,Columbia County,WI,11574,12109,535
53055,San Juan County,WA,1471,1998,527
55029,Door County,WI,2477,3004,527
37045,Cleveland County,NC,10247,10769,522
21015,Boone County,KY,27934,28451,517
26069,Iosco County,MI,2755,3272,517
24041,Talbot County,MD,4685,5200,515
13195,Madison County,GA,4245,4760,515
51193,Westmoreland County,VA,2106,2619,513
05143,Washington County,AR,35748,36260,512
06093,Siskiyou County,CA,3281,3790,509
26075,Jackson County,MI,15488,15997,509
41065,Wasco County,OR,2727,3233,506
17099,LaSalle County,IL,12875,13381,506
51053,Dinwiddie County,VA,4893,5398,505
20149,Pottawatomie County,KS,3089,3593,504
48223,Hopkins County,TX,3797,4299,502
41011,Coos County,OR,5999,6501,502
12043,Glades County,FL,1928,2429,501
55045,Green County,WI,4815,5315,500
12003,Baker County,FL,2814,3312,498
18029,Dearborn County,IN,7598,8087,489
27057,Hubbard County,MN,2532,3019,487
01021,Chilton County,AL,4386,4869,483
51685,Manassas Park city,VA,6609,7089,480
40113,Osage County,OK,9241,9720,479
26047,Emmet County,MI,4134,4613,479
48363,Palo Pinto County,TX,3505,3983,478
18061,Harrison County,IN,5437,5915,478
51043,Clarke County,VA,2553,3028,475
53059,Skamania County,WA,1442,1914,472
28115,Pontotoc County,MS,4007,4473,466
48337,Montague County,TX,2299,2764,465
51079,Greene County,VA,2427,2891,464
53047,Okanogan County,WA,4032,4492,460
23023,Sagadahoc County,ME,7152,7611,459
48297,Live Oak County,TX,1055,1513,458
29031,Cape Girardeau County,MO,8075,8532,457
08047,Gilpin County,CO,1055,1511,456
48051,Burleson County,TX,2064,2519,455
29029,Camden County,MO,6619,7073,454
37029,Camden County,NC,1340,1788,448
05085,Lonoke County,AR,12585,13032,447
13119,Franklin County,GA,3441,3876,435
06027,Inyo County,CA,1496,1930,434
26079,Kalkaska County,MI,2073,2505,432
32001,Churchill County,NV,2865,3297,432
47169,Trousdale County,TN,1530,1959,429
27041,Douglas County,MN,4162,4591,429
56033,Sheridan County,WY,2137,2565,428
55075,Marinette County,WI,4639,5065,426
36035,Fulton County,NY,5921,6345,424
13063,Clayton County,GA,98450,98872,422
08083,Montezuma County,CO,1802,2224,422
55135,Waupaca County,WI,7557,7979,422
26019,Benzie County,MI,2402,2822,420
13295,Walker County,GA,10160,10578,418
18033,DeKalb County,IN,6384,6800,416
48477,Washington County,TX,4181,4594,413
51175,Southampton County,VA,1773,2184,411
48059,Callahan County,TX,1818,2229,411
21073,Franklin County,KY,6721,7131,410
13159,Jasper County,GA,1742,2151,409
37113,Macon County,NC,1461,1869,408
23015,Lincoln County,ME,4427,4835,408
42079,Luzerne County,PA,29903,30307,404
13011,Banks County,GA,3475,3877,402
51155,Pulaski County,VA,3550,3947,397
31155,Saunders County,NE,3320,3717,397
47051,Franklin County,TN,4627,5024,397
18151,Steuben County,IN,4441,4838,397
25011,Franklin County,MA,9985,10381,396
17147,Piatt County,IL,2223,2618,395
47185,White County,TN,2943,3337,394
24011,Caroline County,MD,5147,5540,393
