fips,name,abbr,is_continental,statehood_year,capital,capital_tz,ap_abbr,shapefile_urls,tract_shp,cd_shp,county_shp,state_shp,zcta_shp,block_shp,blockgroup_shp
33,New Hampshire,NH,True,1788,Concord,America/New_York,N.H.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_33_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_33_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_33_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_33_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_33_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_33_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_33_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_33_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_33_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_33_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_33_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_33_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_33_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_33_bg10.zip
34,New Jersey,NJ,True,1787,Trenton,America/New_York,N.J.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_34_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_34_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_34_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_34_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_34_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_34_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_34_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_34_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_34_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_34_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_34_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_34_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_34_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_34_bg10.zip
35,New Mexico,NM,True,1912,Santa Fe,America/Denver,N.M.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_35_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_35_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_35_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_35_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_35_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_35_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_35_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_35_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_35_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_35_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_35_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_35_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_35_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_35_bg10.zip
36,New York,NY,True,1788,Albany,America/New_York,N.Y.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_36_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_36_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_36_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_36_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_36_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_36_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_36_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_36_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_36_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_36_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_36_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_36_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_36_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_36_bg10.zip
37,North Carolina,NC,True,1789,Raleigh,America/New_York,N.C.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_37_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_37_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_37_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_37_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_37_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_37_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_37_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_37_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_37_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_37_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_37_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_37_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_37_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_37_bg10.zip
38,North Dakota,ND,True,1889,Bismarck,America/North_Dakota/Center,N.D.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_38_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_38_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_38_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_38_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_38_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_38_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_38_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_38_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_38_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_38_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_38_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_38_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_38_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_38_bg10.zip
39,Ohio,OH,True,1803,Columbus,America/New_York,Ohio,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_39_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_39_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_39_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_39_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_39_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_39_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_39_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_39_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_39_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_39_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_39_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_39_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_39_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_39_bg10.zip
40,Oklahoma,OK,True,1907,Oklahoma City,America/Chicago,Okla.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_40_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_40_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_40_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_40_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_40_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_40_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_40_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_40_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_40_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_40_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_40_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_40_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_40_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_40_bg10.zip
41,Oregon,OR,True,1859,Salem,America/Los_Angeles,Ore.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_41_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_41_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_41_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_41_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_41_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_41_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_41_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_41_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_41_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_41_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_41_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_41_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_41_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_41_bg10.zip
42,Pennsylvania,PA,True,1787,Harrisburg,America/New_York,Pa.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_42_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_42_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_42_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_42_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_42_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_42_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_42_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_42_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_42_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_42_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_42_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_42_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_42_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_42_bg10.zip
44,Rhode Island,RI,True,1790,Providence,America/New_York,R.I.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_44_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_44_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_44_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_44_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_44_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_44_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_44_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_44_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_44_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_44_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_44_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_44_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_44_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_44_bg10.zip
45,South Carolina,SC,True,1788,Columbia,America/New_York,S.C.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_45_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_45_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_45_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_45_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_45_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_45_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_45_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_45_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_45_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_45_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_45_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_45_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_45_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_45_bg10.zip
46,South Dakota,SD,True,1889,Pierre,America/Chicago,S.D.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_46_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_46_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_46_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_46_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_46_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_46_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_46_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_46_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_46_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_46_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_46_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_46_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_46_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_46_bg10.zip
47,Tennessee,TN,True,1796,Nashville,America/Chicago,Tenn.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_47_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_47_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_47_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_47_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_47_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_47_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_47_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_47_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_47_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_47_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_47_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_47_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_47_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_47_bg10.zip
48,Texas,TX,True,1845,Austin,America/Chicago,Texas,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_48_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_48_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_48_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_48_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_48_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_48_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_48_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_48_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_48_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_48_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_48_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_48_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_48_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_48_bg10.zip
49,Utah,UT,True,1896,Salt Lake City,America/Denver,Utah,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_49_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_49_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_49_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_49_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_49_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_49_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_49_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_49_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_49_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_49_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_49_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_49_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_49_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_49_bg10.zip
50,Vermont,VT,True,1791,Montpelier,America/New_York,Vt.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_50_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_50_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_50_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_50_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_50_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_50_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_50_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_50_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_50_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_50_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_50_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_50_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_50_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_50_bg10.zip
51,Virginia,VA,True,1788,Richmond,America/New_York,Va.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_51_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_51_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_51_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_51_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_51_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_51_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_51_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_51_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_51_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_51_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_51_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_51_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_51_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_51_bg10.zip
